icl_example_index,token_role,k,activation_k,fv_k,feature_dim,target_dim,layer,train_sample_count,test_sample_count,pca_train_mse,pca_test_mse,fv_train_mse,fv_test_mse,fv_recon_floor_test_mse
1,last_label_token,1,1,16,1,16,11,2600,910,42.94931411743164,24.906391143798828,0.16912387311458588,0.19647938013076782,0.09918902069330215
1,last_label_token,2,2,16,2,16,11,2600,910,30.74540901184082,19.29326057434082,0.12145239859819412,0.17455318570137024,0.09918902069330215
1,last_label_token,4,4,16,4,16,11,2600,910,23.132171630859375,18.095800399780273,0.09171327203512192,0.1698755919933319,0.09918902069330215
1,last_label_token,8,8,16,8,16,11,2600,910,12.897238731384277,14.289377212524414,0.05173301696777344,0.1550067812204361,0.09918902069330215
1,last_label_token,16,16,16,16,16,11,2600,910,4.640376567840576,10.97810173034668,0.019479619339108467,0.14207208156585693,0.09918902069330215
1,last_label_token,32,32,16,32,16,11,2600,910,3.3872179985046387,11.377361297607422,0.014584475196897984,0.14363165199756622,0.09918902069330215
1,last_label_token,64,64,16,64,16,11,2600,910,2.2142891883850098,10.82789134979248,0.01000273134559393,0.14148534834384918,0.09918902069330215
1,last_label_token,128,128,16,128,16,11,2600,910,1.632703185081482,11.583023071289062,0.007730898447334766,0.14443503320217133,0.09918902069330215
1,last_label_token,256,256,16,256,16,11,2600,910,1.1617894172668457,11.596181869506836,0.0058913882821798325,0.1444864571094513,0.09918902069330215
1,last_label_token,512,512,16,512,16,11,2600,910,0.7342004776000977,12.029953002929688,0.004221118520945311,0.1461809277534485,0.09918902069330215
1,last_label_token,1024,1024,16,1024,16,11,2600,910,0.3311343491077423,13.070971488952637,0.0026466413401067257,0.15024730563163757,0.09918902069330215
2,pre_label_token,1,1,16,1,16,11,2600,910,41.06952667236328,23.661556243896484,0.1617811620235443,0.19161680340766907,0.09918902069330215
2,pre_label_token,2,2,16,2,16,11,2600,910,36.866119384765625,22.646148681640625,0.14536145329475403,0.1876504272222519,0.09918902069330215
2,pre_label_token,4,4,16,4,16,11,2600,910,27.19822120666504,19.890926361083984,0.107596255838871,0.17688779532909393,0.09918902069330215
2,pre_label_token,8,8,16,8,16,11,2600,910,14.429424285888672,18.907329559326172,0.05771809443831444,0.17304563522338867,0.09918902069330215
2,pre_label_token,16,16,16,16,16,11,2600,910,7.196333408355713,16.14319610595703,0.029463835060596466,0.16224828362464905,0.09918902069330215
2,pre_label_token,32,32,16,32,16,11,2600,910,4.822596549987793,16.48043441772461,0.020191412419080734,0.16356560587882996,0.09918902069330215
2,pre_label_token,64,64,16,64,16,11,2600,910,3.4971354007720947,16.201400756835938,0.01501382514834404,0.16247563064098358,0.09918902069330215
2,pre_label_token,128,128,16,128,16,11,2600,910,2.6706907749176025,15.450838088989258,0.01178554818034172,0.15954367816448212,0.09918902069330215
2,pre_label_token,256,256,16,256,16,11,2600,910,1.9547863006591797,15.312568664550781,0.00898903887718916,0.15900368988513947,0.09918902069330215
2,pre_label_token,512,512,16,512,16,11,2600,910,1.3491899967193604,15.685820579528809,0.006623425055295229,0.1604616940021515,0.09918902069330215
2,pre_label_token,1024,1024,16,1024,16,11,2600,910,0.786352276802063,16.2947998046875,0.0044248346239328384,0.16284048557281494,0.09918902069330215
2,first_label_token,1,1,16,1,16,11,2600,910,43.34037399291992,25.228008270263672,0.17065148055553436,0.19773583114147186,0.09918902069330215
2,first_label_token,2,2,16,2,16,11,2600,910,32.8503532409668,18.459054946899414,0.1296749711036682,0.17129449546337128,0.09918902069330215
2,first_label_token,4,4,16,4,16,11,2600,910,23.814332962036133,15.377365112304688,0.09437790513038635,0.15925665199756622,0.09918902069330215
2,first_label_token,8,8,16,8,16,11,2600,910,15.318696022033691,14.467984199523926,0.061191823333501816,0.15570439398288727,0.09918902069330215
2,first_label_token,16,16,16,16,16,11,2600,910,7.743406772613525,11.227827072143555,0.03160084784030914,0.14304758608341217,0.09918902069330215
2,first_label_token,32,32,16,32,16,11,2600,910,5.490118980407715,11.420478820800781,0.022798925638198853,0.14380010962486267,0.09918902069330215
2,first_label_token,64,64,16,64,16,11,2600,910,3.9443247318267822,11.735591888427734,0.016760677099227905,0.14503102004528046,0.09918902069330215
2,first_label_token,128,128,16,128,16,11,2600,910,2.817725419998169,11.419915199279785,0.012359894812107086,0.14379791915416718,0.09918902069330215
2,first_label_token,256,256,16,256,16,11,2600,910,2.0546586513519287,11.442084312438965,0.009379168972373009,0.14388449490070343,0.09918902069330215
2,first_label_token,512,512,16,512,16,11,2600,910,1.3267135620117188,11.579633712768555,0.006535624619573355,0.1444218009710312,0.09918902069330215
2,first_label_token,1024,1024,16,1024,16,11,2600,910,0.6518480181694031,12.390803337097168,0.0038994348142296076,0.14759047329425812,0.09918902069330215
2,last_label_token,1,1,16,1,16,11,2600,910,42.6536979675293,24.971874237060547,0.1679692566394806,0.1967352330684662,0.09918902069330215
2,last_label_token,2,2,16,2,16,11,2600,910,29.91120147705078,16.732547760009766,0.11819394677877426,0.16455036401748657,0.09918902069330215
2,last_label_token,4,4,16,4,16,11,2600,910,22.41188621520996,15.561846733093262,0.08889961987733841,0.15997739136219025,0.09918902069330215
2,last_label_token,8,8,16,8,16,11,2600,910,13.233247756958008,14.361879348754883,0.05304555967450142,0.15528999269008636,0.09918902069330215
2,last_label_token,16,16,16,16,16,11,2600,910,4.865121364593506,9.828222274780273,0.02035754732787609,0.13758037984371185,0.09918902069330215
2,last_label_token,32,32,16,32,16,11,2600,910,3.5745511054992676,10.77392864227295,0.015316244214773178,0.14127451181411743,0.09918902069330215
2,last_label_token,64,64,16,64,16,11,2600,910,2.567922592163086,10.646657943725586,0.011384106241166592,0.14077740907669067,0.09918902069330215
2,last_label_token,128,128,16,128,16,11,2600,910,1.8300875425338745,10.503884315490723,0.008501926437020302,0.14021971821784973,0.09918902069330215
2,last_label_token,256,256,16,256,16,11,2600,910,1.325640082359314,10.841943740844727,0.0065314313396811485,0.14154022932052612,0.09918902069330215
2,last_label_token,512,512,16,512,16,11,2600,910,0.8818316459655762,11.338923454284668,0.004797808360308409,0.1434815675020218,0.09918902069330215
2,last_label_token,1024,1024,16,1024,16,11,2600,910,0.4422973096370697,12.177851676940918,0.003080874215811491,0.14675861597061157,0.09918902069330215
3,pre_label_token,1,1,16,1,16,11,2600,910,40.12600326538086,21.901132583618164,0.15809546411037445,0.1847401112318039,0.09918902069330215
3,pre_label_token,2,2,16,2,16,11,2600,910,30.689990997314453,16.77931785583496,0.12123601138591766,0.16473308205604553,0.09918902069330215
3,pre_label_token,4,4,16,4,16,11,2600,910,24.191743850708008,16.13749122619629,0.09585223346948624,0.1622259020805359,0.09918902069330215
3,pre_label_token,8,8,16,8,16,11,2600,910,10.957620620727539,11.876047134399414,0.04415637254714966,0.14557968080043793,0.09918902069330215
3,pre_label_token,16,16,16,16,16,11,2600,910,4.572224140167236,10.762669563293457,0.019213391467928886,0.141230508685112,0.09918902069330215
3,pre_label_token,32,32,16,32,16,11,2600,910,2.884007692337036,12.447488784790039,0.012618809938430786,0.14781177043914795,0.09918902069330215
3,pre_label_token,64,64,16,64,16,11,2600,910,2.1599180698394775,12.656267166137695,0.009790322743356228,0.14862743020057678,0.09918902069330215
3,pre_label_token,128,128,16,128,16,11,2600,910,1.6411668062210083,12.198022842407227,0.007763952948153019,0.14683736860752106,0.09918902069330215
3,pre_label_token,256,256,16,256,16,11,2600,910,1.2257088422775269,12.169468879699707,0.006141076795756817,0.14672589302062988,0.09918902069330215
3,pre_label_token,512,512,16,512,16,11,2600,910,0.850429892539978,12.357583045959473,0.004675139207392931,0.14746063947677612,0.09918902069330215
3,pre_label_token,1024,1024,16,1024,16,11,2600,910,0.49911680817604065,12.704111099243164,0.0033028272446244955,0.14881427586078644,0.09918902069330215
3,first_label_token,1,1,16,1,16,11,2600,910,42.75669860839844,24.755849838256836,0.16837164759635925,0.19589148461818695,0.09918902069330215
3,first_label_token,2,2,16,2,16,11,2600,910,31.093364715576172,17.380891799926758,0.12281164526939392,0.16708296537399292,0.09918902069330215
3,first_label_token,4,4,16,4,16,11,2600,910,22.55943489074707,15.659152030944824,0.08947599679231644,0.1603575050830841,0.09918902069330215
3,first_label_token,8,8,16,8,16,11,2600,910,14.461849212646484,14.029460906982422,0.057844772934913635,0.15399141609668732,0.09918902069330215
3,first_label_token,16,16,16,16,16,11,2600,910,6.560338020324707,8.97117805480957,0.026979466900229454,0.13423249125480652,0.09918902069330215
3,first_label_token,32,32,16,32,16,11,2600,910,4.524110794067383,8.484148979187012,0.019025471061468124,0.13233010470867157,0.09918902069330215
3,first_label_token,64,64,16,64,16,11,2600,910,3.0026276111602783,8.81277084350586,0.013082168065011501,0.1336137354373932,0.09918902069330215
3,first_label_token,128,128,16,128,16,11,2600,910,2.1838700771331787,9.76998233795166,0.009883888997137547,0.13735277950763702,0.09918902069330215
3,first_label_token,256,256,16,256,16,11,2600,910,1.5841261148452759,10.432720184326172,0.007541147992014885,0.13994166254997253,0.09918902069330215
3,first_label_token,512,512,16,512,16,11,2600,910,1.0083962678909302,10.461557388305664,0.005292194429785013,0.1400543749332428,0.09918902069330215
3,first_label_token,1024,1024,16,1024,16,11,2600,910,0.4936596155166626,11.344117164611816,0.003281506011262536,0.14350181818008423,0.09918902069330215
3,last_label_token,1,1,16,1,16,11,2600,910,42.20408248901367,25.210153579711914,0.1662129908800125,0.1976660192012787,0.09918902069330215
3,last_label_token,2,2,16,2,16,11,2600,910,28.95989990234375,16.1954345703125,0.11447785794734955,0.1624523252248764,0.09918902069330215
3,last_label_token,4,4,16,4,16,11,2600,910,21.501419067382812,15.240869522094727,0.08534310013055801,0.15872356295585632,0.09918902069330215
3,last_label_token,8,8,16,8,16,11,2600,910,11.659850120544434,13.129693984985352,0.04689946398139,0.15047676861286163,0.09918902069330215
3,last_label_token,16,16,16,16,16,11,2600,910,4.182348251342773,7.88279914855957,0.017690444365143776,0.12998110055923462,0.09918902069330215
3,last_label_token,32,32,16,32,16,11,2600,910,3.119063138961792,8.115184783935547,0.013536997139453888,0.13088877499103546,0.09918902069330215
3,last_label_token,64,64,16,64,16,11,2600,910,2.052248001098633,8.971781730651855,0.009369751438498497,0.13423489034175873,0.09918902069330215
3,last_label_token,128,128,16,128,16,11,2600,910,1.5297937393188477,9.658299446105957,0.007328907959163189,0.13691656291484833,0.09918902069330215
3,last_label_token,256,256,16,256,16,11,2600,910,1.1227861642837524,9.96737003326416,0.005739032290875912,0.13812394440174103,0.09918902069330215
3,last_label_token,512,512,16,512,16,11,2600,910,0.7430087327957153,10.213666915893555,0.004255527164787054,0.1390860229730606,0.09918902069330215
3,last_label_token,1024,1024,16,1024,16,11,2600,910,0.3807883858680725,10.495757102966309,0.0028406044002622366,0.14018796384334564,0.09918902069330215
4,pre_label_token,1,1,16,1,16,11,2600,910,39.749114990234375,21.1788272857666,0.15662315487861633,0.1819186508655548,0.09918902069330215
4,pre_label_token,2,2,16,2,16,11,2600,910,29.977706909179688,15.885270118713379,0.11845369637012482,0.16124071180820465,0.09918902069330215
4,pre_label_token,4,4,16,4,16,11,2600,910,22.890005111694336,14.72957992553711,0.09076733142137527,0.15672625601291656,0.09918902069330215
4,pre_label_token,8,8,16,8,16,11,2600,910,10.057124137878418,10.448305130004883,0.04063878580927849,0.1400025337934494,0.09918902069330215
4,pre_label_token,16,16,16,16,16,11,2600,910,3.643441677093506,8.203699111938477,0.015585343353450298,0.13123460114002228,0.09918902069330215
4,pre_label_token,32,32,16,32,16,11,2600,910,2.1679975986480713,9.217519760131836,0.009821903891861439,0.1351948380470276,0.09918902069330215
4,pre_label_token,64,64,16,64,16,11,2600,910,1.6602717638015747,11.170348167419434,0.007838591001927853,0.1428230255842209,0.09918902069330215
4,pre_label_token,128,128,16,128,16,11,2600,910,1.2253326177597046,11.513066291809082,0.006139606703072786,0.14416177570819855,0.09918902069330215
4,pre_label_token,256,256,16,256,16,11,2600,910,0.8971816897392273,11.081171035766602,0.004857765510678291,0.14247466623783112,0.09918902069330215
4,pre_label_token,512,512,16,512,16,11,2600,910,0.6343535780906677,10.983566284179688,0.0038310950621962547,0.1420934647321701,0.09918902069330215
4,pre_label_token,1024,1024,16,1024,16,11,2600,910,0.37515154480934143,11.702009201049805,0.0028185872361063957,0.1448998600244522,0.09918902069330215
4,first_label_token,1,1,16,1,16,11,2600,910,42.560462951660156,24.351030349731445,0.16760484874248505,0.19431015849113464,0.09918902069330215
4,first_label_token,2,2,16,2,16,11,2600,910,30.55068588256836,16.7272891998291,0.12069183588027954,0.16452977061271667,0.09918902069330215
4,first_label_token,4,4,16,4,16,11,2600,910,22.183582305908203,15.132685661315918,0.08800779283046722,0.1583009958267212,0.09918902069330215
4,first_label_token,8,8,16,8,16,11,2600,910,13.261759757995605,12.12808895111084,0.05315687507390976,0.14656436443328857,0.09918902069330215
4,first_label_token,16,16,16,16,16,11,2600,910,5.967296600341797,7.93646240234375,0.024662910029292107,0.13019075989723206,0.09918902069330215
4,first_label_token,32,32,16,32,16,11,2600,910,3.9892578125,7.356039524078369,0.016936201602220535,0.1279234141111374,0.09918902069330215
4,first_label_token,64,64,16,64,16,11,2600,910,2.606316566467285,7.825982093811035,0.011534077115356922,0.12975916266441345,0.09918902069330215
4,first_label_token,128,128,16,128,16,11,2600,910,1.869156002998352,8.600543975830078,0.008654541335999966,0.13278476893901825,0.09918902069330215
4,first_label_token,256,256,16,256,16,11,2600,910,1.3447954654693604,9.461770057678223,0.006606252398341894,0.1361488699913025,0.09918902069330215
4,first_label_token,512,512,16,512,16,11,2600,910,0.852702796459198,9.657925605773926,0.004684018902480602,0.1369151920080185,0.09918902069330215
4,first_label_token,1024,1024,16,1024,16,11,2600,910,0.39658915996551514,10.649897575378418,0.002902324078604579,0.14079007506370544,0.09918902069330215
4,last_label_token,1,1,16,1,16,11,2600,910,39.26468276977539,25.32028579711914,0.154730886220932,0.19809620082378387,0.09918902069330215
4,last_label_token,2,2,16,2,16,11,2600,910,28.749074935913086,15.723040580749512,0.11365429311990738,0.1606069952249527,0.09918902069330215
4,last_label_token,4,4,16,4,16,11,2600,910,21.27692985534668,14.707141876220703,0.08446618169546127,0.15663862228393555,0.09918902069330215
4,last_label_token,8,8,16,8,16,11,2600,910,10.7442626953125,11.198578834533691,0.04332300275564194,0.14293336868286133,0.09918902069330215
4,last_label_token,16,16,16,16,16,11,2600,910,3.881791353225708,7.160256385803223,0.01651640608906746,0.12715868651866913,0.09918902069330215
4,last_label_token,32,32,16,32,16,11,2600,910,2.9279630184173584,7.496606349945068,0.012790506705641747,0.12847253680229187,0.09918902069330215
4,last_label_token,64,64,16,64,16,11,2600,910,1.9117212295532227,7.4835309982299805,0.00882081501185894,0.12842142581939697,0.09918902069330215
4,last_label_token,128,128,16,128,16,11,2600,910,1.3926244974136353,8.487029075622559,0.006793088745325804,0.13234132528305054,0.09918902069330215
4,last_label_token,256,256,16,256,16,11,2600,910,1.030722737312317,9.147740364074707,0.005379411391913891,0.13492223620414734,0.09918902069330215
4,last_label_token,512,512,16,512,16,11,2600,910,0.6621671319007874,9.755163192749023,0.0039397431537508965,0.1372949182987213,0.09918902069330215
4,last_label_token,1024,1024,16,1024,16,11,2600,910,0.3374244272708893,10.274702072143555,0.0026712119579315186,0.13932441174983978,0.09918902069330215
5,pre_label_token,1,1,16,1,16,11,2600,910,39.42013168334961,20.704771041870117,0.15533822774887085,0.18006686866283417,0.09918902069330215
5,pre_label_token,2,2,16,2,16,11,2600,910,29.447948455810547,15.25357437133789,0.1163843497633934,0.15877313911914825,0.09918902069330215
5,pre_label_token,4,4,16,4,16,11,2600,910,22.222097396850586,13.82332992553711,0.0881582573056221,0.15318624675273895,0.09918902069330215
5,pre_label_token,8,8,16,8,16,11,2600,910,9.495967864990234,9.275775909423828,0.03844677284359932,0.13542239367961884,0.09918902069330215
5,pre_label_token,16,16,16,16,16,11,2600,910,3.0031816959381104,6.816579341888428,0.013084339909255505,0.12581618130207062,0.09918902069330215
5,pre_label_token,32,32,16,32,16,11,2600,910,1.7496798038482666,7.546867847442627,0.008187837898731232,0.12866884469985962,0.09918902069330215
5,pre_label_token,64,64,16,64,16,11,2600,910,1.3373219966888428,9.639877319335938,0.006577066145837307,0.13684460520744324,0.09918902069330215
5,pre_label_token,128,128,16,128,16,11,2600,910,1.0108121633529663,10.642653465270996,0.005301634315401316,0.14076171815395355,0.09918902069330215
5,pre_label_token,256,256,16,256,16,11,2600,910,0.7358970046043396,10.639721870422363,0.0042277448810637,0.1407502293586731,0.09918902069330215
5,pre_label_token,512,512,16,512,16,11,2600,910,0.5143789649009705,10.701817512512207,0.003362442133948207,0.14099283516407013,0.09918902069330215
5,pre_label_token,1024,1024,16,1024,16,11,2600,910,0.29823628067970276,11.246349334716797,0.0025181311648339033,0.1431199610233307,0.09918902069330215
5,first_label_token,1,1,16,1,16,11,2600,910,42.19477844238281,24.10577392578125,0.16617639362812042,0.19335204362869263,0.09918902069330215
5,first_label_token,2,2,16,2,16,11,2600,910,30.438600540161133,16.857051849365234,0.1202540472149849,0.16503669321537018,0.09918902069330215
5,first_label_token,4,4,16,4,16,11,2600,910,21.948463439941406,15.309469223022461,0.0870894119143486,0.15899141132831573,0.09918902069330215
5,first_label_token,8,8,16,8,16,11,2600,910,12.350857734680176,11.553257942199707,0.04959874600172043,0.14431874454021454,0.09918902069330215
5,first_label_token,16,16,16,16,16,11,2600,910,5.644519805908203,7.506994247436523,0.023402078077197075,0.12851305305957794,0.09918902069330215
5,first_label_token,32,32,16,32,16,11,2600,910,3.7527241706848145,6.887321949005127,0.016012223437428474,0.12609246373176575,0.09918902069330215
5,first_label_token,64,64,16,64,16,11,2600,910,2.319660186767578,7.3624091148376465,0.010414325632154942,0.12794828414916992,0.09918902069330215
5,first_label_token,128,128,16,128,16,11,2600,910,1.6499992609024048,8.081396102905273,0.007798461243510246,0.1307568997144699,0.09918902069330215
5,first_label_token,256,256,16,256,16,11,2600,910,1.153900384902954,8.832107543945312,0.005860578268766403,0.1336892992258072,0.09918902069330215
5,first_label_token,512,512,16,512,16,11,2600,910,0.7436781525611877,9.320030212402344,0.0042581441812217236,0.13559526205062866,0.09918902069330215
5,first_label_token,1024,1024,16,1024,16,11,2600,910,0.35351070761680603,9.892666816711426,0.002734051551669836,0.13783206045627594,0.09918902069330215
5,last_label_token,1,1,16,1,16,11,2600,910,36.58964920043945,21.296493530273438,0.14428144693374634,0.1823783814907074,0.09918902069330215
5,last_label_token,2,2,16,2,16,11,2600,910,28.690622329711914,15.734633445739746,0.11342597007751465,0.16065232455730438,0.09918902069330215
5,last_label_token,4,4,16,4,16,11,2600,910,21.09952735900879,14.570782661437988,0.08377324789762497,0.15610596537590027,0.09918902069330215
5,last_label_token,8,8,16,8,16,11,2600,910,10.316888809204102,10.585115432739258,0.04165351390838623,0.14053697884082794,0.09918902069330215
5,last_label_token,16,16,16,16,16,11,2600,910,3.8719189167022705,6.8402628898620605,0.016477826982736588,0.12590870261192322,0.09918902069330215
5,last_label_token,32,32,16,32,16,11,2600,910,2.6903223991394043,6.847706317901611,0.011862230487167835,0.12593774497509003,0.09918902069330215
5,last_label_token,64,64,16,64,16,11,2600,910,1.747483491897583,7.381433486938477,0.008179253898561,0.1280226707458496,0.09918902069330215
5,last_label_token,128,128,16,128,16,11,2600,910,1.2995704412460327,8.0287446975708,0.006429594475775957,0.13055120408535004,0.09918902069330215
5,last_label_token,256,256,16,256,16,11,2600,910,0.934597909450531,8.699139595031738,0.0050039226189255714,0.13316984474658966,0.09918902069330215
5,last_label_token,512,512,16,512,16,11,2600,910,0.6113216280937195,9.390077590942383,0.0037411260418593884,0.13586893677711487,0.09918902069330215
5,last_label_token,1024,1024,16,1024,16,11,2600,910,0.3072516918182373,9.99863052368164,0.002553350990638137,0.1382460743188858,0.09918902069330215
