family,n_nat,n_alt,tokens_per_prompt_nat,tokens_per_prompt_alt,layer,rel_norm,split_half_cos,cos_read_write,cos_read_write_L24
py_indent,200,200,4.25,4.25,6,0.3896,0.999,0.18,0.007
py_indent,200,200,4.25,4.25,7,0.4043,0.999,0.235,0.027
py_indent,200,200,4.25,4.25,8,0.418,0.999,0.327,0.009
py_indent,200,200,4.25,4.25,9,0.3955,0.998,0.339,0.023
py_indent,200,200,4.25,4.25,10,0.3335,0.998,0.366,0.022
py_indent,200,200,4.25,4.25,11,0.3222,0.998,0.359,0.021
py_indent,200,200,4.25,4.25,12,0.3149,0.998,0.357,0.021
py_indent,200,200,4.25,4.25,13,0.3114,0.998,0.365,0.016
py_indent,200,200,4.25,4.25,14,0.2935,0.998,0.361,0.02
py_indent,200,200,4.25,4.25,15,0.2808,0.998,0.343,0.017
py_indent,200,200,4.25,4.25,16,0.2565,0.997,0.331,0.019
py_indent,200,200,4.25,4.25,17,0.2529,0.997,0.321,0.024
py_indent,200,200,4.25,4.25,18,0.2356,0.997,0.299,0.034
py_indent,200,200,4.25,4.25,19,0.2214,0.997,0.323,0.041
py_indent,200,200,4.25,4.25,20,0.1937,0.996,0.358,0.06
py_indent,200,200,4.25,4.25,21,0.2034,0.996,0.328,0.053
py_indent,200,200,4.25,4.25,22,0.2086,0.997,0.274,0.035
py_indent,200,200,4.25,4.25,23,0.2037,0.996,0.142,0.087
py_indent,200,200,4.25,4.25,24,0.1574,0.995,0.189,0.189
py_indent,200,200,4.25,4.25,25,0.1234,0.992,0.207,0.218
py_indent,200,200,4.25,4.25,26,0.1008,0.99,0.266,0.246
py_indent,200,200,4.25,4.25,27,0.0879,0.989,0.301,0.258
py_indent,200,200,4.25,4.25,28,0.0594,0.989,0.117,0.151
py_tabs,200,200,8.14,5.42,0,0.8042,,,-0.001
py_tabs,200,200,8.14,5.42,1,0.5483,0.998,-0.046,-0.009
py_tabs,200,200,8.14,5.42,2,0.419,0.997,-0.023,0.001
py_tabs,200,200,8.14,5.42,3,0.3801,0.995,0.171,0.022
py_tabs,200,200,8.14,5.42,4,0.3978,0.995,0.186,0.019
py_tabs,200,200,8.14,5.42,5,0.4669,0.996,0.218,0.027
py_tabs,200,200,8.14,5.42,6,0.4114,0.996,0.198,0.03
py_tabs,200,200,8.14,5.42,7,0.3723,0.995,0.176,0.023
py_tabs,200,200,8.14,5.42,8,0.4024,0.995,0.222,0.025
py_tabs,200,200,8.14,5.42,9,0.3936,0.994,0.236,0.027
py_tabs,200,200,8.14,5.42,10,0.3376,0.994,0.212,0.038
py_tabs,200,200,8.14,5.42,11,0.335,0.994,0.186,0.036
py_tabs,200,200,8.14,5.42,12,0.3313,0.994,0.176,0.03
py_tabs,200,200,8.14,5.42,13,0.3346,0.993,0.159,0.027
py_tabs,200,200,8.14,5.42,14,0.3191,0.993,0.173,0.029
py_tabs,200,200,8.14,5.42,15,0.3064,0.993,0.123,0.022
py_tabs,200,200,8.14,5.42,16,0.2828,0.992,0.118,0.019
py_tabs,200,200,8.14,5.42,17,0.2758,0.992,0.105,0.021
py_tabs,200,200,8.14,5.42,18,0.2682,0.991,0.092,0.023
py_tabs,200,200,8.14,5.42,19,0.2536,0.99,0.125,0.025
py_tabs,200,200,8.14,5.42,20,0.23,0.989,0.108,0.035
py_tabs,200,200,8.14,5.42,21,0.2499,0.989,0.102,0.082
py_tabs,200,200,8.14,5.42,22,0.243,0.99,0.091,0.068
py_tabs,200,200,8.14,5.42,23,0.2681,0.99,0.177,0.161
py_tabs,200,200,8.14,5.42,24,0.2283,0.989,0.196,0.196
py_tabs,200,200,8.14,5.42,25,0.2037,0.988,0.259,0.206
py_tabs,200,200,8.14,5.42,26,0.2163,0.989,0.385,0.223
py_tabs,200,200,8.14,5.42,27,0.2742,0.993,0.531,0.15
py_tabs,200,200,8.14,5.42,28,0.709,0.999,0.425,-0.007
operator_spaces,187,187,5.76,5.04,0,0.8378,,,-0.02
operator_spaces,187,187,5.76,5.04,1,0.5294,0.99,0.053,-0.033
operator_spaces,187,187,5.76,5.04,2,0.4386,0.984,0.072,-0.015
operator_spaces,187,187,5.76,5.04,3,0.4743,0.989,0.087,0.012
operator_spaces,187,187,5.76,5.04,4,0.4978,0.988,0.11,0.011
operator_spaces,187,187,5.76,5.04,5,0.5758,0.992,0.154,0.025
operator_spaces,187,187,5.76,5.04,6,0.5325,0.992,0.108,0.041
operator_spaces,187,187,5.76,5.04,7,0.5287,0.991,0.148,0.058
operator_spaces,187,187,5.76,5.04,8,0.6041,0.991,0.251,0.094
operator_spaces,187,187,5.76,5.04,9,0.6101,0.991,0.311,0.11
operator_spaces,187,187,5.76,5.04,10,0.5476,0.992,0.3,0.131
operator_spaces,187,187,5.76,5.04,11,0.5403,0.991,0.267,0.135
operator_spaces,187,187,5.76,5.04,12,0.5453,0.991,0.273,0.142
operator_spaces,187,187,5.76,5.04,13,0.5432,0.991,0.277,0.14
operator_spaces,187,187,5.76,5.04,14,0.5287,0.992,0.296,0.146
operator_spaces,187,187,5.76,5.04,15,0.5296,0.992,0.262,0.141
operator_spaces,187,187,5.76,5.04,16,0.4958,0.992,0.281,0.135
operator_spaces,187,187,5.76,5.04,17,0.4941,0.991,0.205,0.149
operator_spaces,187,187,5.76,5.04,18,0.4982,0.991,0.218,0.18
operator_spaces,187,187,5.76,5.04,19,0.4734,0.991,0.243,0.204
operator_spaces,187,187,5.76,5.04,20,0.4592,0.991,0.411,0.292
operator_spaces,187,187,5.76,5.04,21,0.4607,0.99,0.374,0.279
operator_spaces,187,187,5.76,5.04,22,0.4359,0.989,0.326,0.27
operator_spaces,187,187,5.76,5.04,23,0.452,0.989,0.314,0.313
operator_spaces,187,187,5.76,5.04,24,0.3999,0.987,0.295,0.295
operator_spaces,187,187,5.76,5.04,25,0.3266,0.985,0.407,0.391
operator_spaces,187,187,5.76,5.04,26,0.3142,0.985,0.357,0.371
operator_spaces,187,187,5.76,5.04,27,0.3258,0.987,0.4,0.323
operator_spaces,187,187,5.76,5.04,28,0.7898,0.998,0.427,0.067
comma_space,192,192,9.31,10.6,0,0.8184,,,0.016
comma_space,192,192,9.31,10.6,1,0.4735,0.984,0.168,-0.023
comma_space,192,192,9.31,10.6,2,0.4098,0.985,0.213,-0.018
comma_space,192,192,9.31,10.6,3,0.4077,0.986,0.198,0.004
comma_space,192,192,9.31,10.6,4,0.4306,0.985,0.288,0.03
comma_space,192,192,9.31,10.6,5,0.5063,0.989,0.322,0.049
comma_space,192,192,9.31,10.6,6,0.464,0.988,0.322,0.076
comma_space,192,192,9.31,10.6,7,0.4634,0.988,0.333,0.093
comma_space,192,192,9.31,10.6,8,0.499,0.987,0.404,0.125
comma_space,192,192,9.31,10.6,9,0.5381,0.987,0.402,0.15
comma_space,192,192,9.31,10.6,10,0.4686,0.988,0.432,0.17
comma_space,192,192,9.31,10.6,11,0.4459,0.987,0.409,0.178
comma_space,192,192,9.31,10.6,12,0.461,0.987,0.4,0.179
comma_space,192,192,9.31,10.6,13,0.4595,0.987,0.408,0.181
comma_space,192,192,9.31,10.6,14,0.4361,0.987,0.4,0.183
comma_space,192,192,9.31,10.6,15,0.4204,0.986,0.341,0.182
comma_space,192,192,9.31,10.6,16,0.4047,0.986,0.362,0.184
comma_space,192,192,9.31,10.6,17,0.3977,0.985,0.368,0.213
comma_space,192,192,9.31,10.6,18,0.4145,0.985,0.38,0.267
comma_space,192,192,9.31,10.6,19,0.405,0.985,0.408,0.292
comma_space,192,192,9.31,10.6,20,0.3678,0.984,0.496,0.346
comma_space,192,192,9.31,10.6,21,0.3583,0.98,0.471,0.346
comma_space,192,192,9.31,10.6,22,0.3336,0.977,0.457,0.336
comma_space,192,192,9.31,10.6,23,0.3272,0.971,0.405,0.368
comma_space,192,192,9.31,10.6,24,0.2897,0.969,0.369,0.369
comma_space,192,192,9.31,10.6,25,0.2472,0.965,0.426,0.42
comma_space,192,192,9.31,10.6,26,0.2436,0.963,0.43,0.355
comma_space,192,192,9.31,10.6,27,0.2426,0.964,0.465,0.297
comma_space,192,192,9.31,10.6,28,0.663,0.989,0.713,0.068
line_wrap,200,200,17.3,8.04,0,0.9659,,,0.016
line_wrap,200,200,17.3,8.04,1,0.4932,0.991,0.32,-0.044
line_wrap,200,200,17.3,8.04,2,0.4161,0.992,0.352,-0.028
line_wrap,200,200,17.3,8.04,3,0.4176,0.992,0.335,-0.022
line_wrap,200,200,17.3,8.04,4,0.4561,0.992,0.338,-0.012
line_wrap,200,200,17.3,8.04,5,0.4879,0.992,0.366,-0.006
line_wrap,200,200,17.3,8.04,6,0.5045,0.992,0.325,0.024
line_wrap,200,200,17.3,8.04,7,0.5162,0.993,0.367,0.023
line_wrap,200,200,17.3,8.04,8,0.598,0.993,0.42,0.053
line_wrap,200,200,17.3,8.04,9,0.558,0.993,0.41,0.043
line_wrap,200,200,17.3,8.04,10,0.5392,0.993,0.425,0.122
line_wrap,200,200,17.3,8.04,11,0.5333,0.993,0.497,0.14
line_wrap,200,200,17.3,8.04,12,0.5388,0.993,0.503,0.145
line_wrap,200,200,17.3,8.04,13,0.5302,0.993,0.515,0.155
line_wrap,200,200,17.3,8.04,14,0.5296,0.993,0.515,0.168
line_wrap,200,200,17.3,8.04,15,0.5097,0.993,0.483,0.167
line_wrap,200,200,17.3,8.04,16,0.4886,0.993,0.496,0.163
line_wrap,200,200,17.3,8.04,17,0.4778,0.992,0.465,0.191
line_wrap,200,200,17.3,8.04,18,0.4914,0.992,0.388,0.211
line_wrap,200,200,17.3,8.04,19,0.482,0.993,0.405,0.223
line_wrap,200,200,17.3,8.04,20,0.486,0.993,0.511,0.287
line_wrap,200,200,17.3,8.04,21,0.4658,0.992,0.445,0.282
line_wrap,200,200,17.3,8.04,22,0.4222,0.991,0.418,0.322
line_wrap,200,200,17.3,8.04,23,0.4805,0.991,0.395,0.385
line_wrap,200,200,17.3,8.04,24,0.3847,0.99,0.432,0.432
line_wrap,200,200,17.3,8.04,25,0.3483,0.989,0.392,0.427
line_wrap,200,200,17.3,8.04,26,0.3238,0.988,0.408,0.406
line_wrap,200,200,17.3,8.04,27,0.2987,0.986,0.436,0.374
line_wrap,200,200,17.3,8.04,28,0.3544,0.979,0.405,0.172
blank_lines,142,142,4.26,4.0,0,0.8791,,,-0.03
blank_lines,142,142,4.26,4.0,1,0.5297,0.999,0.142,-0.005
blank_lines,142,142,4.26,4.0,2,0.4316,0.999,0.062,-0.0
blank_lines,142,142,4.26,4.0,3,0.4038,0.998,0.073,0.001
blank_lines,142,142,4.26,4.0,4,0.4976,0.999,0.094,0.006
blank_lines,142,142,4.26,4.0,5,0.4953,0.998,0.091,0.012
blank_lines,142,142,4.26,4.0,6,0.4013,0.998,0.099,0.006
blank_lines,142,142,4.26,4.0,7,0.4161,0.998,0.151,0.012
blank_lines,142,142,4.26,4.0,8,0.453,0.998,0.182,0.011
blank_lines,142,142,4.26,4.0,9,0.4197,0.997,0.149,0.028
blank_lines,142,142,4.26,4.0,10,0.3768,0.997,0.265,0.014
blank_lines,142,142,4.26,4.0,11,0.3813,0.997,0.23,0.012
blank_lines,142,142,4.26,4.0,12,0.3642,0.997,0.22,0.012
blank_lines,142,142,4.26,4.0,13,0.3597,0.997,0.244,0.016
blank_lines,142,142,4.26,4.0,14,0.3401,0.997,0.233,0.014
blank_lines,142,142,4.26,4.0,15,0.3297,0.996,0.239,0.013
blank_lines,142,142,4.26,4.0,16,0.3075,0.996,0.236,0.01
blank_lines,142,142,4.26,4.0,17,0.3142,0.996,0.185,0.007
blank_lines,142,142,4.26,4.0,18,0.2998,0.995,0.154,0.011
blank_lines,142,142,4.26,4.0,19,0.2713,0.994,0.103,0.017
blank_lines,142,142,4.26,4.0,20,0.2748,0.994,0.237,0.065
blank_lines,142,142,4.26,4.0,21,0.3442,0.995,0.076,-0.018
blank_lines,142,142,4.26,4.0,22,0.3135,0.994,0.078,0.048
blank_lines,142,142,4.26,4.0,23,0.278,0.99,0.162,0.132
blank_lines,142,142,4.26,4.0,24,0.2151,0.986,0.15,0.15
blank_lines,142,142,4.26,4.0,25,0.1768,0.983,0.168,0.149
blank_lines,142,142,4.26,4.0,26,0.1637,0.977,0.152,0.144
blank_lines,142,142,4.26,4.0,27,0.1528,0.974,0.162,0.136
blank_lines,142,142,4.26,4.0,28,0.0929,0.877,0.195,0.089
docstring_style,199,199,12.2,22.08,0,0.8067,,,-0.031
docstring_style,199,199,12.2,22.08,1,0.436,0.999,0.183,-0.052
docstring_style,199,199,12.2,22.08,2,0.4105,0.999,0.146,-0.05
docstring_style,199,199,12.2,22.08,3,0.4018,0.999,0.068,-0.032
docstring_style,199,199,12.2,22.08,4,0.4921,0.999,0.095,-0.023
docstring_style,199,199,12.2,22.08,5,0.5406,0.999,0.057,-0.007
docstring_style,199,199,12.2,22.08,6,0.501,0.999,0.095,0.024
docstring_style,199,199,12.2,22.08,7,0.4923,0.999,0.078,0.031
docstring_style,199,199,12.2,22.08,8,0.5326,0.999,0.228,0.025
docstring_style,199,199,12.2,22.08,9,0.5465,0.998,0.289,0.033
docstring_style,199,199,12.2,22.08,10,0.4629,0.998,0.323,0.032
docstring_style,199,199,12.2,22.08,11,0.4685,0.998,0.331,0.049
docstring_style,199,199,12.2,22.08,12,0.4729,0.998,0.325,0.061
docstring_style,199,199,12.2,22.08,13,0.4604,0.998,0.318,0.062
docstring_style,199,199,12.2,22.08,14,0.4603,0.998,0.311,0.062
docstring_style,199,199,12.2,22.08,15,0.4308,0.998,0.305,0.054
docstring_style,199,199,12.2,22.08,16,0.4141,0.998,0.304,0.05
docstring_style,199,199,12.2,22.08,17,0.4165,0.998,0.335,0.073
docstring_style,199,199,12.2,22.08,18,0.4324,0.998,0.328,0.091
docstring_style,199,199,12.2,22.08,19,0.4363,0.998,0.338,0.106
docstring_style,199,199,12.2,22.08,20,0.3938,0.998,0.363,0.131
docstring_style,199,199,12.2,22.08,21,0.4017,0.998,0.357,0.146
docstring_style,199,199,12.2,22.08,22,0.3736,0.998,0.365,0.184
docstring_style,199,199,12.2,22.08,23,0.4083,0.998,0.334,0.287
docstring_style,199,199,12.2,22.08,24,0.3613,0.997,0.358,0.358
docstring_style,199,199,12.2,22.08,25,0.3177,0.997,0.407,0.35
docstring_style,199,199,12.2,22.08,26,0.2942,0.997,0.408,0.347
docstring_style,199,199,12.2,22.08,27,0.2679,0.997,0.442,0.309
docstring_style,199,199,12.2,22.08,28,0.2488,0.995,0.458,0.202
docstring_quotes,200,200,4.0,4.0,0,0.9455,,,0.014
docstring_quotes,200,200,4.0,4.0,1,0.4242,0.998,0.026,-0.025
docstring_quotes,200,200,4.0,4.0,2,0.5949,0.999,0.026,-0.026
docstring_quotes,200,200,4.0,4.0,3,0.5165,0.999,0.048,-0.03
docstring_quotes,200,200,4.0,4.0,4,0.5711,0.999,0.012,-0.046
docstring_quotes,200,200,4.0,4.0,5,0.5485,1.0,0.002,-0.041
docstring_quotes,200,200,4.0,4.0,6,0.4658,0.999,0.072,-0.032
docstring_quotes,200,200,4.0,4.0,7,0.4823,0.999,0.16,-0.036
docstring_quotes,200,200,4.0,4.0,8,0.4974,0.999,0.249,-0.061
docstring_quotes,200,200,4.0,4.0,9,0.4712,0.999,0.211,-0.056
docstring_quotes,200,200,4.0,4.0,10,0.4102,0.999,0.181,-0.064
docstring_quotes,200,200,4.0,4.0,11,0.4199,0.999,0.19,-0.048
docstring_quotes,200,200,4.0,4.0,12,0.4056,0.998,0.165,-0.057
docstring_quotes,200,200,4.0,4.0,13,0.4078,0.998,0.178,-0.051
docstring_quotes,200,200,4.0,4.0,14,0.3831,0.998,0.177,-0.042
docstring_quotes,200,200,4.0,4.0,15,0.3694,0.998,0.174,-0.059
docstring_quotes,200,200,4.0,4.0,16,0.3531,0.998,0.188,-0.053
docstring_quotes,200,200,4.0,4.0,17,0.3524,0.998,0.171,-0.046
docstring_quotes,200,200,4.0,4.0,18,0.3258,0.997,0.186,-0.038
docstring_quotes,200,200,4.0,4.0,19,0.2987,0.997,0.212,-0.022
docstring_quotes,200,200,4.0,4.0,20,0.2744,0.997,0.265,-0.013
docstring_quotes,200,200,4.0,4.0,21,0.297,0.997,0.212,-0.01
docstring_quotes,200,200,4.0,4.0,22,0.3138,0.998,0.217,0.015
docstring_quotes,200,200,4.0,4.0,23,0.2924,0.997,0.149,0.056
docstring_quotes,200,200,4.0,4.0,24,0.2655,0.996,0.211,0.211
docstring_quotes,200,200,4.0,4.0,25,0.2312,0.995,0.229,0.21
docstring_quotes,200,200,4.0,4.0,26,0.1928,0.994,0.224,0.189
docstring_quotes,200,200,4.0,4.0,27,0.1671,0.994,0.324,0.2
docstring_quotes,200,200,4.0,4.0,28,0.118,0.993,0.487,0.18
comment_case,200,200,4.2,4.09,0,0.9384,,,-0.012
comment_case,200,200,4.2,4.09,1,0.3693,0.989,-0.009,-0.02
comment_case,200,200,4.2,4.09,2,0.3609,0.993,-0.033,-0.002
comment_case,200,200,4.2,4.09,3,0.3337,0.992,0.116,0.008
comment_case,200,200,4.2,4.09,4,0.384,0.994,0.173,0.021
comment_case,200,200,4.2,4.09,5,0.3667,0.993,0.087,0.025
comment_case,200,200,4.2,4.09,6,0.3377,0.993,0.188,0.068
comment_case,200,200,4.2,4.09,7,0.31,0.993,0.25,0.089
comment_case,200,200,4.2,4.09,8,0.3663,0.994,0.334,0.146
comment_case,200,200,4.2,4.09,9,0.362,0.993,0.295,0.151
comment_case,200,200,4.2,4.09,10,0.3265,0.993,0.322,0.159
comment_case,200,200,4.2,4.09,11,0.3282,0.993,0.322,0.146
comment_case,200,200,4.2,4.09,12,0.3199,0.993,0.301,0.161
comment_case,200,200,4.2,4.09,13,0.3357,0.993,0.309,0.162
comment_case,200,200,4.2,4.09,14,0.3265,0.993,0.342,0.185
comment_case,200,200,4.2,4.09,15,0.3046,0.993,0.337,0.181
comment_case,200,200,4.2,4.09,16,0.3083,0.994,0.312,0.167
comment_case,200,200,4.2,4.09,17,0.2951,0.993,0.328,0.199
comment_case,200,200,4.2,4.09,18,0.2849,0.992,0.312,0.226
comment_case,200,200,4.2,4.09,19,0.2922,0.992,0.34,0.232
comment_case,200,200,4.2,4.09,20,0.2526,0.992,0.456,0.288
comment_case,200,200,4.2,4.09,21,0.2448,0.991,0.34,0.258
comment_case,200,200,4.2,4.09,22,0.228,0.99,0.312,0.251
comment_case,200,200,4.2,4.09,23,0.2257,0.989,0.297,0.276
comment_case,200,200,4.2,4.09,24,0.206,0.988,0.296,0.296
comment_case,200,200,4.2,4.09,25,0.1755,0.986,0.302,0.309
comment_case,200,200,4.2,4.09,26,0.1572,0.983,0.29,0.302
comment_case,200,200,4.2,4.09,27,0.1404,0.978,0.268,0.252
comment_case,200,200,4.2,4.09,28,0.1721,0.973,0.486,0.063
comment_language,200,200,26.1,40.77,0,0.918,,,0.016
comment_language,200,200,26.1,40.77,1,0.4831,0.995,0.377,0.172
comment_language,200,200,26.1,40.77,2,0.4533,0.995,0.477,0.23
comment_language,200,200,26.1,40.77,3,0.4864,0.996,0.537,0.296
comment_language,200,200,26.1,40.77,4,0.5054,0.995,0.559,0.316
comment_language,200,200,26.1,40.77,5,0.4958,0.995,0.524,0.321
comment_language,200,200,26.1,40.77,6,0.4671,0.995,0.535,0.324
comment_language,200,200,26.1,40.77,7,0.4393,0.995,0.53,0.341
comment_language,200,200,26.1,40.77,8,0.4755,0.995,0.573,0.357
comment_language,200,200,26.1,40.77,9,0.4287,0.994,0.576,0.365
comment_language,200,200,26.1,40.77,10,0.382,0.995,0.594,0.384
comment_language,200,200,26.1,40.77,11,0.3806,0.995,0.634,0.396
comment_language,200,200,26.1,40.77,12,0.3907,0.995,0.642,0.397
comment_language,200,200,26.1,40.77,13,0.3814,0.995,0.652,0.395
comment_language,200,200,26.1,40.77,14,0.3715,0.995,0.659,0.408
comment_language,200,200,26.1,40.77,15,0.3577,0.995,0.641,0.407
comment_language,200,200,26.1,40.77,16,0.3305,0.995,0.648,0.429
comment_language,200,200,26.1,40.77,17,0.3342,0.995,0.677,0.444
comment_language,200,200,26.1,40.77,18,0.3572,0.996,0.67,0.465
comment_language,200,200,26.1,40.77,19,0.3389,0.995,0.68,0.478
comment_language,200,200,26.1,40.77,20,0.3973,0.997,0.824,0.64
comment_language,200,200,26.1,40.77,21,0.4242,0.997,0.825,0.687
comment_language,200,200,26.1,40.77,22,0.4257,0.997,0.832,0.724
comment_language,200,200,26.1,40.77,23,0.4667,0.997,0.828,0.789
comment_language,200,200,26.1,40.77,24,0.46,0.998,0.839,0.839
comment_language,200,200,26.1,40.77,25,0.5142,0.998,0.868,0.792
comment_language,200,200,26.1,40.77,26,0.5965,0.999,0.856,0.704
comment_language,200,200,26.1,40.77,27,0.6135,0.998,0.743,0.598
comment_language,200,200,26.1,40.77,28,0.8461,0.999,0.838,0.108
c_comment_style,200,200,4.32,5.07,0,1.1025,,,0.005
c_comment_style,200,200,4.32,5.07,1,0.6971,0.999,0.046,-0.064
c_comment_style,200,200,4.32,5.07,2,0.6254,0.999,0.025,-0.073
c_comment_style,200,200,4.32,5.07,3,0.5626,0.998,0.034,-0.081
c_comment_style,200,200,4.32,5.07,4,0.6029,0.998,0.014,-0.07
c_comment_style,200,200,4.32,5.07,5,0.5846,0.998,0.039,-0.065
c_comment_style,200,200,4.32,5.07,6,0.5221,0.998,0.026,-0.072
c_comment_style,200,200,4.32,5.07,7,0.5367,0.998,0.028,-0.069
c_comment_style,200,200,4.32,5.07,8,0.5825,0.998,0.043,-0.084
c_comment_style,200,200,4.32,5.07,9,0.5555,0.998,0.052,-0.068
c_comment_style,200,200,4.32,5.07,10,0.5173,0.998,0.062,-0.051
c_comment_style,200,200,4.32,5.07,11,0.5235,0.998,0.127,-0.036
c_comment_style,200,200,4.32,5.07,12,0.496,0.998,0.116,-0.034
c_comment_style,200,200,4.32,5.07,13,0.4899,0.998,0.119,-0.032
c_comment_style,200,200,4.32,5.07,14,0.4525,0.997,0.118,-0.036
c_comment_style,200,200,4.32,5.07,15,0.4489,0.997,0.115,-0.037
c_comment_style,200,200,4.32,5.07,16,0.3914,0.997,0.137,-0.031
c_comment_style,200,200,4.32,5.07,17,0.3939,0.997,0.143,-0.024
c_comment_style,200,200,4.32,5.07,18,0.375,0.996,0.139,-0.016
c_comment_style,200,200,4.32,5.07,19,0.3447,0.995,0.175,-0.008
c_comment_style,200,200,4.32,5.07,20,0.3225,0.995,0.182,0.011
c_comment_style,200,200,4.32,5.07,21,0.3507,0.995,0.118,0.04
c_comment_style,200,200,4.32,5.07,22,0.3196,0.994,0.173,0.059
c_comment_style,200,200,4.32,5.07,23,0.3258,0.994,0.134,0.089
c_comment_style,200,200,4.32,5.07,24,0.2825,0.994,0.203,0.203
c_comment_style,200,200,4.32,5.07,25,0.2482,0.993,0.252,0.22
c_comment_style,200,200,4.32,5.07,26,0.2245,0.991,0.304,0.225
c_comment_style,200,200,4.32,5.07,27,0.1963,0.99,0.418,0.249
c_comment_style,200,200,4.32,5.07,28,0.1671,0.986,0.221,0.147
sql_keyword_case,200,200,8.15,8.04,0,1.0445,,,0.007
sql_keyword_case,200,200,8.15,8.04,1,0.417,0.995,0.073,-0.044
sql_keyword_case,200,200,8.15,8.04,2,0.3543,0.996,0.124,-0.034
sql_keyword_case,200,200,8.15,8.04,3,0.3593,0.997,0.175,-0.014
sql_keyword_case,200,200,8.15,8.04,4,0.3764,0.997,0.243,0.007
sql_keyword_case,200,200,8.15,8.04,5,0.3899,0.997,0.293,0.013
sql_keyword_case,200,200,8.15,8.04,6,0.3535,0.997,0.299,0.018
sql_keyword_case,200,200,8.15,8.04,7,0.37,0.997,0.315,0.048
sql_keyword_case,200,200,8.15,8.04,8,0.3977,0.998,0.467,0.058
sql_keyword_case,200,200,8.15,8.04,9,0.3883,0.998,0.486,0.069
sql_keyword_case,200,200,8.15,8.04,10,0.3683,0.999,0.524,0.087
sql_keyword_case,200,200,8.15,8.04,11,0.3561,0.999,0.547,0.09
sql_keyword_case,200,200,8.15,8.04,12,0.3631,0.999,0.551,0.105
sql_keyword_case,200,200,8.15,8.04,13,0.3678,0.999,0.554,0.106
sql_keyword_case,200,200,8.15,8.04,14,0.359,0.999,0.552,0.12
sql_keyword_case,200,200,8.15,8.04,15,0.3354,0.999,0.567,0.115
sql_keyword_case,200,200,8.15,8.04,16,0.3253,0.999,0.522,0.124
sql_keyword_case,200,200,8.15,8.04,17,0.3158,0.999,0.53,0.14
sql_keyword_case,200,200,8.15,8.04,18,0.3205,0.998,0.498,0.167
sql_keyword_case,200,200,8.15,8.04,19,0.3096,0.998,0.54,0.198
sql_keyword_case,200,200,8.15,8.04,20,0.3074,0.998,0.626,0.3
sql_keyword_case,200,200,8.15,8.04,21,0.3137,0.998,0.532,0.318
sql_keyword_case,200,200,8.15,8.04,22,0.3144,0.998,0.51,0.312
sql_keyword_case,200,200,8.15,8.04,23,0.3211,0.998,0.403,0.33
sql_keyword_case,200,200,8.15,8.04,24,0.2902,0.998,0.419,0.419
sql_keyword_case,200,200,8.15,8.04,25,0.2505,0.998,0.489,0.451
sql_keyword_case,200,200,8.15,8.04,26,0.2231,0.997,0.542,0.475
sql_keyword_case,200,200,8.15,8.04,27,0.2016,0.996,0.553,0.446
sql_keyword_case,200,200,8.15,8.04,28,0.2941,0.997,0.675,0.102
sql_join_style,183,183,8.35,6.98,0,1.0768,,,-0.014
sql_join_style,183,183,8.35,6.98,1,0.4557,0.997,0.139,-0.013
sql_join_style,183,183,8.35,6.98,2,0.3873,0.997,0.115,-0.012
sql_join_style,183,183,8.35,6.98,3,0.4817,0.997,0.095,-0.008
sql_join_style,183,183,8.35,6.98,4,0.4873,0.997,0.253,-0.003
sql_join_style,183,183,8.35,6.98,5,0.4989,0.997,0.245,-0.01
sql_join_style,183,183,8.35,6.98,6,0.5064,0.997,0.097,-0.007
sql_join_style,183,183,8.35,6.98,7,0.5174,0.997,0.136,0.011
sql_join_style,183,183,8.35,6.98,8,0.5295,0.997,0.266,0.029
sql_join_style,183,183,8.35,6.98,9,0.5354,0.997,0.257,0.02
sql_join_style,183,183,8.35,6.98,10,0.4491,0.997,0.362,0.03
sql_join_style,183,183,8.35,6.98,11,0.4242,0.996,0.343,0.047
sql_join_style,183,183,8.35,6.98,12,0.4238,0.996,0.332,0.046
sql_join_style,183,183,8.35,6.98,13,0.4114,0.996,0.313,0.054
sql_join_style,183,183,8.35,6.98,14,0.3892,0.996,0.299,0.059
sql_join_style,183,183,8.35,6.98,15,0.3713,0.995,0.308,0.061
sql_join_style,183,183,8.35,6.98,16,0.3627,0.995,0.323,0.072
sql_join_style,183,183,8.35,6.98,17,0.3514,0.995,0.322,0.084
sql_join_style,183,183,8.35,6.98,18,0.3599,0.994,0.319,0.116
sql_join_style,183,183,8.35,6.98,19,0.3372,0.993,0.357,0.115
sql_join_style,183,183,8.35,6.98,20,0.3054,0.992,0.346,0.142
sql_join_style,183,183,8.35,6.98,21,0.3081,0.992,0.316,0.146
sql_join_style,183,183,8.35,6.98,22,0.2753,0.992,0.278,0.139
sql_join_style,183,183,8.35,6.98,23,0.2669,0.992,0.235,0.189
sql_join_style,183,183,8.35,6.98,24,0.2455,0.992,0.222,0.222
sql_join_style,183,183,8.35,6.98,25,0.209,0.991,0.209,0.222
sql_join_style,183,183,8.35,6.98,26,0.195,0.991,0.204,0.204
sql_join_style,183,183,8.35,6.98,27,0.1991,0.991,0.241,0.181
sql_join_style,183,183,8.35,6.98,28,0.2405,0.982,0.418,0.084
r_assignment,200,200,4.0,4.0,0,1.2058,,,-0.035
r_assignment,200,200,4.0,4.0,1,0.8045,1.0,-0.017,-0.038
