task,icl_index,token_role,layer,n_rows,cell_rank90,stable_rank,rank90,participation_ratio,n_pca50,mean_pairwise_cos
national_parks,9,last_label_token,0,170,33,5.659044165863984,14,11.908551704509652,5,0.9674494862556458
capitalize,9,last_label_token,0,170,33,5.667009435566211,12,11.44126652622132,5,0.7255851626396179
capitalize_first_letter,9,last_label_token,0,170,33,6.719937564806296,12,11.871771317629605,5,0.7431542277336121
commonsense_qa,9,last_label_token,1,170,37,4.645366397555221,14,8.94735084084389,3,0.9659016728401184
national_parks,9,last_label_token,1,170,37,5.907780529264262,16,13.161479481631869,5,0.9447665810585022
capitalize,9,last_label_token,1,170,37,7.248493969441426,15,14.216823449644588,6,0.5624071359634399
capitalize_first_letter,9,last_label_token,1,170,37,8.889902264868116,15,14.77478369673508,6,0.5936605930328369
commonsense_qa,9,last_label_token,2,170,47,5.102699161548951,17,10.946243159453148,4,0.9389975070953369
national_parks,9,last_label_token,2,170,47,6.808937057220566,20,13.976114924126659,5,0.8847807049751282
capitalize,9,last_label_token,2,170,47,9.1285308581075,20,19.01296520684259,8,0.5153635740280151
capitalize_first_letter,9,last_label_token,2,170,47,11.797299536047296,20,19.93149671420286,8,0.5539178252220154
commonsense_qa,9,last_label_token,3,170,53,5.007764985724196,19,11.465599390869823,4,0.8830615878105164
national_parks,9,last_label_token,3,170,53,5.964678987184824,23,13.729279364964233,5,0.8187379240989685
capitalize,9,last_label_token,3,170,53,10.438383309389238,23,21.68940023839532,8,0.5112024545669556
capitalize_first_letter,9,last_label_token,3,170,53,13.209103043896667,23,22.512382926401592,9,0.4321078062057495
commonsense_qa,9,last_label_token,4,170,64,5.596418119434025,23,13.559552228334095,5,0.8613929748535156
national_parks,9,last_label_token,4,170,64,5.780317123904616,26,13.825889084376977,5,0.7659701704978943
capitalize,9,last_label_token,4,170,64,11.694577780789905,28,24.9647574428902,10,0.519443690776825
capitalize_first_letter,9,last_label_token,4,170,64,15.065499725465557,27,26.488862577828705,10,0.4503410756587982
commonsense_qa,9,last_label_token,5,170,223,4.048290425316251,47,11.937882653225058,6,0.7730599045753479
national_parks,9,last_label_token,5,170,223,8.878252652447362,52,26.09593277380552,10,0.6176139116287231
capitalize,9,last_label_token,5,170,223,20.817476078033426,70,54.76963917001106,20,0.5978597402572632
capitalize_first_letter,9,last_label_token,5,170,223,23.136972708404212,68,54.834233458077485,20,0.5030911564826965
commonsense_qa,9,last_label_token,6,170,235,4.249851212226634,49,12.721189144908683,6,0.697177529335022
national_parks,9,last_label_token,6,170,235,9.370625358388372,53,27.351811858361344,10,0.5393458604812622
capitalize,9,last_label_token,6,170,235,20.64490121918027,72,55.56194232286496,20,0.5678648948669434
capitalize_first_letter,9,last_label_token,6,170,235,23.867688375510596,70,56.245481370169564,20,0.4638027846813202
commonsense_qa,9,last_label_token,7,170,251,4.464773133483001,50,13.466347231264644,6,0.7089685797691345
national_parks,9,last_label_token,7,170,251,9.854626498737009,55,29.00537156154675,11,0.5405824184417725
capitalize,9,last_label_token,7,170,251,20.859804415959058,74,56.93783240493398,21,0.5838967561721802
capitalize_first_letter,9,last_label_token,7,170,251,23.559949813072592,72,57.37290902742867,20,0.4833001494407654
commonsense_qa,9,last_label_token,8,170,260,4.594016073278131,51,14.109099148075911,7,0.6575283408164978
national_parks,9,last_label_token,8,170,260,10.144669926666015,57,29.93804507057286,11,0.4839458167552948
capitalize,9,last_label_token,8,170,260,20.83468875636695,75,57.486542164853,21,0.5910912752151489
capitalize_first_letter,9,last_label_token,8,170,260,23.448106686664826,73,57.76667296789363,21,0.43225204944610596
commonsense_qa,9,last_label_token,9,170,269,5.261770426161168,52,16.281778920104447,7,0.6774168014526367
national_parks,9,last_label_token,9,170,269,10.586380549366098,58,30.9013120642406,11,0.48956114053726196
capitalize,9,last_label_token,9,170,269,21.54355269546531,76,58.432849311638265,22,0.584284245967865
capitalize_first_letter,9,last_label_token,9,170,269,24.110765453149146,74,58.76698057985639,21,0.41625744104385376
commonsense_qa,9,last_label_token,10,170,272,5.879215006056732,53,18.07675853273891,7,0.6989172697067261
national_parks,9,last_label_token,10,170,272,10.793424271437148,59,31.532501431636327,12,0.5042087435722351
capitalize,9,last_label_token,10,170,272,21.86163931568034,76,59.034506864177324,22,0.5817305445671082
capitalize_first_letter,9,last_label_token,10,170,272,24.529616383738908,74,58.78498600089995,21,0.41027700901031494
commonsense_qa,9,last_label_token,11,170,273,6.056545902950167,53,18.53060472253454,7,0.7042022943496704
national_parks,9,last_label_token,11,170,273,10.659233438619076,58,31.422039458706337,12,0.48825299739837646
capitalize,9,last_label_token,11,170,273,22.188677939410002,76,59.17622981974908,22,0.5763313174247742
capitalize_first_letter,9,last_label_token,11,170,273,24.578588194446287,74,59.30378079929513,21,0.39641425013542175
commonsense_qa,9,last_label_token,12,170,274,5.953070308629408,53,18.281652832208252,7,0.6820792555809021
national_parks,9,last_label_token,12,170,274,10.642826230657404,58,31.23438024350641,12,0.49367669224739075
capitalize,9,last_label_token,12,170,274,22.68755314220024,76,59.337004876955085,22,0.5786837339401245
capitalize_first_letter,9,last_label_token,12,170,274,24.998457196317563,75,59.46583482337308,21,0.39274418354034424
commonsense_qa,9,last_label_token,13,170,419,9.422881721228725,66,28.025986259044945,10,0.8036142587661743
national_parks,9,last_label_token,13,170,419,16.740436871894122,74,47.57347432028664,17,0.6555134654045105
capitalize,9,last_label_token,13,170,419,25.665426568178056,91,71.39687385362272,26,0.6404749155044556
capitalize_first_letter,9,last_label_token,13,170,419,28.899875620018314,89,73.17622891099435,26,0.5475181937217712
commonsense_qa,9,last_label_token,14,170,419,9.490679461710947,66,28.23415509705534,10,0.804957389831543
national_parks,9,last_label_token,14,170,419,16.686150085308306,74,47.53139782038203,17,0.6541872024536133
capitalize,9,last_label_token,14,170,419,24.723099680570854,91,70.97640047636077,26,0.6507729291915894
capitalize_first_letter,9,last_label_token,14,170,419,27.88313582589048,89,72.69021576766467,26,0.5577179789543152
commonsense_qa,9,last_label_token,15,170,418,9.502372481377993,66,27.97537837376833,10,0.7955462336540222
national_parks,9,last_label_token,15,170,418,16.853039065331235,74,47.84463407116277,17,0.663739800453186
capitalize,9,last_label_token,15,170,418,24.28369927151065,91,70.99230495429379,26,0.6517027616500854
capitalize_first_letter,9,last_label_token,15,170,418,28.15580725041535,89,72.8908898289956,26,0.5540735721588135
commonsense_qa,9,last_label_token,16,170,419,9.718594426356225,66,28.340469893862455,10,0.8045855164527893
national_parks,9,last_label_token,16,170,419,16.955667610255002,74,47.91421818636062,17,0.6803097128868103
capitalize,9,last_label_token,16,170,419,24.23728286147251,91,71.0023831001404,26,0.6590092182159424
capitalize_first_letter,9,last_label_token,16,170,419,28.258902214649698,89,72.74778343372911,26,0.5453515648841858
commonsense_qa,9,last_label_token,17,170,419,9.69388715043074,66,28.24960001064457,10,0.8102391958236694
national_parks,9,last_label_token,17,170,419,17.026820379227797,74,47.95846650191958,17,0.6889282464981079
capitalize,9,last_label_token,17,170,419,24.747407096202277,91,71.45150841656023,27,0.6691784262657166
capitalize_first_letter,9,last_label_token,17,170,419,28.794652026099556,89,73.61783925598267,26,0.5511552691459656
commonsense_qa,9,last_label_token,18,170,419,9.588218675572598,66,27.9116059681813,10,0.8029573559761047
national_parks,9,last_label_token,18,170,419,16.90241032349907,74,47.80684578514121,17,0.6822795271873474
capitalize,9,last_label_token,18,170,419,24.53407115706927,91,71.23176262105213,26,0.6616090536117554
capitalize_first_letter,9,last_label_token,18,170,419,29.03230665497095,90,73.8611040636865,27,0.5455149412155151
commonsense_qa,9,last_label_token,19,170,420,9.644474194255015,66,28.03818530407422,10,0.8149427175521851
national_parks,9,last_label_token,19,170,420,17.032754146089143,74,47.89413059598337,17,0.7114769816398621
capitalize,9,last_label_token,19,170,420,24.115437771527727,91,71.37958688779987,27,0.6791563630104065
capitalize_first_letter,9,last_label_token,19,170,420,29.496481563327535,90,74.52488554932984,27,0.5781657695770264
commonsense_qa,9,last_label_token,20,170,422,9.490758888236265,66,27.826452422969375,10,0.8242993950843811
national_parks,9,last_label_token,20,170,422,17.250498040765173,74,48.77999213067121,17,0.7112919092178345
capitalize,9,last_label_token,20,170,422,23.58869908388223,91,71.16931536025307,27,0.6866522431373596
capitalize_first_letter,9,last_label_token,20,170,422,29.286145783629287,90,74.46398738111252,27,0.5879353284835815
commonsense_qa,9,last_label_token,21,170,424,9.65757079297853,66,28.200875579277195,10,0.8297447562217712
national_parks,9,last_label_token,21,170,424,17.68701007627205,75,49.49196585801699,18,0.7204787135124207
capitalize,9,last_label_token,21,170,424,23.624742961036144,91,71.1235029436245,27,0.6921249628067017
capitalize_first_letter,9,last_label_token,21,170,424,29.90317188587615,90,74.60363899743726,27,0.6089658737182617
commonsense_qa,9,last_label_token,22,170,424,9.441671386789459,66,27.828729904775056,10,0.841507077217102
national_parks,9,last_label_token,22,170,424,17.712087923290994,75,49.495260293649956,18,0.7330948114395142
capitalize,9,last_label_token,22,170,424,23.293015602629946,92,71.17747171409218,27,0.694720447063446
capitalize_first_letter,9,last_label_token,22,170,424,29.820842378979016,90,74.61290231152942,27,0.6201927065849304
commonsense_qa,9,last_label_token,23,170,425,9.45768865596692,66,27.916791303639606,10,0.8476693034172058
national_parks,9,last_label_token,23,170,425,17.77223169903233,75,49.4303474683138,18,0.7383241057395935
capitalize,9,last_label_token,23,170,425,23.507794062640993,92,71.31909301622791,27,0.691472053527832
capitalize_first_letter,9,last_label_token,23,170,425,29.77634787019903,90,74.76695603152163,27,0.6271809339523315
commonsense_qa,9,last_label_token,24,170,280,5.6472105010992815,53,17.58391663740613,7,0.7261478900909424
national_parks,9,last_label_token,24,170,280,11.204093828504748,59,32.58087888007276,12,0.5399557948112488
capitalize,9,last_label_token,24,170,280,21.793209814369803,77,60.08415962910776,22,0.6126675605773926
capitalize_first_letter,9,last_label_token,24,170,280,26.32041179223094,76,61.34976328415306,22,0.4543786346912384
commonsense_qa,9,last_label_token,25,170,282,5.721256922032101,54,17.88218509736089,7,0.7514441609382629
national_parks,9,last_label_token,25,170,282,11.237632491063296,59,32.91043458612937,12,0.5645408034324646
capitalize,9,last_label_token,25,170,282,21.666831575861682,77,60.101931118811336,22,0.6181597709655762
capitalize_first_letter,9,last_label_token,25,170,282,26.105478129118087,77,61.82029514935269,22,0.475284606218338
commonsense_qa,9,last_label_token,26,170,284,5.791743201190704,54,17.98828920160389,7,0.7903997898101807
national_parks,9,last_label_token,26,170,284,11.363279633815058,60,33.31923854055516,12,0.6289574503898621
capitalize,9,last_label_token,26,170,284,22.231836958313647,78,60.72797661209886,23,0.6412009596824646
capitalize_first_letter,9,last_label_token,26,170,284,26.42497731872308,77,62.32665216353307,22,0.5065400004386902
commonsense_qa,9,last_label_token,27,170,285,5.804563074288429,53,17.98612041499961,7,0.8408356308937073
national_parks,9,last_label_token,27,170,285,11.340988868969228,59,33.37227724498473,12,0.713188886642456
capitalize,9,last_label_token,27,170,285,21.824032042131083,78,60.33470519390466,22,0.6745797395706177
capitalize_first_letter,9,last_label_token,27,170,285,26.179434437114654,77,62.39647167738227,22,0.5810900926589966
commonsense_qa,9,last_label_token,28,170,284,5.645232240812794,53,17.63835765277383,7,0.8328422904014587
national_parks,9,last_label_token,28,170,284,9.783315218742874,59,31.04507559645495,12,0.6935744881629944
capitalize,9,last_label_token,28,170,284,23.344155705858924,77,59.92998644093739,22,0.7023454904556274
capitalize_first_letter,9,last_label_token,28,170,284,21.74756307659983,76,60.70352569420774,22,0.6911691427230835
commonsense_qa,10,pre_label_token,0,170,1,1.000001806239457,1,1.0000036124820657,1,0.16129350662231445
national_parks,10,pre_label_token,0,170,1,1.000001672331997,1,1.0000033446666827,1,0.8072097897529602
capitalize,10,pre_label_token,0,170,1,1.0000019635403372,1,1.0000039270843946,1,0.6751863360404968
capitalize_first_letter,10,pre_label_token,0,170,1,1.0000018363349676,1,1.0000036726731998,1,0.4298399090766907
commonsense_qa,10,pre_label_token,1,170,13,3.846287502274128,8,6.383835965097691,3,0.9999278783798218
national_parks,10,pre_label_token,1,170,13,2.9455413092919147,8,5.4241819810418646,2,0.9999158382415771
capitalize,10,pre_label_token,1,170,13,2.64945226600071,8,4.933174540547276,2,0.9998035430908203
capitalize_first_letter,10,pre_label_token,1,170,13,2.4417922490275723,8,4.63122853743062,2,0.99980229139328
commonsense_qa,10,pre_label_token,2,170,139,3.6369903340472876,35,9.823740248827347,5,0.9944145083427429
national_parks,10,pre_label_token,2,170,139,5.556596965569767,42,15.906988417266232,7,0.9903272986412048
capitalize,10,pre_label_token,2,170,139,19.046401056533547,52,43.71113540782242,16,0.964468240737915
capitalize_first_letter,10,pre_label_token,2,170,139,21.575752730552743,51,43.74695602303031,16,0.9662611484527588
commonsense_qa,10,pre_label_token,3,170,155,3.8923889577465522,38,10.891991013393335,5,0.9889495372772217
national_parks,10,pre_label_token,3,170,155,5.053207968877597,43,14.620442475836883,6,0.9800734519958496
capitalize,10,pre_label_token,3,170,155,20.51748422468461,56,46.53546951047242,17,0.9388706684112549
capitalize_first_letter,10,pre_label_token,3,170,155,20.80308130466455,55,46.2763563296272,17,0.941587507724762
commonsense_qa,10,pre_label_token,4,170,193,4.413766942830376,43,12.912213100266493,6,0.965911328792572
national_parks,10,pre_label_token,4,170,193,6.607424055820909,48,19.760161763014445,8,0.9385644197463989
capitalize,10,pre_label_token,4,170,193,20.545511916608103,63,50.58163535363853,19,0.8609136939048767
capitalize_first_letter,10,pre_label_token,4,170,193,22.092896212462634,62,51.22273623708318,18,0.8594422936439514
commonsense_qa,10,pre_label_token,5,170,227,5.886008322453051,48,17.616361484253563,7,0.9490866661071777
national_parks,10,pre_label_token,5,170,227,7.492907247842434,52,22.630216656581254,9,0.9002779126167297
capitalize,10,pre_label_token,5,170,227,20.395721931104323,68,53.455173409496425,20,0.8204599022865295
capitalize_first_letter,10,pre_label_token,5,170,227,22.93004801804867,67,54.240365462252484,19,0.8004710674285889
commonsense_qa,10,pre_label_token,6,170,233,6.122003694123255,49,18.22606166479864,7,0.9279734492301941
national_parks,10,pre_label_token,6,170,233,7.692790287567837,53,23.396206701282452,9,0.8553638458251953
