family,context,arm,direction_family,n,success,convention_rate,judge_ok,unscorable,margin_ctx,top1_ctx,proj_before_L8,n_evidence
comment_case,alt,cf_zero,js_strict_eq,40,0.75,0.9,0.8,0.05,3.6406860053539276,0.225,1.7526014149188995,88.825
comment_case,alt,cf_mean,js_strict_eq,40,0.7,0.95,0.75,0.025,3.6725830256938936,0.225,1.7734433889389039,88.825
js_template,alt,base,js_template,40,0.625,0.825,0.8,0.075,4.040624982118606,0.825,,24.95
js_template,alt,own_zero,js_template,40,0.475,0.6,0.8,0.125,1.8921875059604645,0.7,0.7040491147898138,24.95
js_template,alt,own_mean,js_template,40,0.5,0.65,0.75,0.1,1.5328124940395356,0.675,0.674709840118885,24.95
js_template,alt,cf_zero,sql_bool_case,40,0.75,0.825,0.9,0.075,4.165625002980232,0.825,-0.08206705583725124,24.95
js_template,alt,cf_mean,sql_bool_case,40,0.725,0.9,0.75,0.075,4.065625014901161,0.825,1.499430176615715,24.95
js_func_pascal,alt,base,js_func_pascal,40,0.75,0.825,0.875,0.075,5.78515625,0.575,,4.225
js_func_pascal,alt,own_zero,js_func_pascal,40,0.2,0.225,0.8,0.075,-2.5492187455296516,0.15,-0.08523446628823876,4.225
js_func_pascal,alt,own_mean,js_func_pascal,40,0.0,0.0,0.7,0.125,-6.019921886920929,0.0,1.7251842498779297,4.225
js_func_pascal,alt,cf_zero,py_indent,40,0.675,0.725,0.85,0.15,5.736718779802322,0.575,1.2075689271092416,4.225
js_func_pascal,alt,cf_mean,py_indent,40,0.775,0.875,0.9,0.025,5.754687505960464,0.575,2.6241755455732347,4.225
py_type_hints,alt,base,py_type_hints,40,0.55,0.65,0.85,0.25,4.295312505960465,0.875,,2.625
py_type_hints,alt,own_zero,py_type_hints,40,0.125,0.15,0.675,0.6,1.8960937410593033,0.525,-0.19954815246164798,2.625
py_type_hints,alt,own_mean,py_type_hints,40,0.1,0.175,0.55,0.75,1.9406250089406967,0.525,-1.0795272912830114,2.625
py_type_hints,alt,cf_zero,py_builtin_generics,40,0.725,0.725,0.925,0.2,4.3578124940395355,0.875,-2.1784183889627458,2.625
py_type_hints,alt,cf_mean,py_builtin_generics,40,0.575,0.65,0.875,0.3,4.3343749940395355,0.875,0.3229497259948403,2.625
php_array,alt,base,php_array,40,0.775,0.875,0.825,0.075,7.0875,0.875,,10.375
php_array,alt,own_zero,php_array,40,0.0,0.0,0.825,0.275,-6.535937476158142,0.0,-0.6541828857152723,10.375
php_array,alt,own_mean,php_array,40,0.0,0.0,0.775,0.3,-7.062499988079071,0.0,0.16561491740867496,10.375
php_array,alt,cf_zero,py_tabs,40,0.85,0.875,0.95,0.125,7.0484375059604645,0.875,-0.4243702149949968,10.375
php_array,alt,cf_mean,py_tabs,40,0.825,0.85,0.875,0.1,6.6624999910593035,0.875,3.9788033306598662,10.375
py_class_naming,alt,base,py_class_naming,40,0.775,0.85,0.85,0.1,3.9843750178813933,0.525,,11.375
py_class_naming,alt,own_zero,py_class_naming,40,0.025,0.025,0.825,0.05,-3.1343750238418577,0.05,0.6030322995036841,11.375
py_class_naming,alt,own_mean,py_class_naming,40,0.3,0.325,0.85,0.1,-1.1156249731779098,0.275,-0.19962846559938044,11.375
py_class_naming,alt,cf_zero,py_enumerate,40,0.65,0.775,0.825,0.125,3.731640636920929,0.5,1.6948610991239548,11.375
py_class_naming,alt,cf_mean,py_enumerate,40,0.7,0.75,0.925,0.125,3.8742187470197678,0.525,-0.3374582441989332,11.375
hex_constants,alt,base,hex_constants,40,0.675,0.675,1.0,0.0,2.465625001490116,0.85,,13.65
hex_constants,alt,own_zero,hex_constants,40,0.075,0.15,0.625,0.025,0.346875,0.625,0.9613889068830759,13.65
hex_constants,alt,own_mean,hex_constants,40,0.05,0.05,0.725,0.0,-0.3609375014901161,0.5,1.134308645594865,13.65
hex_constants,alt,cf_zero,js_var,40,0.7,0.75,0.875,0.0,2.4546875,0.85,0.7353418286889791,13.65
hex_constants,alt,cf_mean,js_var,40,0.7,0.725,0.95,0.0,2.417187498509884,0.825,0.8599694609642029,13.65
py_with_open,alt,base,py_with_open,40,0.65,0.65,0.9,0.175,2.335937502980232,0.7,,46.65
py_with_open,alt,own_zero,py_with_open,40,0.45,0.475,0.825,0.225,1.00859375,0.625,0.6134968266735086,46.65
py_with_open,alt,own_mean,py_with_open,40,0.525,0.525,0.925,0.1,1.014843751490116,0.575,-1.1553481489419937,46.65
py_with_open,alt,cf_zero,rust_question,40,0.65,0.725,0.9,0.1,2.1062499955296516,0.675,1.9509100407361983,46.65
py_with_open,alt,cf_mean,rust_question,40,0.7,0.75,0.925,0.1,2.2968749895691873,0.7,-0.06025311151752248,46.65
sql_join_style,alt,base,sql_join_style,40,0.65,0.65,0.925,0.3,4.7562499940395355,0.975,,57.425
sql_join_style,alt,own_zero,sql_join_style,40,0.475,0.525,0.925,0.4,4.321875,0.975,-0.2308028287719935,57.425
sql_join_style,alt,own_mean,sql_join_style,40,0.575,0.65,0.875,0.275,4.640624994039536,0.975,-2.2774728178977965,57.425
sql_join_style,alt,cf_zero,py_join_concat,40,0.65,0.675,0.925,0.3,4.762499991059303,0.975,-1.6331077426671983,57.425
sql_join_style,alt,cf_mean,py_join_concat,40,0.7,0.75,0.9,0.25,4.743749994039535,0.975,-3.4969989955425262,57.425
py2_iter,alt,base,py2_iter,40,0.75,0.85,0.9,0.05,2.390625,0.725,,5.225
py2_iter,alt,own_zero,py2_iter,40,0.425,0.425,0.975,0.075,-0.8593750074505806,0.375,-0.0708030253299512,5.225
py2_iter,alt,own_mean,py2_iter,40,0.225,0.25,0.875,0.125,-3.2937499940395356,0.175,4.132835030555725,5.225
py2_iter,alt,cf_zero,comment_case,40,0.75,0.775,0.95,0.1,2.1562499791383742,0.7,-0.23943150620907544,5.225
py2_iter,alt,cf_mean,comment_case,40,0.65,0.75,0.9,0.125,2.398437502980232,0.7,0.19641264509409667,5.225
operator_spaces,alt,base,operator_spaces,40,0.825,0.85,0.95,0.0,2.3109375,0.7,,4.95
operator_spaces,alt,own_zero,operator_spaces,40,0.05,0.05,0.85,0.025,-4.085937497019768,0.0,2.489366057515144,4.95
operator_spaces,alt,own_mean,operator_spaces,40,0.05,0.05,0.875,0.075,-3.8843749910593033,0.0,3.289702761173248,4.95
operator_spaces,alt,cf_zero,js_var,40,0.775,0.825,0.9,0.0,2.3609374940395353,0.725,0.5482050959020853,4.95
operator_spaces,alt,cf_mean,js_var,40,0.825,0.9,0.925,0.0,2.3265624970197676,0.725,0.6685679122805596,4.95
py_join_concat,alt,base,py_join_concat,40,0.725,0.8,0.875,0.125,5.764062502980233,0.75,,44.7
py_join_concat,alt,own_zero,py_join_concat,40,0.45,0.7,0.675,0.2,5.284375001490116,0.725,-0.3399188740411773,44.7
py_join_concat,alt,own_mean,py_join_concat,40,0.525,0.8,0.65,0.125,5.54375,0.725,-2.5526257336139677,44.7
py_join_concat,alt,cf_zero,php_array,40,0.7,0.775,0.85,0.15,5.7289062410593035,0.75,0.5245278177782893,44.7
py_join_concat,alt,cf_mean,php_array,40,0.75,0.8,0.875,0.1,5.682812498509884,0.725,1.256398119032383,44.7
py_paren_if,alt,base,py_paren_if,40,0.65,0.7,0.85,0.225,3.507812502980232,0.95,,9.075
py_paren_if,alt,own_zero,py_paren_if,40,0.05,0.05,0.7,0.175,-3.260937476158142,0.0,0.6794685192406178,9.075
py_paren_if,alt,own_mean,py_paren_if,40,0.025,0.025,0.75,0.225,-3.473437491059303,0.0,3.133321386575699,9.075
py_paren_if,alt,cf_zero,docstring_style,40,0.6,0.7,0.8,0.2,3.495312498509884,0.95,1.1357470601797104,9.075
py_paren_if,alt,cf_mean,docstring_style,40,0.625,0.725,0.825,0.25,3.5187500044703484,0.95,1.8613569676876067,9.075
r_assignment,alt,base,r_assignment,40,0.75,0.875,0.8,0.05,6.987500004470348,0.875,,4.0
r_assignment,alt,own_zero,r_assignment,40,0.6,0.725,0.75,0.075,2.9359375134110453,0.725,0.003961511328816414,4.0
r_assignment,alt,own_mean,r_assignment,40,0.675,0.85,0.675,0.125,6.099218761920929,0.8,-0.9291640922427178,4.0
r_assignment,alt,cf_zero,line_wrap,40,0.625,0.875,0.7,0.025,7.597656260430813,0.85,0.32475930033251643,4.0
r_assignment,alt,cf_mean,line_wrap,40,0.7,0.9,0.75,0.05,7.337500017881394,0.85,-2.25502986907959,4.0
py_enumerate,alt,base,py_enumerate,40,0.675,0.7,0.925,0.1,3.732812498509884,0.675,,21.875
py_enumerate,alt,own_zero,py_enumerate,40,0.475,0.5,0.9,0.15,3.2046875029802324,0.625,0.6174366928637027,21.875
py_enumerate,alt,own_mean,py_enumerate,40,0.45,0.475,0.95,0.1,2.6828125,0.5,-1.7642091125249864,21.875
py_enumerate,alt,cf_zero,py_comprehension,40,0.725,0.75,0.925,0.05,3.778124991059303,0.675,0.034225263702683154,21.875
py_enumerate,alt,cf_mean,py_comprehension,40,0.575,0.6,0.9,0.15,3.718749988079071,0.675,-1.0871767774224281,21.875
line_wrap,alt,base,line_wrap,40,0.7,0.75,0.85,0.15,4.253125017881393,0.775,,31.45
line_wrap,alt,own_zero,line_wrap,40,0.55,0.55,0.95,0.1,1.40625,0.725,-0.7157212731428444,31.45
line_wrap,alt,own_mean,line_wrap,40,0.725,0.775,0.85,0.2,2.4281249821186064,0.75,-3.6155417740345,31.45
line_wrap,alt,cf_zero,js_template,40,0.65,0.7,0.825,0.25,4.239062511920929,0.775,0.32000546040944755,31.45
line_wrap,alt,cf_mean,js_template,40,0.675,0.75,0.825,0.175,4.2375,0.775,0.337896965071559,31.45
js_var,alt,base,js_var,40,0.7,0.775,0.875,0.225,4.809375011920929,0.75,,4.0
js_var,alt,own_zero,js_var,40,0.025,0.075,0.825,0.225,-2.6874999940395354,0.05,-0.6115256827324629,4.0
js_var,alt,own_mean,js_var,40,0.0,0.0,0.75,0.275,-3.6859375037252904,0.025,-0.46865975176915525,4.0
js_var,alt,cf_zero,js_quotes,40,0.75,0.85,0.9,0.125,4.749999994039536,0.75,0.09564626514911652,4.0
js_var,alt,cf_mean,js_quotes,40,0.675,0.8,0.85,0.175,4.7484374910593035,0.75,0.6185111373662948,4.0
comma_space,alt,base,comma_space,40,0.65,0.675,0.95,0.0,1.4359374962747098,0.725,,5.3
comma_space,alt,own_zero,comma_space,40,0.0,0.0,0.975,0.0,-7.690625,0.0,1.4839333083480597,5.3
comma_space,alt,own_mean,comma_space,40,0.0,0.0,0.875,0.05,-8.1328125,0.0,4.343928515911102,5.3
