task,group,d_cos_task_a0.0,d_cos_task_a0.5,d_cos_task_a1.0,d_cos_task_a2.0,d_cos_task_a4.0,d_cos_gen_a0.0,d_cos_gen_a0.5,d_cos_gen_a1.0,d_cos_gen_a2.0,d_cos_gen_a4.0,d_proj_task_a0.0,d_proj_task_a0.5,d_proj_task_a1.0,d_proj_task_a2.0,d_proj_task_a4.0,d_proj_gen_a0.0,d_proj_gen_a0.5,d_proj_gen_a1.0,d_proj_gen_a2.0,d_proj_gen_a4.0
city-country,train,0.0,0.09344,0.24613,0.26973,0.2624,0.0,0.07989,0.10269,0.09176,0.08333,0.0,6.95576,19.9,22.37497,21.83682,0.0,5.3729,7.4279,6.8998,6.24749
compound_first,train,0.0,0.09847,0.20218,0.25423,0.24299,0.0,0.07182,0.10452,0.14017,0.13527,0.0,8.42223,18.81147,25.9226,24.61297,0.0,6.01934,10.19038,15.68886,14.9954
concrete_abstract,train,0.0,0.07014,0.14645,0.1399,0.11992,0.0,0.05846,0.09817,0.10088,0.09616,0.0,4.98626,12.43699,12.38245,10.31495,0.0,3.87724,8.1812,8.92177,8.19943
contains_letter_e,train,0.0,0.08286,0.14314,0.1412,0.1191,0.0,0.06257,0.08869,0.08917,0.08432,0.0,5.98739,11.90298,11.45615,8.84074,0.0,4.34146,7.24179,7.04739,5.99815
country-capital,train,0.0,0.1293,0.2587,0.27363,0.26438,0.0,0.07751,0.07518,0.06068,0.0554,0.0,11.57743,24.27642,25.35317,23.87251,0.0,6.91311,7.61927,6.04567,5.06592
day_after_textual_date,train,0.0,0.12433,0.2409,0.23127,0.18881,0.0,0.09878,0.12302,0.10415,0.08968,0.0,11.77434,23.25061,21.59693,16.31751,0.0,9.50309,12.43217,9.60278,6.18517
ends_with_ing,heldout,0.0,0.08243,0.14146,0.13771,0.11432,0.0,0.05833,0.0836,0.08403,0.07868,0.0,5.90891,11.90844,11.3027,8.54184,0.0,3.90387,6.86248,6.66415,5.55458
english-french,heldout,0.0,0.09527,0.22919,0.24175,0.22761,0.0,0.0735,0.06423,0.04276,0.03937,0.0,8.80195,20.72265,21.92184,20.37035,0.0,7.08185,6.11391,4.2505,3.6967
english-italian,train,0.0,0.09483,0.22844,0.24171,0.23238,0.0,0.06512,0.0552,0.04233,0.04191,0.0,8.70294,20.70465,22.19563,21.04971,0.0,6.32668,5.44092,4.56557,4.23535
english-portuguese,train,0.0,0.09533,0.22383,0.23708,0.22916,0.0,0.07276,0.06474,0.04892,0.04671,0.0,9.14403,20.70762,21.8097,20.74814,0.0,7.60001,6.68026,5.14655,4.62602
english-spanish,train,0.0,0.10472,0.22071,0.23076,0.22035,0.0,0.07435,0.05652,0.03808,0.0329,0.0,9.64065,20.03155,21.05997,19.6988,0.0,7.0821,5.4598,3.9018,3.08446
first_digit,heldout,0.0,0.13293,0.22385,0.2218,0.19721,0.0,0.05064,0.08358,0.086,0.08008,0.0,11.70073,19.58051,19.26508,16.12937,0.0,4.18207,6.88468,6.98987,5.64482
first_three_letters,train,0.0,0.13177,0.22611,0.2548,0.22519,0.0,0.08351,0.09532,0.1115,0.09594,0.0,12.09732,21.05992,23.66823,20.15361,0.0,7.94969,9.46997,10.93171,8.71123
french-english,heldout,0.0,0.09313,0.19662,0.23653,0.23251,0.0,0.08607,0.11745,0.11873,0.1105,0.0,8.88128,19.94729,24.4494,24.25943,0.0,8.32199,12.72639,13.45804,12.82971
french_noun_gender,train,0.0,0.15004,0.21797,0.19922,0.16783,0.0,0.10449,0.14028,0.13268,0.12309,0.0,13.60487,21.49237,18.83978,14.66157,0.0,9.5111,14.47951,12.86201,10.59355
german-english,train,0.0,0.1079,0.20646,0.23155,0.22902,0.0,0.09691,0.11522,0.11193,0.10449,0.0,10.2376,19.75455,23.68653,23.88161,0.0,9.30899,11.44929,12.47327,12.11884
german_noun_gender,train,0.0,0.11703,0.20854,0.20127,0.16602,0.0,0.09011,0.11875,0.11681,0.10902,0.0,9.46533,16.65862,15.88246,12.17249,0.0,6.80981,8.54549,8.2277,6.81426
gerund_to_base,heldout,0.0,0.11876,0.25381,0.30457,0.29584,0.0,0.08665,0.11426,0.14763,0.13972,0.0,10.73088,24.05184,29.97351,28.72213,0.0,7.81798,11.36205,15.56199,14.42071
gerund_to_past,train,0.0,0.1431,0.2865,0.3144,0.30554,0.0,0.07615,0.11352,0.12032,0.11557,0.0,12.35161,26.3671,29.37258,28.15543,0.0,6.16411,10.64629,11.64574,10.86206
hypernym_category,train,0.0,0.06957,0.20349,0.23636,0.22808,0.0,0.07804,0.11239,0.11611,0.10599,0.0,5.21144,17.7959,21.6588,21.0407,0.0,5.68942,9.78806,10.99502,10.19786
initials_two_words,heldout,0.0,0.13625,0.24871,0.26788,0.23951,0.0,0.07793,0.09175,0.09362,0.08128,0.0,12.89827,21.69704,23.07525,19.75749,0.0,7.83159,7.94111,7.87073,6.11741
iso_date_to_month,train,0.0,0.15367,0.31384,0.31522,0.29338,0.0,0.08518,0.10994,0.10244,0.09516,0.0,14.51962,28.4593,28.53385,26.09955,0.0,8.14141,9.42443,8.69133,7.61771
iso_date_year_plus_one,train,0.0,0.1784,0.32188,0.32651,0.31076,0.0,0.08026,0.12075,0.1083,0.09684,0.0,17.48265,32.18075,32.50503,29.5462,0.0,8.43104,13.11457,11.77402,9.42012
landmark-country,train,0.0,0.11414,0.23848,0.24889,0.23444,0.0,0.07785,0.09446,0.0845,0.07584,0.0,9.06998,19.3965,20.53404,19.05572,0.0,5.76581,6.98934,6.34986,5.41776
language_identification,train,0.0,0.12671,0.2324,0.24013,0.22164,0.0,0.08351,0.11969,0.11589,0.11328,0.0,11.13915,22.10113,22.87069,19.91258,0.0,7.29078,11.88129,11.57454,10.23488
larger_of_pair,train,0.0,0.12719,0.23687,0.22668,0.2161,0.0,0.07904,0.10667,0.09144,0.08448,0.0,10.90573,20.16763,18.68581,17.31652,0.0,6.4421,8.46773,6.59585,5.57124
larger_than_1000,train,0.0,0.08681,0.14319,0.13679,0.11309,0.0,0.04467,0.07281,0.06872,0.06119,0.0,6.10439,10.91329,9.8954,6.77352,0.0,2.48584,4.8538,4.12117,2.55402
lowercase_first_letter,train,0.0,0.16741,0.22393,0.21692,0.1818,0.0,0.0792,0.09208,0.10416,0.1002,0.0,14.7284,19.64045,19.0124,15.20296,0.0,6.7678,7.79293,8.85546,7.7712
lowercase_word,train,0.0,0.0812,0.23144,0.27895,0.27094,0.0,0.09147,0.14934,0.16768,0.15554,0.0,7.44084,21.44112,25.5254,24.24747,0.0,8.40061,14.0149,15.37685,13.66364
national_parks,train,0.0,0.08473,0.23889,0.25081,0.23582,0.0,0.05612,0.07513,0.06561,0.05697,0.0,6.95137,20.26755,21.37224,19.60452,0.0,4.02309,5.44546,4.66421,3.52511
natural_manmade,train,0.0,0.06571,0.13981,0.13081,0.10992,0.0,0.05486,0.09099,0.08899,0.08466,0.0,4.95591,12.89082,12.05864,9.71832,0.0,3.87795,8.59179,8.38489,7.49151
next_item,train,0.0,0.09758,0.22137,0.21968,0.20511,0.0,0.06297,0.09437,0.09092,0.07724,0.0,9.7406,22.39508,22.64891,20.85583,0.0,6.61515,10.41031,10.42626,8.77647
next_month_of_date,train,0.0,0.14615,0.3382,0.34667,0.32286,0.0,0.0834,0.12376,0.11183,0.10595,0.0,13.87969,31.88471,32.75842,30.02089,0.0,8.07638,11.80665,10.74505,9.78764
next_number_digits,train,0.0,0.18889,0.3053,0.29893,0.28312,0.0,0.06018,0.08055,0.06508,0.05261,0.0,18.01172,30.20755,29.71975,27.47844,0.0,6.09934,9.07365,7.6663,5.83434
number_word_to_digits,train,0.0,0.2182,0.3405,0.34151,0.32254,0.0,0.07824,0.10646,0.09777,0.0858,0.0,23.00084,34.53437,33.43451,30.49518,0.0,10.67064,12.82839,10.95402,8.84393
park-country,train,0.0,0.09093,0.23567,0.2407,0.22892,0.0,0.07209,0.07467,0.05974,0.05111,0.0,6.82325,18.78864,19.32214,18.04543,0.0,4.58996,4.48211,3.30976,2.35194
past_to_base,heldout,0.0,0.12135,0.2637,0.3053,0.29298,0.0,0.0868,0.11799,0.14433,0.1362,0.0,11.35347,25.82352,30.42475,28.77439,0.0,8.53634,12.88268,15.99904,14.77201
person-instrument,train,0.0,0.13571,0.17659,0.17621,0.16548,0.0,0.07204,0.07158,0.06932,0.06633,0.0,12.2562,17.30712,17.25954,15.69938,0.0,6.53833,7.59004,7.36826,6.63851
person-sport,train,0.0,0.10306,0.2292,0.22454,0.18748,0.0,0.07697,0.10404,0.0948,0.07939,0.0,8.84646,22.46673,21.60085,16.74143,0.0,6.45726,11.06205,9.81603,7.08455
person_place_thing,heldout,0.0,0.09802,0.20685,0.20464,0.18042,0.0,0.07495,0.11563,0.1164,0.10762,0.0,7.42463,18.98777,19.0271,16.4729,0.0,5.29715,10.82453,11.10838,9.97743
plural_to_singular,train,0.0,0.0936,0.19879,0.27599,0.2785,0.0,0.07834,0.08985,0.13785,0.1373,0.0,7.78662,17.45702,25.64613,25.74123,0.0,6.18497,7.5478,13.00304,12.82571
pos_label,heldout,0.0,0.16388,0.23129,0.22125,0.19232,0.0,0.11284,0.13478,0.12877,0.1173,0.0,14.92686,24.4394,23.4348,19.65942,0.0,10.51525,15.81497,15.1985,13.11111
present-past,train,0.0,0.16724,0.33251,0.36282,0.3534,0.0,0.08871,0.13213,0.13663,0.13249,0.0,14.96717,32.13597,35.82892,34.27071,0.0,7.82655,13.63851,14.7102,13.78599
prev_number_digits,train,0.0,0.26402,0.35579,0.3432,0.31489,0.0,0.0869,0.07286,0.05908,0.04942,0.0,26.31497,39.155,36.94289,32.44639,0.0,9.88269,11.56361,9.38748,7.09451
product-company,train,0.0,0.08641,0.21282,0.22976,0.22183,0.0,0.06042,0.07396,0.06827,0.06756,0.0,7.08415,18.85668,20.54835,19.65977,0.0,4.6713,6.28605,5.8887,5.69482
sentiment,train,0.0,0.08905,0.18634,0.19674,0.1795,0.0,0.05754,0.10565,0.103,0.09206,0.0,8.15754,18.62812,19.72408,17.07699,0.0,5.30383,11.10411,10.95059,9.04648
singular-plural,train,0.0,0.11404,0.25691,0.3024,0.29786,0.0,0.08532,0.12787,0.12261,0.11007,0.0,10.14007,23.96126,29.03631,28.40927,0.0,7.51088,12.47462,12.85261,11.47446
singular_or_plural,train,0.0,0.18305,0.22626,0.21007,0.17811,0.0,0.12173,0.13409,0.12617,0.11721,0.0,17.52576,23.44798,21.62612,17.53105,0.0,12.04245,15.01072,13.99703,12.09325
smaller_of_pair,heldout,0.0,0.12214,0.24214,0.23658,0.22648,0.0,0.07877,0.11012,0.09597,0.08876,0.0,10.51574,20.46957,19.50433,18.25349,0.0,6.50284,8.65068,6.9917,6.02901
spanish-english,heldout,0.0,0.09636,0.20993,0.24789,0.24275,0.0,0.08367,0.12103,0.12525,0.11617,0.0,9.06699,20.73398,25.16222,24.78057,0.0,8.00301,12.67972,13.82012,13.04508
spanish_noun_gender,train,0.0,0.14283,0.20575,0.18471,0.1491,0.0,0.10034,0.13405,0.1269,0.11641,0.0,12.8061,20.36421,17.48981,12.85947,0.0,8.93289,13.84972,12.25898,9.80796
starts_with_vowel,train,0.0,0.1015,0.18088,0.16739,0.14528,0.0,0.09178,0.12455,0.11538,0.10677,0.0,8.3792,16.66111,15.19049,12.60925,0.0,7.49205,11.64997,10.57982,9.21913
third_person_to_base,train,0.0,0.11077,0.23753,0.29118,0.28425,0.0,0.08475,0.10791,0.14455,0.14106,0.0,9.7716,22.17033,28.30502,27.14413,0.0,7.29652,10.34988,14.8395,14.02932
titlecase_phrase,train,0.0,0.05797,0.17696,0.20421,0.1937,0.0,0.07185,0.08395,0.09932,0.09107,0.0,4.2867,13.27151,15.37464,13.99805,0.0,4.86094,4.78702,5.92296,4.66934
uppercase_word,heldout,0.0,0.08694,0.22919,0.25571,0.23793,0.0,0.07701,0.11193,0.11149,0.10039,0.0,8.04422,21.11074,21.98342,19.77488,0.0,7.42174,10.84033,9.20737,7.53971
us-city-state,train,0.0,0.09974,0.26613,0.28238,0.26699,0.0,0.07399,0.08481,0.07053,0.06358,0.0,7.55675,21.40638,22.64935,21.00152,0.0,4.80921,5.6188,4.33363,3.47193
verb_tense_label,train,0.0,0.12085,0.21117,0.20733,0.17498,0.0,0.09462,0.12829,0.1208,0.10621,0.0,10.56164,21.10879,20.66873,16.44792,0.0,8.21112,13.5734,12.79248,10.28675
verb_to_third_person,train,0.0,0.16273,0.27323,0.31991,0.31157,0.0,0.08442,0.10897,0.12491,0.12014,0.0,14.6157,24.83745,30.46892,29.2428,0.0,7.71546,10.25064,13.01245,12.1381
word_polarity,heldout,0.0,0.07804,0.1791,0.18125,0.15699,0.0,0.06001,0.11596,0.11636,0.10969,0.0,5.72414,15.98454,16.93932,14.151,0.0,4.06951,10.47049,11.22911,10.02564
