protocol,setting,family,cos_diff,r2_diff,norm_ratio,cos_centroid_nat,r2_within_fam,baseline_cos_diff,shuffled_cos_diff,stratum,read_layer,write_layer
fixed,fixed,rust_question,-0.059246331241084894,-0.8711896028136661,0.8760075009238488,0.20652809107666437,-0.012354522993586192,0.12542632204980836,0.015981840064121598,other languages,7,24
fixed,fixed,sql_join_style,0.22699647213779678,-0.07190522802439903,0.5783262693190276,0.6084534893113434,-0.0012734163579546376,0.101186796281168,0.0312749123095622,other languages,7,24
fixed,fixed,trailing_commas,0.359006094408336,0.12489065334311045,0.4222099113754839,0.3470733005096009,0.011249272099786656,-0.041568435729906705,0.019765769630461453,syntax / dialect,7,24
fixed,fixed,c_comment_style,0.33348719012429084,-0.129949702457403,0.8245711019300009,0.319630995647932,0.0007143324509781834,0.14319013408417822,-0.04797380521809354,comments / docs,8,24
fixed,fixed,docstring_quotes,0.5483713081214808,0.2642962943411258,0.739197923743462,0.19294341374853768,0.020526874659879568,0.011040589757501981,-0.022644948147922943,comments / docs,8,24
fixed,fixed,float_literals,0.34695667657148926,-0.7266730989158003,1.26731097483566,0.6592891378299502,-0.00749716955599844,0.19117325635404328,-0.05466421666821478,literals,8,24
fixed,fixed,js_quotes,0.807989364772215,0.5591397436727852,1.1141054700529174,0.8560123413663242,0.038146831620343935,-0.08606090338138189,0.022587702891969146,literals,8,24
fixed,fixed,js_semicolons,0.14894841068917453,-1.3922347233169128,1.3382424669947397,0.08618947696044556,-0.008881963057136177,0.19377376639071744,0.07947030835574173,syntax / dialect,8,24
fixed,fixed,js_var,0.3207473151688829,-0.7193041395636861,1.2274903767644672,0.3009810635816727,0.004878485310090053,0.25712096348411284,-0.0069925428743677935,syntax / dialect,8,24
fixed,fixed,line_wrap,0.4360183795875181,0.1238030595938363,0.6935236567068215,0.4745553841658109,0.03151189691956624,-0.02227058334362754,0.0637759387858857,formatting,8,24
fixed,fixed,operator_spaces,0.6410572697450739,0.41086093038566207,0.6507264324465067,0.8226024113885794,0.03803864385194555,0.20347946508789225,-0.02920051551755278,formatting,8,24
fixed,fixed,py2_except,0.38427587745640185,-0.034274825205739656,0.8108233838383139,0.3129866435310452,-0.009980968423122238,0.17753689861135255,-0.014519248462784266,syntax / dialect,8,24
fixed,fixed,py_const_naming,0.4138999133193505,0.16330815484585515,0.3244293405039793,0.4300671573144388,0.07390749010825781,0.12964247930600548,-0.034243103812769154,naming,8,24
fixed,fixed,py_fstring,0.5290579966165486,0.17498718372722044,0.8529641250807948,0.8207735333196541,0.0192200240451863,0.18579789331403337,-0.02463155027713909,literals,8,24
fixed,fixed,py_not_in,0.055679565021781285,-1.6468952619999593,1.3402010619072844,0.5081936701645252,-0.04714047966503232,0.16643667885048208,0.0319480483294017,syntax / dialect,8,24
fixed,fixed,py_private,0.23394953743735758,-0.6038931525322782,1.0455070145142629,0.17786771206569368,-0.017978441242236798,0.005044744679002405,-0.027250187678136764,naming,8,24
fixed,fixed,py_self_name,0.23754658266981632,-0.6542064029685177,1.0805381495947926,0.26038382469141097,-0.022307978528657513,0.16492321601111953,0.03595075758656118,syntax / dialect,8,24
fixed,fixed,py_snake_camel,0.7881058735221457,0.5520550935656767,0.5253212196429121,0.9194532468019521,0.06846343165781088,-0.09768404389210773,-0.04792998400050656,naming,8,24
fixed,fixed,py_ternary,0.38706946703868184,-0.20698645565049123,0.9844045722887433,0.5744174645376395,0.024703364440122333,0.1893119502976567,0.020712887746048573,syntax / dialect,8,24
fixed,fixed,rust_question,-0.036527071857835235,-0.7496175346012917,0.8300476575104971,0.2143586188659182,-0.00784234336579881,0.12542632204980836,0.00957552182938329,other languages,8,24
fixed,fixed,sql_join_style,0.2881467895605774,-0.00041493005608805866,0.5770126795340316,0.6152635136971305,0.002048569755029761,0.101186796281168,-0.03298303771876501,other languages,8,24
fixed,fixed,trailing_commas,0.3443942802973029,0.10252576115887413,0.471207762004192,0.4387782994960348,0.013871267078209404,-0.041568435729906705,0.03887266335521675,syntax / dialect,8,24
fixed,fixed,c_comment_style,0.3435155228447289,-0.10192253206019508,0.8124776177900271,0.30682164668841466,0.0020273053221674386,0.14319013408417822,0.003425174880460327,comments / docs,9,24
fixed,fixed,docstring_quotes,0.5460941621285887,0.27039553450184095,0.7128973377850649,0.17746863512483937,0.020592147661116944,0.011040589757501981,0.022948212707269516,comments / docs,9,24
fixed,fixed,float_literals,0.3494681701864753,-0.7733837196279076,1.2957829812305544,0.6606955918976494,-0.007261430750552522,0.19117325635404328,0.05056038732003721,literals,9,24
fixed,fixed,js_quotes,0.8342681361433927,0.6644998074712637,1.011760433195716,0.8502050014649182,0.038153850423472524,-0.08606090338138189,0.038723276674048374,literals,9,24
fixed,fixed,js_semicolons,0.1591596648941801,-1.1830370726281436,1.2584179928396053,0.08110629003838363,-0.004440746095925707,0.19377376639071744,-0.03697162254275149,syntax / dialect,9,24
fixed,fixed,js_var,0.326465785189712,-0.5995779092711084,1.1667977542178118,0.28500594336405216,0.012247947134774395,0.25712096348411284,0.06768874930571747,syntax / dialect,9,24
fixed,fixed,line_wrap,0.4547485385591445,0.16299970104004124,0.664024749060091,0.4885315083050762,0.03410239531533099,-0.02227058334362754,-0.04603842608362673,formatting,9,24
fixed,fixed,operator_spaces,0.6373032008959054,0.40380277297576084,0.6858067770156729,0.8268056173582027,0.03949256514910515,0.20347946508789225,0.01791094251887203,formatting,9,24
fixed,fixed,py2_except,0.3644031413767087,-0.028254000945800106,0.7657055839197535,0.26768605185860017,-0.010047459234690637,0.17753689861135255,0.08991362732406467,syntax / dialect,9,24
fixed,fixed,py_const_naming,0.42433608175479787,0.16838141702862786,0.3162634522393342,0.4532155260199324,0.07882740269008959,0.12964247930600548,-0.010863053010281438,naming,9,24
fixed,fixed,py_fstring,0.524352763453383,0.17086747337295516,0.8469645226442789,0.846557130759721,0.024395114898637993,0.18579789331403337,0.034416895531282084,literals,9,24
fixed,fixed,py_not_in,0.11453453830974067,-1.4208905684845656,1.3120355733616487,0.5386334982031463,-0.035441813006898526,0.16643667885048208,-0.03236740202495947,syntax / dialect,9,24
fixed,fixed,py_private,0.24633378977904824,-0.41552899684897815,0.9364130119237861,0.19047178474677062,-0.0015008881270408558,0.005044744679002405,0.029137377906404263,naming,9,24
fixed,fixed,py_self_name,0.2567612537919486,-0.5652475497487732,1.0512257849055704,0.28530979610783724,-0.013569058627911579,0.16492321601111953,0.024450448013821374,syntax / dialect,9,24
fixed,fixed,py_snake_camel,0.746790105551085,0.49898634262102737,0.5044904581556047,0.9148143174614232,0.06920146821313555,-0.09768404389210773,0.014514026019363975,naming,9,24
fixed,fixed,py_ternary,0.414005149729036,-0.11868516439694554,0.9526009428792506,0.5514634756520386,0.027575266445994284,0.1893119502976567,-0.05582317690947057,syntax / dialect,9,24
fixed,fixed,rust_question,-0.022699874087622973,-0.7578146115591777,0.8481215173829652,0.22413423735276655,-0.005776249199106909,0.12542632204980836,-0.07069699281189902,other languages,9,24
fixed,fixed,sql_join_style,0.2649096278088074,-0.016432248664541182,0.5592043093277607,0.6308644177108873,-0.0015670453661675854,0.101186796281168,-0.037744504924796106,other languages,9,24
fixed,fixed,trailing_commas,0.3493484656422336,0.10424369380332643,0.48276756713544766,0.4232415300103157,0.011948443563307154,-0.041568435729906705,0.02006368690664391,syntax / dialect,9,24
fixed,fixed,c_comment_style,0.34890524957316255,-0.1295812495418025,0.8502196446602314,0.31022487099854973,0.004207829765295434,0.14319013408417822,0.035650418281602356,comments / docs,10,24
fixed,fixed,docstring_quotes,0.5416474165469488,0.26965016103786277,0.6956985860138573,0.18818822780278013,0.02148991150506907,0.011040589757501981,-0.04547139527315299,comments / docs,10,24
fixed,fixed,float_literals,0.3703686568554706,-0.6463856857489418,1.255557127029969,0.6685868423429668,-0.0041934533663496865,0.19117325635404328,-0.08849047460054738,literals,10,24
fixed,fixed,js_quotes,0.8302617335659572,0.6578572906548361,1.0076800403133643,0.8558001383652858,0.03952146023140157,-0.08606090338138189,0.00873169328409486,literals,10,24
fixed,fixed,js_semicolons,0.1622642033270271,-1.169739601063529,1.25591372339499,0.05961575335380699,-0.0004682533721287463,0.19377376639071744,0.027767367155502556,syntax / dialect,10,24
fixed,fixed,js_var,0.32790831452600117,-0.5617259831131363,1.1459852337997456,0.2925248438253379,0.030109660284492135,0.25712096348411284,-0.04430609242466259,syntax / dialect,10,24
fixed,fixed,line_wrap,0.4629034481718937,0.16378232539099613,0.6876194399001935,0.48120624698407527,0.04004034726196182,-0.02227058334362754,-0.003700014749594054,formatting,10,24
fixed,fixed,operator_spaces,0.6438519467284798,0.41132980805737995,0.7005575130220396,0.8366667780767258,0.048960207552927626,0.20347946508789225,-0.06549481989457147,formatting,10,24
fixed,fixed,py2_except,0.34675678152858486,-0.011807930409335476,0.7101411454538894,0.2882659576181823,-0.007000506226294778,0.17753689861135255,0.041357787689879404,syntax / dialect,10,24
fixed,fixed,py_const_naming,0.427165863691126,0.1706863743443352,0.31861034444567,0.4507620928782926,0.09383673108696078,0.12964247930600548,-0.0040606348571032,naming,10,24
fixed,fixed,py_fstring,0.5051584935778654,0.10566408902774482,0.8918379662760091,0.8583330889854253,0.027252209583333853,0.18579789331403337,-0.051571531424727354,literals,10,24
fixed,fixed,py_not_in,0.1475448088487184,-1.3320235449095081,1.3110709218035215,0.529255837230113,-0.028077438728139503,0.16643667885048208,-0.05724715410675545,syntax / dialect,10,24
fixed,fixed,py_private,0.2491681923764761,-0.3916038453831723,0.9227323195947633,0.20939648973505068,0.01341073084883937,0.005044744679002405,0.02098368253235476,naming,10,24
fixed,fixed,py_self_name,0.27151283888408007,-0.5007863760839164,1.0294743140019178,0.3184003204986348,-0.0030388574539823576,0.16492321601111953,-0.07020597842044386,syntax / dialect,10,24
fixed,fixed,py_snake_camel,0.7287924240963357,0.49316720423300475,0.5339304391243842,0.9153485071307048,0.07313265021485771,-0.09768404389210773,-0.012623094596339708,naming,10,24
fixed,fixed,py_ternary,0.4055199384623161,-0.10666549635833977,0.92620402391992,0.5734057430501716,0.03690303561295638,0.1893119502976567,0.04456801923916336,syntax / dialect,10,24
fixed,fixed,rust_question,0.017378876167347443,-0.6372937778314505,0.8158748393182517,0.25333578134932955,-0.001722281747263077,0.12542632204980836,0.003697877676187121,other languages,10,24
fixed,fixed,sql_join_style,0.27379175713416676,0.027559332864493746,0.49151312358707383,0.620218165707233,-0.0005417779813994272,0.101186796281168,-0.013716177361857824,other languages,10,24
fixed,fixed,trailing_commas,0.35292709693347685,0.10746867636219648,0.4836514611036478,0.39670843410778484,0.012096970880943303,-0.041568435729906705,0.04149131244414532,syntax / dialect,10,24
