family,read_span,write_span,read_pcs_11,read_pcs_50,read_pcs_200,write_pcs_11,write_pcs_50,write_pcs_200,nearest_read,cos_read,nearest_write,cos_write
line_wrap,0.45367650889504574,0.5068105178106587,0.3893713010789293,0.5631556864843589,0.8321704928307725,0.2875537742330562,0.5978578029866642,0.8464838173955734,py_ternary,-0.2298815940058761,py_ternary,-0.25098288684850056
blank_lines,0.4222286814023891,0.28652582482127836,0.18525445416328892,0.3091347953778013,0.6197125068663576,0.0993124499019358,0.30030652834329374,0.4328401998923039,py_indent,-0.1753279012151019,py_comprehension,-0.1385553957789345
docstring_style,0.3017695795541125,0.44807098102461296,0.165460640499614,0.334355120968285,0.5448892017669885,0.1159102333955052,0.2388523388057963,0.48831468466923045,early_return,-0.10545488208402197,py_abbrev,0.24695903742916325
docstring_quotes,0.7012291429364966,0.7743717939717627,0.16531139637574313,0.5049072185442095,0.7509214380998614,0.1839231510609892,0.3029042686348022,0.6832924224573032,py_quotes,-0.6416764314172296,py_quotes,-0.6980717280141281
comment_case,0.759949029181623,0.8182229839037718,0.14876368398836717,0.47561138098636196,0.7734419161843983,0.26363800767078804,0.44909982570600043,0.7519065432850627,py_class_naming,0.6380140121397135,py_class_naming,0.7921657215517061
comment_language,0.3957637024879862,0.3107245444950281,0.3164026602047289,0.4497038876316635,0.5610545006992825,0.30274355768838435,0.41018053970093804,0.47076579521512796,py2_iter,0.1816513007513882,operator_spaces,0.12015447718646466
c_comment_style,0.41890427761214843,0.5360559320503414,0.2501649288379994,0.419523581538057,0.6530228147908662,0.26068330900417663,0.47843563563898905,0.6393076326088067,bash_test,-0.18278698910116245,bash_test,-0.26615343338549785
sql_keyword_case,0.8115391733676194,0.7694654279567219,0.19731894373090633,0.5119531035330491,0.8465083286915716,0.3026661368228281,0.4983268912565188,0.7626166183003792,comment_case,0.6045287213732552,comment_case,0.512653037051964
sql_join_style,0.37975723950592816,0.4405673742070196,0.17627447450999947,0.3875419486709521,0.6763235966134152,0.19485520777249096,0.4345190871078808,0.6150138564237692,py2_except,0.19351186574537477,py2_except,0.3281306666477522
r_assignment,0.4290099293071381,0.5111690389074066,0.1476208785280075,0.31200388305138854,0.6175417945386013,0.10900090657558742,0.3340056838947589,0.5661307724892263,sql_bool_case,-0.25683798083840353,bash_test,0.3050668745836336
rust_question,0.368213163276261,0.38399754929221175,0.2912953454574769,0.43136638465973876,0.5997157304799342,0.12924524252106218,0.3503479591204903,0.499461389856071,line_wrap,-0.1442299479475952,js_strict_eq,0.14849074094141426
bash_test,0.3628631523497991,0.508965014989585,0.14665946595374732,0.30549443517086705,0.5555043404930184,0.06477191840976086,0.3059448542897241,0.5837519433687006,c_comment_style,-0.18278698910116245,r_assignment,0.3050668745836336
php_array,0.3694029742970494,0.4569695362772895,0.21336045407577933,0.3852896997650738,0.6565705370493911,0.2408448096666158,0.36430911951871364,0.6362059310097834,js_template,0.16871124114833988,sql_keyword_case,0.16303110656853356
# rsa_corr=0.778 participation_read=49.0/55 participation_write=48.2/55 read_layer=8 write_layer=24
