family,arm,alpha,layer,n,dircos,proj_frac,proj_frac_mean,cos_w,norm_ratio,cf_cos_w
sql_bool_case,read,2.0,21,40,0.7358468770980835,1.3740148544311523,1.5621756315231323,0.6196452379226685,1.4502050876617432,0.6052672266960144
sql_bool_case,read,2.0,22,40,0.7299230694770813,1.3711533546447754,12.20563793182373,0.5918849110603333,1.442525863647461,0.572608470916748
sql_bool_case,read,2.0,23,40,0.8632572293281555,1.5111749172210693,1.7752246856689453,0.7872125506401062,1.5849441289901733,0.7837187647819519
sql_bool_case,read,2.0,24,40,0.8710731267929077,1.4971716403961182,1.4319123029708862,0.7860845327377319,1.5610873699188232,0.7975302934646606
sql_bool_case,read,2.0,25,40,0.9267293810844421,1.4257926940917969,1.5276050567626953,0.844599723815918,1.5374016761779785,0.8584470748901367
sql_bool_case,read,2.0,26,40,0.9268158078193665,1.3349354267120361,1.4500271081924438,0.8232208490371704,1.4684869050979614,0.8433806300163269
sql_bool_case,read,2.0,27,40,0.9060029983520508,1.2138469219207764,1.3354963064193726,0.7990652322769165,1.4153859615325928,0.8514543771743774
sql_bool_case,read,2.0,28,40,0.9476618766784668,1.1174135208129883,1.3013546466827393,0.7764559984207153,1.3075807094573975,0.8124046325683594
sql_bool_case,read,4.0,20,40,0.29879093170166016,2.5312066078186035,3.6996970176696777,0.2706809639930725,4.252622127532959,0.45895832777023315
sql_bool_case,read,4.0,21,40,0.4020308554172516,1.6791980266571045,1.9518909454345703,0.36278054118156433,3.2439987659454346,0.6052672266960144
sql_bool_case,read,4.0,22,40,0.4010848104953766,1.7422337532043457,33.64255142211914,0.3491706848144531,3.260129928588867,0.572608470916748
sql_bool_case,read,4.0,23,40,0.6945362091064453,2.080024242401123,2.8330318927764893,0.6742270588874817,2.6550655364990234,0.7837187647819519
sql_bool_case,read,4.0,24,40,0.6937860250473022,1.813004732131958,0.9104714393615723,0.6593209505081177,2.4103612899780273,0.7975302934646606
sql_bool_case,read,4.0,25,40,0.7860358357429504,1.5347267389297485,1.742154836654663,0.7291335463523865,2.0094287395477295,0.8584470748901367
sql_bool_case,read,4.0,26,40,0.7835983037948608,1.4180586338043213,1.608804702758789,0.7073858976364136,1.8777748346328735,0.8433806300163269
sql_bool_case,read,4.0,27,40,0.7045172452926636,1.2273235321044922,1.4578560590744019,0.6286684274673462,1.9347476959228516,0.8514543771743774
sql_bool_case,read,4.0,28,40,0.8573970794677734,0.9736813902854919,1.4317487478256226,0.6951332092285156,1.5807956457138062,0.8124046325683594
sql_bool_case,read,8.0,20,40,0.09096508473157883,0.47262126207351685,0.8387722969055176,0.06314636766910553,4.3662004470825195,0.45895832777023315
sql_bool_case,read,8.0,21,40,0.18311607837677002,0.6003648638725281,0.8292808532714844,0.14829596877098083,3.3098182678222656,0.6052672266960144
sql_bool_case,read,8.0,22,40,0.15589171648025513,0.5495339632034302,8.317049026489258,0.12206520885229111,3.400463819503784,0.572608470916748
sql_bool_case,read,8.0,23,40,0.5884367227554321,2.1878838539123535,2.7557475566864014,0.5995635986328125,3.0143542289733887,0.7837187647819519
sql_bool_case,read,8.0,24,40,0.5478752851486206,1.4768307209014893,0.8362632989883423,0.540209174156189,2.393815040588379,0.7975302934646606
sql_bool_case,read,8.0,25,40,0.6522027850151062,1.1792542934417725,1.2925598621368408,0.6075326204299927,1.7957862615585327,0.8584470748901367
sql_bool_case,read,8.0,26,40,0.6617616415023804,1.1401222944259644,1.2411503791809082,0.594551682472229,1.7408123016357422,0.8433806300163269
sql_bool_case,read,8.0,27,40,0.5459918975830078,0.9840431213378906,1.3567724227905273,0.4940031170845032,2.2542853355407715,0.8514543771743774
sql_bool_case,read,8.0,28,40,0.7604325413703918,0.8413022756576538,1.2087557315826416,0.611404538154602,1.645000696182251,0.8124046325683594
py_indent,read,0.5,20,40,0.3302517235279083,0.04411431401968002,0.04760134965181351,0.20316839218139648,0.1416594386100769,0.6395021677017212
py_indent,read,0.5,21,40,0.34340333938598633,0.04439550265669823,0.048383139073848724,0.2169521152973175,0.1329214870929718,0.6294743418693542
py_indent,read,0.5,22,40,0.3460090160369873,0.040455400943756104,0.046478308737277985,0.217180997133255,0.1279759407043457,0.6410883665084839
py_indent,read,0.5,23,40,0.5307801961898804,0.22545911371707916,0.19631801545619965,0.6739763021469116,0.16934844851493835,0.4706794321537018
py_indent,read,0.5,24,40,0.5066872835159302,0.20842422544956207,0.2492130994796753,0.5874127149581909,0.18588651716709137,0.4928939938545227
py_indent,read,0.5,25,40,0.546651303768158,0.20246675610542297,0.21399693191051483,0.6029467582702637,0.19460327923297882,0.5796927213668823
py_indent,read,0.5,26,40,0.5034058690071106,0.2280479222536087,0.24165813624858856,0.5672571659088135,0.22231963276863098,0.5742160081863403
py_indent,read,0.5,27,40,0.444963276386261,0.21208035945892334,0.22882609069347382,0.5018569231033325,0.23722800612449646,0.576749861240387
py_indent,read,0.5,28,40,0.42392125725746155,0.15381520986557007,0.17451930046081543,0.4325849115848541,0.2355463206768036,0.6232131719589233
py_indent,read,1.0,20,40,0.5783650279045105,0.1735331416130066,0.17764659225940704,0.4032040536403656,0.27330049872398376,0.6395021677017212
py_indent,read,1.0,21,40,0.6022578477859497,0.17213013768196106,0.17592526972293854,0.41096067428588867,0.2615666389465332,0.6294743418693542
py_indent,read,1.0,22,40,0.6191307306289673,0.17043721675872803,0.17607995867729187,0.4278711676597595,0.2540301978588104,0.6410883665084839
py_indent,read,1.0,23,40,0.5495227575302124,0.705162525177002,0.6215069890022278,0.7780489921569824,0.48636379837989807,0.4706794321537018
py_indent,read,1.0,24,40,0.5658144950866699,0.6741209030151367,0.7785723805427551,0.6567412614822388,0.5106233954429626,0.4928939938545227
py_indent,read,1.0,25,40,0.6692467927932739,0.6066052317619324,0.6175432801246643,0.6783735752105713,0.5068767666816711,0.5796927213668823
py_indent,read,1.0,26,40,0.6645557284355164,0.6366411447525024,0.6438658237457275,0.626948356628418,0.5490818023681641,0.5742160081863403
py_indent,read,1.0,27,40,0.6354193687438965,0.5957592129707336,0.6052492260932922,0.5706316232681274,0.5691488981246948,0.576749861240387
py_indent,read,1.0,28,40,0.6296990513801575,0.48261380195617676,0.49187198281288147,0.5334811210632324,0.5695710182189941,0.6232131719589233
py_indent,read,2.0,20,40,0.7411177754402161,0.8946185111999512,0.8784782290458679,0.5984213948249817,0.9301000833511353,0.6395021677017212
py_indent,read,2.0,21,40,0.758194088935852,0.8595157861709595,0.8497647047042847,0.5781930685043335,0.9201194643974304,0.6294743418693542
py_indent,read,2.0,22,40,0.7806687355041504,0.8452680110931396,0.8678396344184875,0.5949379205703735,0.9221388101577759,0.6410883665084839
py_indent,read,2.0,23,40,0.603450357913971,1.4246962070465088,1.4496147632598877,0.7928357124328613,1.071589469909668,0.4706794321537018
py_indent,read,2.0,24,40,0.6254757046699524,1.3327624797821045,1.7691948413848877,0.7012608647346497,1.0808374881744385,0.4928939938545227
py_indent,read,2.0,25,40,0.6855822801589966,1.1873199939727783,1.2477811574935913,0.6337054371833801,1.1063320636749268,0.5796927213668823
py_indent,read,2.0,26,40,0.7104423642158508,1.071901798248291,1.1271228790283203,0.5982459187507629,1.0392711162567139,0.5742160081863403
py_indent,read,2.0,27,40,0.7437483072280884,1.038597822189331,1.0822973251342773,0.5872581601142883,1.0220369100570679,0.576749861240387
py_indent,read,2.0,28,40,0.8000549077987671,1.1539323329925537,1.3558000326156616,0.6661598086357117,1.1608450412750244,0.6232131719589233
py_indent,read,4.0,20,40,0.6955784559249878,1.7923240661621094,1.7761608362197876,0.5974021553993225,1.8939605951309204,0.6395021677017212
py_indent,read,4.0,21,40,0.7042871117591858,1.6658878326416016,1.644707441329956,0.5581397414207458,1.853607177734375,0.6294743418693542
py_indent,read,4.0,22,40,0.7335196733474731,1.639282464981079,1.6268993616104126,0.5709878206253052,1.818446397781372,0.6410883665084839
py_indent,read,4.0,23,40,0.6373379826545715,2.0140247344970703,1.9569203853607178,0.7471021413803101,1.4843060970306396,0.4706794321537018
py_indent,read,4.0,24,40,0.5916376113891602,1.9538013935089111,2.291306495666504,0.6344475746154785,1.5527408123016357,0.4928939938545227
py_indent,read,4.0,25,40,0.5840549468994141,1.4634923934936523,1.5647631883621216,0.5362658500671387,1.631909966468811,0.5796927213668823
py_indent,read,4.0,26,40,0.6009565591812134,1.2359155416488647,1.3716816902160645,0.520159125328064,1.4339714050292969,0.5742160081863403
py_indent,read,4.0,27,40,0.6258220076560974,1.213327169418335,1.355772614479065,0.5196376442909241,1.4038162231445312,0.576749861240387
py_indent,read,4.0,28,40,0.6498618721961975,1.3124659061431885,1.7968342304229736,0.5519805550575256,1.61870539188385,0.6232131719589233
py_indent,read,8.0,20,40,0.5714697241783142,1.9402859210968018,1.9712188243865967,0.5042219161987305,2.5074899196624756,0.6395021677017212
py_indent,read,8.0,21,40,0.580773115158081,1.6851592063903809,1.7536770105361938,0.4607113301753998,2.4079372882843018,0.6294743418693542
py_indent,read,8.0,22,40,0.6186941862106323,1.6981635093688965,1.7486461400985718,0.48104023933410645,2.3334097862243652,0.6410883665084839
py_indent,read,8.0,23,40,0.5580307245254517,2.680034637451172,1.9758851528167725,0.6076332330703735,1.6985172033309937,0.4706794321537018
py_indent,read,8.0,24,40,0.5050255656242371,2.136148691177368,2.1818931102752686,0.5275900959968567,1.7784111499786377,0.4928939938545227
py_indent,read,8.0,25,40,0.516721248626709,1.4559698104858398,1.554943323135376,0.48311859369277954,1.7947044372558594,0.5796927213668823
py_indent,read,8.0,26,40,0.5278183817863464,1.2461307048797607,1.3487313985824585,0.46675825119018555,1.56565260887146,0.5742160081863403
py_indent,read,8.0,27,40,0.5556159019470215,1.2239675521850586,1.3914110660552979,0.47895365953445435,1.5597690343856812,0.576749861240387
py_indent,read,8.0,28,40,0.5665322542190552,1.3234926462173462,1.834376573562622,0.48829394578933716,1.8290523290634155,0.6232131719589233
py_indent,ctrl_family,0.5,20,40,0.15219558775424957,0.023655954748392105,0.022885829210281372,0.09247327595949173,0.1492340862751007,0.6395021677017212
py_indent,ctrl_family,0.5,21,40,0.15905281901359558,0.024284955114126205,0.02607652172446251,0.11137981712818146,0.13992568850517273,0.6294743418693542
py_indent,ctrl_family,0.5,22,40,0.15866127610206604,0.019806940108537674,0.023387890309095383,0.10398862510919571,0.13382041454315186,0.6410883665084839
py_indent,ctrl_family,0.5,23,40,0.02649381197988987,-0.006755790673196316,-0.007398439105600119,-0.07354485988616943,0.05182672291994095,0.4706794321537018
py_indent,ctrl_family,0.5,24,40,0.044219277799129486,-0.0038331416435539722,-0.004300928674638271,-0.035316936671733856,0.054501332342624664,0.4928939938545227
py_indent,ctrl_family,0.5,25,40,0.02584187313914299,-0.0008976396638900042,-0.0012715719640254974,-0.016986126080155373,0.0425264947116375,0.5796927213668823
py_indent,ctrl_family,0.5,26,40,0.05477140098810196,0.0012599420733749866,0.001015553716570139,0.010884624905884266,0.037036556750535965,0.5742160081863403
py_indent,ctrl_family,0.5,27,40,0.08064804971218109,0.0022014575079083443,0.0034181904047727585,0.04041431471705437,0.036443013697862625,0.576749861240387
py_indent,ctrl_family,0.5,28,40,0.10740683227777481,0.001280339085496962,0.002089153043925762,0.020495839416980743,0.03855472058057785,0.6232131719589233
py_indent,ctrl_family,1.0,20,40,0.20031523704528809,0.05684291571378708,0.053088344633579254,0.13846571743488312,0.23741190135478973,0.6395021677017212
py_indent,ctrl_family,1.0,21,40,0.2170661985874176,0.059090226888656616,0.057425178587436676,0.1571662724018097,0.22346381843090057,0.6294743418693542
py_indent,ctrl_family,1.0,22,40,0.22458162903785706,0.049824438989162445,0.052845556288957596,0.15269403159618378,0.21273377537727356,0.6410883665084839
py_indent,ctrl_family,1.0,23,40,0.047783058136701584,-0.012755738571286201,-0.012407314963638783,-0.07457554340362549,0.09460864961147308,0.4706794321537018
py_indent,ctrl_family,1.0,24,40,0.06439787894487381,-0.0064227767288684845,-0.00654612947255373,-0.030640538781881332,0.10100896656513214,0.4928939938545227
py_indent,ctrl_family,1.0,25,40,0.03998212888836861,-0.0012801598059013486,-0.0025092458818107843,-0.017190884798765182,0.07913710176944733,0.5796927213668823
py_indent,ctrl_family,1.0,26,40,0.06474028527736664,0.002135096350684762,0.001307983766309917,0.007384465541690588,0.06856296211481094,0.5742160081863403
py_indent,ctrl_family,1.0,27,40,0.08712182939052582,0.0043809618800878525,0.005658687092363834,0.03688426688313484,0.06616103649139404,0.576749861240387
py_indent,ctrl_family,1.0,28,40,0.12349281460046768,-0.0010702204890549183,-0.0014213577378541231,-0.0039827534928917885,0.06777331233024597,0.6232131719589233
py_indent,ctrl_family,2.0,20,40,0.2750166952610016,0.14497005939483643,0.15073280036449432,0.20701093971729279,0.45839738845825195,0.6395021677017212
py_indent,ctrl_family,2.0,21,40,0.3083975911140442,0.16659404337406158,0.16524477303028107,0.2314765900373459,0.4348483085632324,0.6294743418693542
py_indent,ctrl_family,2.0,22,40,0.32395774126052856,0.15033569931983948,0.15649712085723877,0.2293197214603424,0.4129713177680969,0.6410883665084839
py_indent,ctrl_family,2.0,23,40,0.08914632350206375,-0.01994764804840088,-0.017347823828458786,-0.05876580625772476,0.19113712012767792,0.4706794321537018
py_indent,ctrl_family,2.0,24,40,0.10497589409351349,-0.0032647643238306046,-0.003276315750554204,-0.012027650140225887,0.20234639942646027,0.4928939938545227
py_indent,ctrl_family,2.0,25,40,0.08009925484657288,0.004026157781481743,0.0006434723036363721,0.0012305151904001832,0.1584274023771286,0.5796927213668823
py_indent,ctrl_family,2.0,26,40,0.10787329822778702,0.008243447169661522,0.008220559917390347,0.028375893831253052,0.13726966083049774,0.5742160081863403
py_indent,ctrl_family,2.0,27,40,0.13019883632659912,0.012344753369688988,0.01663680374622345,0.05551118776202202,0.13328368961811066,0.576749861240387
py_indent,ctrl_family,2.0,28,40,0.16024842858314514,0.002751213265582919,-0.0029521523974835873,-0.005153640639036894,0.13514959812164307,0.6232131719589233
py_indent,ctrl_family,4.0,20,40,0.4357801079750061,0.7281903028488159,0.7581733465194702,0.38253793120384216,1.2794039249420166,0.6395021677017212
py_indent,ctrl_family,4.0,21,40,0.48637524247169495,0.7743515372276306,0.8200825452804565,0.40335845947265625,1.2806496620178223,0.6294743418693542
py_indent,ctrl_family,4.0,22,40,0.5146971940994263,0.6967391967773438,0.7703753709793091,0.40027689933776855,1.2205073833465576,0.6410883665084839
py_indent,ctrl_family,4.0,23,40,0.17137350142002106,0.002123607788234949,0.00955569464713335,-0.0030092797242105007,0.47833603620529175,0.4706794321537018
py_indent,ctrl_family,4.0,24,40,0.1801641285419464,0.040358155965805054,0.053496044129133224,0.041587430983781815,0.4835435748100281,0.4928939938545227
py_indent,ctrl_family,4.0,25,40,0.14751723408699036,0.032094985246658325,0.03158009797334671,0.044970352202653885,0.37798333168029785,0.5796927213668823
py_indent,ctrl_family,4.0,26,40,0.18459883332252502,0.04464443027973175,0.052716951817274094,0.08243528008460999,0.32946938276290894,0.5742160081863403
py_indent,ctrl_family,4.0,27,40,0.20194020867347717,0.049867577850818634,0.07156836986541748,0.1034657210111618,0.3339485228061676,0.576749861240387
py_indent,ctrl_family,4.0,28,40,0.21090564131736755,-0.009060117416083813,-0.030588407069444656,0.0006958320736885071,0.3530736267566681,0.6232131719589233
py_indent,ctrl_family,8.0,20,40,0.4298593997955322,1.4455654621124268,1.4135854244232178,0.4147716462612152,2.2265429496765137,0.6395021677017212
py_indent,ctrl_family,8.0,21,40,0.47296780347824097,1.6172268390655518,1.5694968700408936,0.42720285058021545,2.3444905281066895,0.6294743418693542
py_indent,ctrl_family,8.0,22,40,0.5013729333877563,1.4472014904022217,1.452446699142456,0.4155171811580658,2.2574191093444824,0.6410883665084839
py_indent,ctrl_family,8.0,23,40,0.24122104048728943,0.05345912277698517,0.08398006111383438,0.025100667029619217,0.9248959422111511,0.4706794321537018
py_indent,ctrl_family,8.0,24,40,0.26534169912338257,0.13804250955581665,0.16144709289073944,0.07905831187963486,0.8888683319091797,0.4928939938545227
py_indent,ctrl_family,8.0,25,40,0.2601311206817627,0.12276969850063324,0.11903931200504303,0.09501338005065918,0.7120348215103149,0.5796927213668823
py_indent,ctrl_family,8.0,26,40,0.3029356598854065,0.1464594155550003,0.16503560543060303,0.14157013595104218,0.6366575956344604,0.5742160081863403
py_indent,ctrl_family,8.0,27,40,0.30745312571525574,0.17121465504169464,0.1962132453918457,0.15406720340251923,0.6787063479423523,0.576749861240387
py_indent,ctrl_family,8.0,28,40,0.19176983833312988,-0.10910007357597351,-0.21464304625988007,-0.058526746928691864,0.7910584807395935,0.6232131719589233
py_indent,ctrl_random,0.5,20,40,0.08186478912830353,0.001261266996152699,0.0023230495862662792,0.017109528183937073,0.12668843567371368,0.6395021677017212
py_indent,ctrl_random,0.5,21,40,0.07829940319061279,0.004967501852661371,0.005657230503857136,0.033486634492874146,0.11762888729572296,0.6294743418693542
py_indent,ctrl_random,0.5,22,40,0.07715930044651031,0.005035599693655968,0.005188687238842249,0.03644102066755295,0.11019359529018402,0.6410883665084839
py_indent,ctrl_random,0.5,23,40,0.051455676555633545,0.0014357604086399078,0.002167683094739914,0.03948789834976196,0.03153089061379433,0.4706794321537018
py_indent,ctrl_random,0.5,24,40,0.09006748348474503,0.004033097065985203,0.004909791983664036,0.06966619193553925,0.03228382021188736,0.4928939938545227
py_indent,ctrl_random,0.5,25,40,0.162959024310112,0.005394592881202698,0.0055308290757238865,0.12912926077842712,0.02486739493906498,0.5796927213668823
py_indent,ctrl_random,0.5,26,40,0.16979949176311493,0.0047838762402534485,0.005581428296864033,0.13851714134216309,0.022342946380376816,0.5742160081863403
py_indent,ctrl_random,0.5,27,40,0.16329601407051086,0.005155101418495178,0.00597592955455184,0.13899178802967072,0.023137927055358887,0.576749861240387
py_indent,ctrl_random,0.5,28,40,0.09134185314178467,0.006723581813275814,0.004694798961281776,0.08982323110103607,0.026005292311310768,0.6232131719589233
py_indent,ctrl_random,1.0,20,40,0.10081398487091064,0.009449269622564316,0.008516870439052582,0.03517453745007515,0.18945133686065674,0.6395021677017212
py_indent,ctrl_random,1.0,21,40,0.10002653300762177,0.01076187938451767,0.010762250050902367,0.047658734023571014,0.17321431636810303,0.6294743418693542
py_indent,ctrl_random,1.0,22,40,0.10592204332351685,0.010317070409655571,0.01031532883644104,0.05588778108358383,0.1601322889328003,0.6410883665084839
py_indent,ctrl_random,1.0,23,40,0.0781714916229248,0.003533335169777274,0.0042206523939967155,0.04970177263021469,0.04933876544237137,0.4706794321537018
py_indent,ctrl_random,1.0,24,40,0.12623175978660583,0.008270608261227608,0.01019095815718174,0.08577122539281845,0.05155329033732414,0.4928939938545227
py_indent,ctrl_random,1.0,25,40,0.20325656235218048,0.010564791038632393,0.01136756781488657,0.15968981385231018,0.04031911492347717,0.5796927213668823
py_indent,ctrl_random,1.0,26,40,0.21379947662353516,0.00968486350029707,0.010956364683806896,0.17021653056144714,0.03559863567352295,0.5742160081863403
py_indent,ctrl_random,1.0,27,40,0.21086116135120392,0.009677674621343613,0.011283161118626595,0.17121277749538422,0.03544960170984268,0.576749861240387
py_indent,ctrl_random,1.0,28,40,0.14000992476940155,0.0058508445508778095,0.005287169478833675,0.10364614427089691,0.037348609417676926,0.6232131719589233
py_indent,ctrl_random,2.0,20,40,0.16438046097755432,0.0377739816904068,0.04126215726137161,0.08534039556980133,0.36073583364486694,0.6395021677017212
py_indent,ctrl_random,2.0,21,40,0.1843717396259308,0.048356302082538605,0.047279056161642075,0.10527229309082031,0.32892653346061707,0.6294743418693542
py_indent,ctrl_random,2.0,22,40,0.19099761545658112,0.04247819632291794,0.040983233600854874,0.10926155745983124,0.3045549988746643,0.6410883665084839
py_indent,ctrl_random,2.0,23,40,0.06801913678646088,0.008551282808184624,0.009368118830025196,0.05302732065320015,0.09685021638870239,0.4706794321537018
py_indent,ctrl_random,2.0,24,40,0.1257188767194748,0.017463959753513336,0.02019932121038437,0.09133366495370865,0.10148824751377106,0.4928939938545227
py_indent,ctrl_random,2.0,25,40,0.19838173687458038,0.020766811445355415,0.022099647670984268,0.15869159996509552,0.07910959422588348,0.5796927213668823
py_indent,ctrl_random,2.0,26,40,0.22178931534290314,0.019731368869543076,0.021628892049193382,0.17574505507946014,0.0694388598203659,0.5742160081863403
py_indent,ctrl_random,2.0,27,40,0.22967112064361572,0.020500868558883667,0.022934947162866592,0.1833612471818924,0.06821387261152267,0.576749861240387
py_indent,ctrl_random,2.0,28,40,0.2207564413547516,0.013064995408058167,0.01646742783486843,0.14908425509929657,0.0705551728606224,0.6232131719589233
py_indent,ctrl_random,4.0,20,40,0.32113832235336304,0.3800816237926483,0.3746057152748108,0.23809346556663513,1.052113652229309,0.6395021677017212
py_indent,ctrl_random,4.0,21,40,0.3651471734046936,0.4004271626472473,0.41975682973861694,0.2665649354457855,1.0143543481826782,0.6294743418693542
py_indent,ctrl_random,4.0,22,40,0.3790135979652405,0.3577103018760681,0.3988104462623596,0.2697901725769043,0.9650694727897644,0.6410883665084839
py_indent,ctrl_random,4.0,23,40,0.03821069747209549,0.024551771581172943,0.02528880536556244,0.04890882968902588,0.2981041967868805,0.4706794321537018
py_indent,ctrl_random,4.0,24,40,0.09628480672836304,0.042561788111925125,0.04960595816373825,0.07354451715946198,0.2998378872871399,0.4928939938545227
py_indent,ctrl_random,4.0,25,40,0.13353200256824493,0.040087971836328506,0.04201505705714226,0.10592927783727646,0.22731947898864746,0.5796927213668823
py_indent,ctrl_random,4.0,26,40,0.17188020050525665,0.04154858738183975,0.045506834983825684,0.13033778965473175,0.20004984736442566,0.5742160081863403
py_indent,ctrl_random,4.0,27,40,0.20979706943035126,0.05089978128671646,0.05668679624795914,0.15339216589927673,0.201580211520195,0.576749861240387
py_indent,ctrl_random,4.0,28,40,0.3017579913139343,0.06870225071907043,0.0835723727941513,0.19996118545532227,0.2512781023979187,0.6232131719589233
py_indent,ctrl_random,8.0,20,40,0.31254345178604126,0.747016429901123,0.7822349667549133,0.24325554072856903,2.1473729610443115,0.6395021677017212
py_indent,ctrl_random,8.0,21,40,0.34611743688583374,0.8425592184066772,0.9098609685897827,0.26100829243659973,2.270737409591675,0.6294743418693542
py_indent,ctrl_random,8.0,22,40,0.34806913137435913,0.7713088989257812,0.8062111735343933,0.2427229881286621,2.226698398590088,0.6410883665084839
py_indent,ctrl_random,8.0,23,40,0.04467664286494255,0.043544769287109375,0.02998594380915165,0.03487014025449753,0.670538067817688,0.4706794321537018
py_indent,ctrl_random,8.0,24,40,0.09713532030582428,0.06976426392793655,0.0766327828168869,0.05033141374588013,0.6827508807182312,0.4928939938545227
py_indent,ctrl_random,8.0,25,40,0.12384779751300812,0.06283210217952728,0.06228853017091751,0.06846819818019867,0.521915078163147,0.5796927213668823
py_indent,ctrl_random,8.0,26,40,0.15666420757770538,0.08203908801078796,0.0776541456580162,0.09620518237352371,0.4630621373653412,0.5742160081863403
py_indent,ctrl_random,8.0,27,40,0.19054168462753296,0.08292697370052338,0.08464153856039047,0.10429205745458603,0.47124919295310974,0.576749861240387
py_indent,ctrl_random,8.0,28,40,0.23853087425231934,0.13561174273490906,0.059494443237781525,0.13334998488426208,0.6207146644592285,0.6232131719589233
py2_except,read,0.5,20,40,0.8352136611938477,0.29616641998291016,0.2952612042427063,0.6872884035110474,0.33567729592323303,0.7831758260726929
py2_except,read,0.5,21,40,0.8429427146911621,0.30439677834510803,0.30159053206443787,0.6911593675613403,0.3413219451904297,0.7829660773277283
py2_except,read,0.5,22,40,0.8468334078788757,0.2975279986858368,0.2953408360481262,0.684697151184082,0.3387029767036438,0.7860931754112244
py2_except,read,0.5,23,40,0.919432520866394,0.37707221508026123,0.375247597694397,0.8842564821243286,0.3941604495048523,0.9296534657478333
py2_except,read,0.5,24,40,0.8688361048698425,0.33670514822006226,0.33014529943466187,0.8246896862983704,0.37093082070350647,0.9278762936592102
py2_except,read,0.5,25,40,0.8419080972671509,0.3356606960296631,0.33591628074645996,0.7959368824958801,0.38805899024009705,0.9203920364379883
py2_except,read,0.5,26,40,0.7940486669540405,0.3091864585876465,0.3129236102104187,0.7377313375473022,0.3853924870491028,0.911770224571228
py2_except,read,0.5,27,40,0.7533330917358398,0.31132131814956665,0.31214451789855957,0.6986109018325806,0.4059549868106842,0.9131946563720703
py2_except,read,0.5,28,40,0.8060358166694641,0.33095601201057434,0.33600592613220215,0.7704163789749146,0.4008518159389496,0.9308038949966431
py2_except,read,1.0,20,40,0.9485734701156616,0.8453643321990967,0.8371530771255493,0.7845562696456909,0.8339380025863647,0.7831758260726929
py2_except,read,1.0,21,40,0.9517503976821899,0.8355164527893066,0.835468590259552,0.7805318832397461,0.8355318903923035,0.7829660773277283
py2_except,read,1.0,22,40,0.9553121328353882,0.8259032964706421,0.8280280232429504,0.7789078950881958,0.832730770111084,0.7860931754112244
py2_except,read,1.0,23,40,0.986427903175354,0.9463925361633301,0.9479767084121704,0.9321889877319336,0.9456344842910767,0.9296534657478333
