family,style,k,n,accuracy,ci_lo,ci_hi,style_ok,wrong_style,unscorable,style_ok_but_unfaithful,judge_ok,capped,unjudged
comment_language,alt,4,200,0.565,0.496,0.632,0.595,0.04,0.365,0.03,0.935,0.405,0
comment_language,alt,8,186,0.478,0.408,0.55,0.495,0.032,0.473,0.016,0.952,0.382,0
c_comment_style,nat,0,200,0.325,0.264,0.393,0.41,0.0,0.59,0.085,0.825,0.47,0
c_comment_style,nat,1,200,0.645,0.577,0.708,0.68,0.0,0.32,0.035,0.875,0.305,0
c_comment_style,nat,2,200,0.885,0.833,0.922,0.9,0.0,0.1,0.015,0.98,0.335,0
c_comment_style,nat,3,200,0.73,0.665,0.787,0.755,0.0,0.245,0.025,0.875,0.295,0
c_comment_style,nat,4,200,0.885,0.833,0.922,0.9,0.0,0.1,0.015,0.975,0.31,0
c_comment_style,nat,8,200,0.78,0.718,0.832,0.82,0.0,0.18,0.04,0.875,0.28,0
c_comment_style,alt,0,200,0.005,0.001,0.028,0.005,0.345,0.65,0.0,0.8,0.44,0
c_comment_style,alt,1,200,0.5,0.431,0.569,0.555,0.09,0.355,0.055,0.88,0.415,0
c_comment_style,alt,2,200,0.675,0.607,0.736,0.7,0.18,0.12,0.025,0.955,0.415,0
c_comment_style,alt,3,200,0.74,0.675,0.796,0.77,0.005,0.225,0.03,0.96,0.35,0
c_comment_style,alt,4,200,0.775,0.712,0.827,0.805,0.075,0.12,0.03,0.96,0.335,0
c_comment_style,alt,8,200,0.76,0.696,0.814,0.795,0.045,0.16,0.035,0.905,0.25,0
sql_keyword_case,nat,0,200,0.67,0.602,0.731,0.77,0.06,0.17,0.1,0.72,0.495,0
sql_keyword_case,nat,1,200,0.945,0.904,0.969,1.0,0.0,0.0,0.055,0.945,0.36,0
sql_keyword_case,nat,2,200,0.905,0.856,0.938,0.985,0.0,0.015,0.08,0.92,0.34,0
sql_keyword_case,nat,3,200,0.945,0.904,0.969,0.98,0.01,0.01,0.035,0.96,0.27,0
sql_keyword_case,nat,4,200,0.885,0.833,0.922,0.97,0.005,0.025,0.085,0.905,0.25,0
sql_keyword_case,nat,8,200,0.925,0.88,0.954,0.98,0.0,0.02,0.055,0.94,0.21,0
sql_keyword_case,alt,0,200,0.01,0.003,0.036,0.03,0.805,0.165,0.02,0.695,0.555,0
sql_keyword_case,alt,1,200,0.785,0.723,0.836,0.925,0.055,0.02,0.14,0.85,0.445,0
sql_keyword_case,alt,2,200,0.865,0.811,0.906,0.965,0.015,0.02,0.1,0.895,0.33,0
sql_keyword_case,alt,3,200,0.76,0.696,0.814,0.9,0.05,0.05,0.14,0.845,0.275,0
sql_keyword_case,alt,4,200,0.87,0.816,0.91,0.935,0.025,0.04,0.065,0.92,0.29,0
sql_keyword_case,alt,8,200,0.885,0.833,0.922,0.965,0.005,0.03,0.08,0.91,0.23,0
sql_join_style,nat,0,183,0.842,0.782,0.887,0.869,0.022,0.109,0.027,0.967,0.191,0
sql_join_style,nat,1,183,0.77,0.704,0.825,0.803,0.0,0.197,0.033,0.967,0.158,0
sql_join_style,nat,2,183,0.869,0.812,0.91,0.885,0.0,0.115,0.016,0.956,0.153,0
sql_join_style,nat,3,183,0.858,0.8,0.901,0.913,0.0,0.087,0.055,0.94,0.093,0
sql_join_style,nat,4,183,0.913,0.863,0.945,0.945,0.005,0.049,0.033,0.956,0.104,0
sql_join_style,nat,8,112,0.804,0.72,0.867,0.884,0.009,0.107,0.08,0.893,0.286,0
sql_join_style,alt,0,183,0.011,0.003,0.039,0.011,0.88,0.109,0.0,0.967,0.153,0
sql_join_style,alt,1,183,0.683,0.612,0.746,0.705,0.022,0.273,0.022,0.956,0.191,0
sql_join_style,alt,2,183,0.503,0.431,0.574,0.53,0.055,0.415,0.027,0.923,0.087,0
sql_join_style,alt,3,183,0.596,0.523,0.664,0.617,0.148,0.235,0.022,0.94,0.142,0
sql_join_style,alt,4,183,0.749,0.681,0.806,0.754,0.049,0.197,0.005,0.978,0.104,0
sql_join_style,alt,8,112,0.705,0.615,0.782,0.723,0.036,0.241,0.018,0.946,0.277,0
r_assignment,nat,0,200,0.77,0.707,0.823,0.89,0.08,0.03,0.12,0.835,0.545,0
r_assignment,nat,1,200,0.815,0.755,0.863,0.95,0.04,0.01,0.135,0.855,0.335,0
r_assignment,nat,2,200,0.85,0.794,0.893,0.985,0.01,0.005,0.135,0.865,0.27,0
r_assignment,nat,3,200,0.89,0.839,0.926,0.99,0.01,0.0,0.1,0.9,0.195,0
r_assignment,nat,4,200,0.905,0.856,0.938,0.995,0.005,0.0,0.09,0.91,0.19,0
r_assignment,nat,8,195,0.928,0.883,0.957,1.0,0.0,0.0,0.072,0.928,0.226,0
r_assignment,alt,0,200,0.06,0.035,0.102,0.08,0.9,0.02,0.02,0.775,0.525,0
r_assignment,alt,1,200,0.63,0.561,0.694,0.805,0.105,0.09,0.175,0.75,0.44,0
r_assignment,alt,2,200,0.785,0.723,0.836,0.845,0.025,0.13,0.06,0.905,0.29,0
r_assignment,alt,3,200,0.785,0.723,0.836,0.87,0.02,0.11,0.085,0.885,0.215,0
r_assignment,alt,4,200,0.815,0.755,0.863,0.86,0.025,0.115,0.045,0.925,0.21,0
r_assignment,alt,8,195,0.846,0.789,0.89,0.908,0.021,0.072,0.062,0.923,0.21,0
rust_question,nat,0,165,0.655,0.579,0.723,0.745,0.067,0.188,0.091,0.891,0.212,0
rust_question,nat,1,165,0.703,0.629,0.767,0.727,0.024,0.248,0.024,0.952,0.224,0
rust_question,nat,2,165,0.855,0.793,0.9,0.903,0.018,0.079,0.048,0.921,0.206,0
rust_question,nat,3,165,0.794,0.726,0.849,0.842,0.006,0.152,0.048,0.952,0.145,0
rust_question,nat,4,165,0.8,0.732,0.854,0.855,0.024,0.121,0.055,0.933,0.152,0
rust_question,nat,8,147,0.816,0.746,0.871,0.884,0.014,0.102,0.068,0.898,0.15,0
rust_question,alt,0,165,0.036,0.017,0.077,0.042,0.776,0.182,0.006,0.891,0.261,0
rust_question,alt,1,165,0.703,0.629,0.767,0.8,0.085,0.115,0.097,0.806,0.388,0
rust_question,alt,2,165,0.594,0.518,0.666,0.642,0.279,0.079,0.048,0.897,0.376,0
rust_question,alt,3,165,0.824,0.759,0.875,0.885,0.073,0.042,0.061,0.891,0.339,0
rust_question,alt,4,165,0.594,0.518,0.666,0.661,0.23,0.109,0.067,0.867,0.339,0
rust_question,alt,8,147,0.741,0.665,0.805,0.816,0.129,0.054,0.075,0.864,0.34,0
bash_test,nat,0,200,0.185,0.137,0.245,0.2,0.73,0.07,0.015,0.92,0.26,0
bash_test,nat,1,200,0.865,0.811,0.906,0.88,0.0,0.12,0.015,0.98,0.1,0
bash_test,nat,2,200,0.915,0.868,0.946,0.96,0.025,0.015,0.045,0.955,0.21,0
bash_test,nat,3,200,0.88,0.828,0.918,0.905,0.0,0.095,0.025,0.975,0.1,0
bash_test,nat,4,200,0.87,0.816,0.91,0.95,0.01,0.04,0.08,0.905,0.22,0
bash_test,nat,8,196,0.852,0.796,0.895,0.944,0.0,0.056,0.092,0.903,0.327,0
bash_test,alt,0,200,0.675,0.607,0.736,0.725,0.205,0.07,0.05,0.9,0.275,0
bash_test,alt,1,200,0.875,0.822,0.914,0.875,0.015,0.11,0.0,1.0,0.06,0
bash_test,alt,2,200,0.665,0.597,0.727,0.72,0.26,0.02,0.055,0.915,0.21,0
bash_test,alt,3,200,0.92,0.874,0.95,0.94,0.03,0.03,0.02,0.97,0.085,0
bash_test,alt,4,200,0.765,0.702,0.818,0.815,0.13,0.055,0.05,0.93,0.215,0
bash_test,alt,8,196,0.74,0.674,0.796,0.821,0.117,0.061,0.082,0.888,0.281,0
php_array,nat,0,193,0.212,0.161,0.275,0.285,0.212,0.503,0.073,0.803,0.347,0
php_array,nat,1,193,0.368,0.303,0.438,0.389,0.057,0.554,0.021,0.87,0.28,0
php_array,nat,2,193,0.337,0.274,0.406,0.404,0.098,0.497,0.067,0.756,0.285,0
php_array,nat,3,193,0.404,0.337,0.475,0.461,0.031,0.508,0.057,0.876,0.197,0
php_array,nat,4,193,0.42,0.352,0.49,0.472,0.067,0.461,0.052,0.865,0.249,0
php_array,nat,8,178,0.461,0.389,0.534,0.534,0.017,0.449,0.073,0.882,0.23,0
php_array,alt,0,193,0.166,0.12,0.225,0.192,0.306,0.503,0.026,0.798,0.311,0
php_array,alt,1,193,0.425,0.357,0.495,0.466,0.083,0.451,0.041,0.876,0.259,0
php_array,alt,2,193,0.456,0.387,0.526,0.565,0.078,0.358,0.109,0.767,0.342,0
php_array,alt,3,193,0.409,0.342,0.48,0.487,0.047,0.466,0.078,0.85,0.176,0
php_array,alt,4,193,0.58,0.51,0.648,0.653,0.016,0.332,0.073,0.86,0.249,0
php_array,alt,8,178,0.584,0.511,0.654,0.708,0.022,0.27,0.124,0.815,0.32,0
