family,layer,rel_norm,split_half_cos,cos_read_write,n_nat,n_alt,tokens_per_prompt_nat,tokens_per_prompt_alt
us_uk,27,0.1184,0.991,0.506,200,200,4.08,4.38
us_uk,28,0.2271,0.99,0.51,200,200,4.08,4.38
ise_ize,1,0.239,0.994,0.156,200,200,4.0,5.53
ise_ize,2,0.2075,0.993,0.155,200,200,4.0,5.53
ise_ize,3,0.2693,0.995,0.123,200,200,4.0,5.53
ise_ize,4,0.2492,0.995,0.198,200,200,4.0,5.53
ise_ize,5,0.2046,0.994,0.153,200,200,4.0,5.53
ise_ize,6,0.2464,0.995,0.052,200,200,4.0,5.53
ise_ize,7,0.2098,0.995,0.108,200,200,4.0,5.53
ise_ize,8,0.2375,0.995,0.36,200,200,4.0,5.53
ise_ize,9,0.2021,0.995,0.315,200,200,4.0,5.53
ise_ize,10,0.2401,0.996,0.163,200,200,4.0,5.53
ise_ize,11,0.2491,0.996,0.34,200,200,4.0,5.53
ise_ize,12,0.3517,0.997,0.261,200,200,4.0,5.53
ise_ize,13,0.406,0.998,0.598,200,200,4.0,5.53
ise_ize,14,0.3179,0.997,0.445,200,200,4.0,5.53
ise_ize,15,0.2907,0.996,0.422,200,200,4.0,5.53
ise_ize,16,0.3109,0.996,0.423,200,200,4.0,5.53
ise_ize,17,0.3092,0.995,0.398,200,200,4.0,5.53
ise_ize,18,0.3088,0.995,0.448,200,200,4.0,5.53
ise_ize,19,0.3115,0.995,0.371,200,200,4.0,5.53
ise_ize,20,0.274,0.993,0.36,200,200,4.0,5.53
ise_ize,21,0.2648,0.993,0.461,200,200,4.0,5.53
ise_ize,22,0.2559,0.992,0.466,200,200,4.0,5.53
ise_ize,23,0.2443,0.991,0.422,200,200,4.0,5.53
ise_ize,24,0.2302,0.991,0.407,200,200,4.0,5.53
ise_ize,25,0.2146,0.99,0.424,200,200,4.0,5.53
ise_ize,26,0.1974,0.99,0.416,200,200,4.0,5.53
ise_ize,27,0.1732,0.99,0.403,200,200,4.0,5.53
ise_ize,28,0.2955,0.989,0.392,200,200,4.0,5.53
brit_t_past,1,0.3134,0.995,0.091,200,200,4.13,6.54
brit_t_past,2,0.2952,0.994,0.161,200,200,4.13,6.54
brit_t_past,3,0.3188,0.994,0.146,200,200,4.13,6.54
brit_t_past,4,0.3062,0.994,0.116,200,200,4.13,6.54
brit_t_past,5,0.2691,0.994,0.06,200,200,4.13,6.54
brit_t_past,6,0.3053,0.994,0.059,200,200,4.13,6.54
brit_t_past,7,0.2643,0.994,0.103,200,200,4.13,6.54
brit_t_past,8,0.2858,0.994,0.182,200,200,4.13,6.54
brit_t_past,9,0.2564,0.994,0.199,200,200,4.13,6.54
brit_t_past,10,0.2717,0.995,0.156,200,200,4.13,6.54
brit_t_past,11,0.2909,0.995,0.31,200,200,4.13,6.54
brit_t_past,12,0.3428,0.995,0.257,200,200,4.13,6.54
brit_t_past,13,0.3514,0.995,0.279,200,200,4.13,6.54
brit_t_past,14,0.3185,0.995,0.265,200,200,4.13,6.54
brit_t_past,15,0.3149,0.995,0.252,200,200,4.13,6.54
brit_t_past,16,0.3357,0.995,0.272,200,200,4.13,6.54
brit_t_past,17,0.3432,0.994,0.256,200,200,4.13,6.54
brit_t_past,18,0.3327,0.994,0.276,200,200,4.13,6.54
brit_t_past,19,0.3368,0.993,0.251,200,200,4.13,6.54
brit_t_past,20,0.3127,0.993,0.246,200,200,4.13,6.54
brit_t_past,21,0.2966,0.992,0.267,200,200,4.13,6.54
brit_t_past,22,0.3015,0.993,0.287,200,200,4.13,6.54
brit_t_past,23,0.2995,0.993,0.274,200,200,4.13,6.54
brit_t_past,24,0.2911,0.993,0.269,200,200,4.13,6.54
brit_t_past,25,0.2786,0.993,0.279,200,200,4.13,6.54
brit_t_past,26,0.2771,0.994,0.254,200,200,4.13,6.54
brit_t_past,27,0.2591,0.995,0.165,200,200,4.13,6.54
brit_t_past,28,0.3698,0.992,0.185,200,200,4.13,6.54
whilst,1,0.3587,0.998,0.185,200,200,4.0,4.04
whilst,2,0.3262,0.997,0.107,200,200,4.0,4.04
whilst,3,0.3844,0.998,0.049,200,200,4.0,4.04
whilst,4,0.351,0.997,0.009,200,200,4.0,4.04
whilst,5,0.2954,0.997,-0.006,200,200,4.0,4.04
whilst,6,0.363,0.997,-0.047,200,200,4.0,4.04
whilst,7,0.2957,0.997,0.026,200,200,4.0,4.04
whilst,8,0.3256,0.997,0.286,200,200,4.0,4.04
whilst,9,0.2549,0.996,0.198,200,200,4.0,4.04
whilst,10,0.2888,0.997,0.111,200,200,4.0,4.04
whilst,11,0.2967,0.997,0.33,200,200,4.0,4.04
whilst,12,0.3888,0.998,0.253,200,200,4.0,4.04
whilst,13,0.3776,0.998,0.27,200,200,4.0,4.04
whilst,14,0.3466,0.998,0.297,200,200,4.0,4.04
whilst,15,0.3134,0.998,0.28,200,200,4.0,4.04
whilst,16,0.336,0.998,0.242,200,200,4.0,4.04
whilst,17,0.3198,0.997,0.219,200,200,4.0,4.04
whilst,18,0.3118,0.997,0.249,200,200,4.0,4.04
whilst,19,0.3022,0.997,0.241,200,200,4.0,4.04
whilst,20,0.2648,0.997,0.233,200,200,4.0,4.04
whilst,21,0.2494,0.996,0.326,200,200,4.0,4.04
whilst,22,0.2348,0.996,0.359,200,200,4.0,4.04
whilst,23,0.221,0.996,0.345,200,200,4.0,4.04
whilst,24,0.205,0.995,0.352,200,200,4.0,4.04
whilst,25,0.1878,0.994,0.365,200,200,4.0,4.04
whilst,26,0.1703,0.994,0.371,200,200,4.0,4.04
whilst,27,0.1425,0.992,0.377,200,200,4.0,4.04
whilst,28,0.2382,0.991,0.384,200,200,4.0,4.04
contractions,1,0.249,0.997,0.068,200,200,6.49,6.37
contractions,2,0.2445,0.997,0.016,200,200,6.49,6.37
contractions,3,0.3106,0.997,0.064,200,200,6.49,6.37
contractions,4,0.3136,0.997,0.02,200,200,6.49,6.37
contractions,5,0.2785,0.996,0.054,200,200,6.49,6.37
contractions,6,0.3031,0.996,0.055,200,200,6.49,6.37
contractions,7,0.2818,0.996,0.122,200,200,6.49,6.37
contractions,8,0.3208,0.996,0.163,200,200,6.49,6.37
contractions,9,0.282,0.996,0.187,200,200,6.49,6.37
contractions,10,0.2849,0.996,0.15,200,200,6.49,6.37
contractions,11,0.2982,0.996,0.227,200,200,6.49,6.37
contractions,12,0.3597,0.996,0.234,200,200,6.49,6.37
contractions,13,0.3842,0.996,0.267,200,200,6.49,6.37
contractions,14,0.3509,0.996,0.303,200,200,6.49,6.37
contractions,15,0.3537,0.996,0.291,200,200,6.49,6.37
contractions,16,0.3967,0.996,0.34,200,200,6.49,6.37
contractions,17,0.4063,0.996,0.318,200,200,6.49,6.37
contractions,18,0.4031,0.996,0.322,200,200,6.49,6.37
contractions,19,0.4064,0.996,0.306,200,200,6.49,6.37
contractions,20,0.3732,0.995,0.28,200,200,6.49,6.37
contractions,21,0.3443,0.995,0.314,200,200,6.49,6.37
contractions,22,0.3253,0.994,0.293,200,200,6.49,6.37
contractions,23,0.3239,0.994,0.299,200,200,6.49,6.37
contractions,24,0.3078,0.994,0.293,200,200,6.49,6.37
contractions,25,0.2806,0.994,0.294,200,200,6.49,6.37
contractions,26,0.2514,0.994,0.266,200,200,6.49,6.37
contractions,27,0.2276,0.995,0.258,200,200,6.49,6.37
contractions,28,0.4193,0.994,0.21,200,200,6.49,6.37
ampersand,1,0.4526,1.0,-0.057,200,200,4.0,4.0
ampersand,2,0.4834,0.999,0.067,200,200,4.0,4.0
ampersand,3,0.5114,0.999,0.051,200,200,4.0,4.0
ampersand,4,0.4996,0.999,-0.037,200,200,4.0,4.0
ampersand,5,0.4544,0.999,-0.059,200,200,4.0,4.0
ampersand,6,0.5222,0.999,-0.038,200,200,4.0,4.0
ampersand,7,0.4454,0.998,-0.101,200,200,4.0,4.0
ampersand,8,0.5078,0.998,0.277,200,200,4.0,4.0
ampersand,9,0.4371,0.999,0.244,200,200,4.0,4.0
ampersand,10,0.4025,0.999,0.193,200,200,4.0,4.0
ampersand,11,0.3993,0.999,0.162,200,200,4.0,4.0
ampersand,12,0.4534,0.999,0.138,200,200,4.0,4.0
ampersand,13,0.4562,0.999,0.139,200,200,4.0,4.0
ampersand,14,0.4083,0.999,0.135,200,200,4.0,4.0
ampersand,15,0.3856,0.999,0.133,200,200,4.0,4.0
ampersand,16,0.3773,0.999,0.177,200,200,4.0,4.0
ampersand,17,0.3529,0.998,0.174,200,200,4.0,4.0
ampersand,18,0.3408,0.998,0.166,200,200,4.0,4.0
ampersand,19,0.3336,0.998,0.153,200,200,4.0,4.0
ampersand,20,0.3011,0.998,0.149,200,200,4.0,4.0
ampersand,21,0.2756,0.998,0.238,200,200,4.0,4.0
ampersand,22,0.259,0.997,0.223,200,200,4.0,4.0
ampersand,23,0.2505,0.997,0.221,200,200,4.0,4.0
ampersand,24,0.2386,0.997,0.216,200,200,4.0,4.0
ampersand,25,0.2222,0.996,0.22,200,200,4.0,4.0
ampersand,26,0.2047,0.996,0.236,200,200,4.0,4.0
ampersand,27,0.181,0.995,0.24,200,200,4.0,4.0
ampersand,28,0.3745,0.995,0.271,200,200,4.0,4.0
oxford_comma,1,0.1752,0.998,0.106,200,200,8.0,4.0
oxford_comma,2,0.2623,0.998,0.123,200,200,8.0,4.0
oxford_comma,3,0.3216,0.999,0.078,200,200,8.0,4.0
oxford_comma,4,0.3157,0.998,0.077,200,200,8.0,4.0
oxford_comma,5,0.2743,0.998,0.012,200,200,8.0,4.0
oxford_comma,6,0.2989,0.998,-0.061,200,200,8.0,4.0
oxford_comma,7,0.2641,0.998,-0.073,200,200,8.0,4.0
oxford_comma,8,0.2733,0.998,0.214,200,200,8.0,4.0
oxford_comma,9,0.2224,0.998,0.132,200,200,8.0,4.0
oxford_comma,10,0.2111,0.998,0.064,200,200,8.0,4.0
oxford_comma,11,0.2133,0.998,0.054,200,200,8.0,4.0
oxford_comma,12,0.2289,0.998,0.056,200,200,8.0,4.0
oxford_comma,13,0.2517,0.998,0.01,200,200,8.0,4.0
oxford_comma,14,0.2252,0.998,-0.087,200,200,8.0,4.0
oxford_comma,15,0.223,0.997,-0.114,200,200,8.0,4.0
oxford_comma,16,0.2322,0.997,-0.182,200,200,8.0,4.0
oxford_comma,17,0.2249,0.997,-0.203,200,200,8.0,4.0
oxford_comma,18,0.228,0.997,-0.215,200,200,8.0,4.0
oxford_comma,19,0.2214,0.997,-0.223,200,200,8.0,4.0
oxford_comma,20,0.2169,0.997,-0.28,200,200,8.0,4.0
oxford_comma,21,0.2031,0.996,-0.306,200,200,8.0,4.0
oxford_comma,22,0.1982,0.996,-0.348,200,200,8.0,4.0
oxford_comma,23,0.2,0.996,-0.317,200,200,8.0,4.0
oxford_comma,24,0.1979,0.996,-0.305,200,200,8.0,4.0
oxford_comma,25,0.1891,0.995,-0.299,200,200,8.0,4.0
oxford_comma,26,0.1814,0.995,-0.295,200,200,8.0,4.0
oxford_comma,27,0.1761,0.996,-0.278,200,200,8.0,4.0
oxford_comma,28,0.3258,0.993,-0.313,200,200,8.0,4.0
curly_quotes,1,0.3483,1.0,0.096,200,200,8.0,16.02
curly_quotes,2,0.3508,1.0,0.113,200,200,8.0,16.02
curly_quotes,3,0.3645,0.999,0.211,200,200,8.0,16.02
curly_quotes,4,0.3596,0.999,0.209,200,200,8.0,16.02
curly_quotes,5,0.3136,0.999,0.195,200,200,8.0,16.02
curly_quotes,6,0.36,0.999,0.213,200,200,8.0,16.02
curly_quotes,7,0.3145,0.998,0.22,200,200,8.0,16.02
curly_quotes,8,0.3587,0.998,0.231,200,200,8.0,16.02
curly_quotes,9,0.3242,0.998,0.184,200,200,8.0,16.02
curly_quotes,10,0.3333,0.998,0.163,200,200,8.0,16.02
curly_quotes,11,0.3473,0.998,0.102,200,200,8.0,16.02
curly_quotes,12,0.4032,0.998,0.066,200,200,8.0,16.02
curly_quotes,13,0.4355,0.998,0.072,200,200,8.0,16.02
curly_quotes,14,0.3844,0.997,0.032,200,200,8.0,16.02
curly_quotes,15,0.3896,0.997,0.055,200,200,8.0,16.02
curly_quotes,16,0.4141,0.997,0.104,200,200,8.0,16.02
curly_quotes,17,0.4133,0.996,0.079,200,200,8.0,16.02
curly_quotes,18,0.4154,0.996,0.083,200,200,8.0,16.02
curly_quotes,19,0.4095,0.994,0.044,200,200,8.0,16.02
curly_quotes,20,0.375,0.992,0.029,200,200,8.0,16.02
curly_quotes,21,0.3424,0.991,0.059,200,200,8.0,16.02
curly_quotes,22,0.3264,0.988,0.059,200,200,8.0,16.02
curly_quotes,23,0.3211,0.987,0.051,200,200,8.0,16.02
curly_quotes,24,0.3119,0.987,0.054,200,200,8.0,16.02
curly_quotes,25,0.3036,0.987,0.071,200,200,8.0,16.02
curly_quotes,26,0.3179,0.99,0.061,200,200,8.0,16.02
curly_quotes,27,0.3168,0.991,0.129,200,200,8.0,16.02
curly_quotes,28,0.5446,0.986,0.144,200,200,8.0,16.02
quote_punct,1,0.3169,1.0,-0.0,200,200,4.09,4.0
quote_punct,2,0.3232,1.0,-0.015,200,200,4.09,4.0
quote_punct,3,0.396,1.0,-0.014,200,200,4.09,4.0
quote_punct,4,0.3952,1.0,-0.074,200,200,4.09,4.0
quote_punct,5,0.3081,0.999,-0.127,200,200,4.09,4.0
quote_punct,6,0.3489,0.999,-0.181,200,200,4.09,4.0
quote_punct,7,0.2821,0.999,-0.183,200,200,4.09,4.0
quote_punct,8,0.3097,0.999,0.19,200,200,4.09,4.0
quote_punct,9,0.2478,0.999,-0.035,200,200,4.09,4.0
quote_punct,10,0.2303,0.998,-0.077,200,200,4.09,4.0
quote_punct,11,0.2223,0.998,-0.079,200,200,4.09,4.0
quote_punct,12,0.2501,0.998,-0.082,200,200,4.09,4.0
quote_punct,13,0.2599,0.998,-0.09,200,200,4.09,4.0
quote_punct,14,0.2093,0.998,-0.103,200,200,4.09,4.0
quote_punct,15,0.1917,0.998,-0.107,200,200,4.09,4.0
quote_punct,16,0.1976,0.997,-0.094,200,200,4.09,4.0
quote_punct,17,0.1884,0.997,-0.097,200,200,4.09,4.0
quote_punct,18,0.1785,0.996,-0.073,200,200,4.09,4.0
quote_punct,19,0.1631,0.996,-0.071,200,200,4.09,4.0
quote_punct,20,0.1425,0.995,-0.079,200,200,4.09,4.0
quote_punct,21,0.1303,0.994,-0.054,200,200,4.09,4.0
quote_punct,22,0.1215,0.994,-0.05,200,200,4.09,4.0
quote_punct,23,0.1137,0.993,-0.051,200,200,4.09,4.0
quote_punct,24,0.106,0.993,-0.049,200,200,4.09,4.0
quote_punct,25,0.1005,0.992,-0.07,200,200,4.09,4.0
quote_punct,26,0.0916,0.991,-0.061,200,200,4.09,4.0
quote_punct,27,0.0791,0.991,-0.044,200,200,4.09,4.0
quote_punct,28,0.1461,0.99,-0.02,200,200,4.09,4.0
em_dash,1,0.4774,1.0,0.048,200,200,4.0,4.04
em_dash,2,0.473,1.0,0.063,200,200,4.0,4.04
em_dash,3,0.4772,0.999,0.059,200,200,4.0,4.04
em_dash,4,0.465,0.999,0.043,200,200,4.0,4.04
em_dash,5,0.3891,0.999,0.02,200,200,4.0,4.04
em_dash,6,0.3953,0.999,0.034,200,200,4.0,4.04
em_dash,7,0.33,0.998,-0.019,200,200,4.0,4.04
em_dash,8,0.3567,0.998,0.28,200,200,4.0,4.04
em_dash,9,0.325,0.998,0.246,200,200,4.0,4.04
em_dash,10,0.3006,0.998,0.21,200,200,4.0,4.04
em_dash,11,0.2929,0.997,0.132,200,200,4.0,4.04
em_dash,12,0.3552,0.998,0.058,200,200,4.0,4.04
em_dash,13,0.3664,0.998,0.054,200,200,4.0,4.04
em_dash,14,0.3155,0.998,0.041,200,200,4.0,4.04
em_dash,15,0.3126,0.998,0.03,200,200,4.0,4.04
em_dash,16,0.3598,0.998,0.19,200,200,4.0,4.04
em_dash,17,0.325,0.998,0.162,200,200,4.0,4.04
em_dash,18,0.3246,0.998,0.249,200,200,4.0,4.04
em_dash,19,0.334,0.998,0.216,200,200,4.0,4.04
em_dash,20,0.3071,0.998,0.191,200,200,4.0,4.04
em_dash,21,0.294,0.998,0.246,200,200,4.0,4.04
em_dash,22,0.2757,0.998,0.24,200,200,4.0,4.04
em_dash,23,0.3009,0.997,0.206,200,200,4.0,4.04
em_dash,24,0.2848,0.997,0.205,200,200,4.0,4.04
em_dash,25,0.292,0.997,0.191,200,200,4.0,4.04
em_dash,26,0.2783,0.997,0.196,200,200,4.0,4.04
em_dash,27,0.2532,0.996,0.247,200,200,4.0,4.04
em_dash,28,0.424,0.995,0.178,200,200,4.0,4.04
ellipsis,1,0.3742,1.0,0.089,200,200,4.0,4.0
ellipsis,2,0.3562,1.0,-0.008,200,200,4.0,4.0
ellipsis,3,0.4357,1.0,0.004,200,200,4.0,4.0
ellipsis,4,0.4445,1.0,-0.083,200,200,4.0,4.0
ellipsis,5,0.3401,0.999,-0.088,200,200,4.0,4.0
ellipsis,6,0.3741,0.999,-0.117,200,200,4.0,4.0
ellipsis,7,0.3441,0.999,-0.166,200,200,4.0,4.0
ellipsis,8,0.3654,0.999,0.175,200,200,4.0,4.0
ellipsis,9,0.2981,0.999,0.137,200,200,4.0,4.0
ellipsis,10,0.2909,0.999,0.105,200,200,4.0,4.0
ellipsis,11,0.2832,0.999,0.041,200,200,4.0,4.0
ellipsis,12,0.3273,0.999,0.02,200,200,4.0,4.0
ellipsis,13,0.335,0.999,0.021,200,200,4.0,4.0
ellipsis,14,0.2763,0.999,0.001,200,200,4.0,4.0
ellipsis,15,0.2588,0.999,0.008,200,200,4.0,4.0
ellipsis,16,0.2686,0.999,0.059,200,200,4.0,4.0
ellipsis,17,0.258,0.998,0.059,200,200,4.0,4.0
ellipsis,18,0.2502,0.998,0.16,200,200,4.0,4.0
ellipsis,19,0.2344,0.998,0.15,200,200,4.0,4.0
ellipsis,20,0.2073,0.998,0.152,200,200,4.0,4.0
ellipsis,21,0.1923,0.998,0.231,200,200,4.0,4.0
ellipsis,22,0.1775,0.998,0.23,200,200,4.0,4.0
ellipsis,23,0.1705,0.997,0.221,200,200,4.0,4.0
ellipsis,24,0.1619,0.997,0.217,200,200,4.0,4.0
ellipsis,25,0.1539,0.997,0.232,200,200,4.0,4.0
ellipsis,26,0.1409,0.997,0.189,200,200,4.0,4.0
ellipsis,27,0.1242,0.996,0.248,200,200,4.0,4.0
ellipsis,28,0.2142,0.996,0.229,200,200,4.0,4.0
num_words,1,0.3725,0.999,0.062,200,200,4.0,4.0
num_words,2,0.386,0.999,0.042,200,200,4.0,4.0
num_words,3,0.4073,0.998,0.057,200,200,4.0,4.0
num_words,4,0.3814,0.998,0.095,200,200,4.0,4.0
num_words,5,0.3258,0.997,0.09,200,200,4.0,4.0
num_words,6,0.3627,0.997,0.15,200,200,4.0,4.0
num_words,7,0.3066,0.997,0.155,200,200,4.0,4.0
num_words,8,0.3273,0.997,0.192,200,200,4.0,4.0
num_words,9,0.2859,0.997,0.231,200,200,4.0,4.0
num_words,10,0.2776,0.997,0.205,200,200,4.0,4.0
num_words,11,0.2684,0.997,0.167,200,200,4.0,4.0
num_words,12,0.3175,0.997,0.147,200,200,4.0,4.0
num_words,13,0.3159,0.997,0.141,200,200,4.0,4.0
num_words,14,0.3194,0.998,0.16,200,200,4.0,4.0
num_words,15,0.3065,0.998,0.14,200,200,4.0,4.0
num_words,16,0.3255,0.998,0.125,200,200,4.0,4.0
num_words,17,0.3143,0.998,0.105,200,200,4.0,4.0
num_words,18,0.3245,0.998,0.072,200,200,4.0,4.0
num_words,19,0.3231,0.998,0.029,200,200,4.0,4.0
num_words,20,0.2991,0.998,0.032,200,200,4.0,4.0
num_words,21,0.2839,0.998,0.059,200,200,4.0,4.0
num_words,22,0.2692,0.997,0.06,200,200,4.0,4.0
num_words,23,0.2632,0.997,0.056,200,200,4.0,4.0
num_words,24,0.2429,0.997,0.065,200,200,4.0,4.0
num_words,25,0.2204,0.997,0.079,200,200,4.0,4.0
num_words,26,0.208,0.996,0.129,200,200,4.0,4.0
num_words,27,0.1814,0.996,0.116,200,200,4.0,4.0
num_words,28,0.3358,0.996,0.129,200,200,4.0,4.0
percent_sign,1,0.4886,1.0,0.02,200,200,4.0,4.0
percent_sign,2,0.4789,1.0,0.09,200,200,4.0,4.0
percent_sign,3,0.4653,0.999,0.071,200,200,4.0,4.0
percent_sign,4,0.4444,0.999,0.046,200,200,4.0,4.0
percent_sign,5,0.3823,0.999,-0.054,200,200,4.0,4.0
