family,style,k,n,accuracy,ci_lo,ci_hi,style_ok,wrong_style,unscorable,style_ok_but_unfaithful,judge_ok,capped,unjudged
double_space,nat,4,200,0.995,0.972,0.999,1.0,0.0,0.0,0.005,0.995,0.0,0
double_space,alt,0,200,0.005,0.001,0.028,0.005,0.99,0.005,0.0,0.96,0.01,0
double_space,alt,1,200,0.285,0.227,0.351,0.3,0.7,0.0,0.015,0.975,0.015,0
double_space,alt,2,200,0.775,0.712,0.827,0.795,0.2,0.005,0.02,0.975,0.0,0
double_space,alt,3,200,0.88,0.828,0.918,0.895,0.105,0.0,0.015,0.985,0.005,0
double_space,alt,4,200,0.87,0.816,0.91,0.9,0.1,0.0,0.03,0.965,0.0,0
us_uk,nat,0,200,0.765,0.702,0.818,0.785,0.02,0.195,0.02,0.98,0.0,0
us_uk,nat,1,200,0.79,0.728,0.841,0.8,0.03,0.17,0.01,0.985,0.005,0
us_uk,nat,2,200,0.825,0.766,0.871,0.83,0.04,0.13,0.005,0.985,0.0,0
us_uk,nat,3,200,0.805,0.745,0.854,0.815,0.025,0.16,0.01,0.98,0.0,0
us_uk,nat,4,200,0.81,0.75,0.858,0.81,0.045,0.145,0.0,1.0,0.0,0
us_uk,alt,0,200,0.04,0.02,0.077,0.04,0.775,0.185,0.0,0.995,0.0,0
us_uk,alt,1,200,0.435,0.368,0.504,0.445,0.385,0.17,0.01,0.975,0.0,0
us_uk,alt,2,200,0.535,0.466,0.603,0.55,0.34,0.11,0.015,0.975,0.0,0
us_uk,alt,3,200,0.595,0.526,0.661,0.605,0.21,0.185,0.01,0.965,0.0,0
us_uk,alt,4,200,0.64,0.571,0.703,0.645,0.175,0.18,0.005,0.985,0.0,0
ise_ize,nat,0,200,0.86,0.805,0.901,0.905,0.005,0.09,0.045,0.94,0.0,0
ise_ize,nat,1,200,0.88,0.828,0.918,0.9,0.0,0.1,0.02,0.975,0.0,0
ise_ize,nat,2,200,0.86,0.805,0.901,0.87,0.0,0.13,0.01,0.99,0.0,0
ise_ize,nat,3,200,0.875,0.822,0.914,0.88,0.0,0.12,0.005,0.99,0.005,0
ise_ize,nat,4,200,0.88,0.828,0.918,0.895,0.0,0.105,0.015,0.985,0.0,0
ise_ize,alt,0,200,0.005,0.001,0.028,0.005,0.95,0.045,0.0,0.985,0.0,0
ise_ize,alt,1,200,0.515,0.446,0.583,0.53,0.355,0.115,0.015,0.965,0.0,0
ise_ize,alt,2,200,0.62,0.551,0.684,0.64,0.23,0.13,0.02,0.975,0.005,0
ise_ize,alt,3,200,0.685,0.618,0.745,0.695,0.17,0.135,0.01,0.99,0.005,0
ise_ize,alt,4,200,0.685,0.618,0.745,0.7,0.155,0.145,0.015,0.975,0.0,0
brit_t_past,nat,0,200,0.78,0.718,0.832,0.805,0.065,0.13,0.025,0.965,0.005,0
brit_t_past,nat,1,200,0.73,0.665,0.787,0.76,0.045,0.195,0.03,0.95,0.01,0
brit_t_past,nat,2,200,0.695,0.628,0.755,0.715,0.09,0.195,0.02,0.945,0.005,0
brit_t_past,nat,3,200,0.64,0.571,0.703,0.67,0.1,0.23,0.03,0.965,0.01,0
brit_t_past,nat,4,200,0.725,0.659,0.782,0.745,0.055,0.2,0.02,0.98,0.005,0
brit_t_past,alt,0,200,0.03,0.014,0.064,0.03,0.82,0.15,0.0,0.975,0.01,0
brit_t_past,alt,1,200,0.13,0.09,0.184,0.145,0.615,0.24,0.015,0.945,0.005,0
brit_t_past,alt,2,200,0.22,0.168,0.282,0.225,0.585,0.19,0.005,0.955,0.005,0
brit_t_past,alt,3,200,0.145,0.103,0.2,0.16,0.58,0.26,0.015,0.94,0.005,0
brit_t_past,alt,4,200,0.265,0.209,0.33,0.275,0.5,0.225,0.01,0.96,0.005,0
whilst,nat,0,200,0.72,0.654,0.778,0.725,0.01,0.265,0.005,0.99,0.0,0
whilst,nat,1,200,0.69,0.623,0.75,0.695,0.035,0.27,0.005,0.985,0.005,0
whilst,nat,2,200,0.77,0.707,0.823,0.78,0.05,0.17,0.01,0.99,0.0,0
whilst,nat,3,200,0.675,0.607,0.736,0.685,0.055,0.26,0.01,0.99,0.0,0
whilst,nat,4,200,0.71,0.644,0.768,0.725,0.085,0.19,0.015,0.97,0.0,0
whilst,alt,0,200,0.005,0.001,0.028,0.005,0.8,0.195,0.0,0.99,0.0,0
whilst,alt,1,200,0.11,0.074,0.161,0.115,0.625,0.26,0.005,0.99,0.005,0
whilst,alt,2,200,0.27,0.213,0.335,0.27,0.53,0.2,0.0,0.97,0.0,0
whilst,alt,3,200,0.38,0.316,0.449,0.385,0.355,0.26,0.005,0.97,0.0,0
whilst,alt,4,200,0.455,0.387,0.524,0.465,0.295,0.24,0.01,0.965,0.0,0
contractions,nat,0,200,0.425,0.359,0.494,0.435,0.425,0.14,0.01,0.98,0.0,0
contractions,nat,1,200,0.68,0.612,0.741,0.705,0.165,0.13,0.025,0.97,0.0,0
contractions,nat,2,200,0.79,0.728,0.841,0.795,0.135,0.07,0.005,0.995,0.0,0
contractions,nat,3,200,0.8,0.739,0.85,0.815,0.11,0.075,0.015,0.98,0.0,0
contractions,nat,4,200,0.825,0.766,0.871,0.84,0.1,0.06,0.015,0.975,0.0,0
contractions,alt,0,200,0.42,0.354,0.489,0.435,0.405,0.16,0.015,0.97,0.0,0
contractions,alt,1,200,0.485,0.417,0.554,0.49,0.395,0.115,0.005,0.99,0.0,0
contractions,alt,2,200,0.58,0.511,0.646,0.595,0.31,0.095,0.015,0.975,0.0,0
contractions,alt,3,200,0.685,0.618,0.745,0.7,0.245,0.055,0.015,0.97,0.0,0
contractions,alt,4,200,0.68,0.612,0.741,0.685,0.27,0.045,0.005,0.99,0.0,0
ampersand,nat,0,200,0.96,0.923,0.98,0.975,0.0,0.025,0.015,0.985,0.0,0
ampersand,nat,1,200,0.99,0.964,0.997,0.99,0.0,0.01,0.0,0.99,0.0,0
ampersand,nat,2,200,0.97,0.936,0.986,0.98,0.0,0.02,0.01,0.99,0.0,0
ampersand,nat,3,200,0.95,0.91,0.973,0.975,0.0,0.025,0.025,0.975,0.0,0
ampersand,nat,4,200,0.96,0.923,0.98,0.965,0.0,0.035,0.005,0.99,0.0,0
ampersand,alt,0,200,0.0,0.0,0.019,0.0,0.98,0.02,0.0,0.98,0.0,0
ampersand,alt,1,200,0.355,0.292,0.423,0.365,0.6,0.035,0.01,0.965,0.0,0
ampersand,alt,2,200,0.57,0.501,0.637,0.585,0.355,0.06,0.015,0.97,0.0,0
ampersand,alt,3,200,0.675,0.607,0.736,0.68,0.3,0.02,0.005,0.985,0.0,0
ampersand,alt,4,200,0.715,0.649,0.773,0.735,0.25,0.015,0.02,0.975,0.0,0
oxford_comma,nat,0,200,0.765,0.702,0.818,0.77,0.225,0.005,0.005,0.995,0.0,0
oxford_comma,nat,1,200,0.93,0.886,0.958,0.935,0.055,0.01,0.005,0.995,0.005,0
oxford_comma,nat,2,200,0.94,0.898,0.965,0.95,0.035,0.015,0.01,0.99,0.01,0
oxford_comma,nat,3,200,0.96,0.923,0.98,0.97,0.03,0.0,0.01,0.99,0.0,0
oxford_comma,nat,4,200,0.945,0.904,0.969,0.945,0.045,0.01,0.0,1.0,0.0,0
oxford_comma,alt,0,200,0.21,0.159,0.272,0.21,0.78,0.01,0.0,0.995,0.0,0
oxford_comma,alt,1,200,0.77,0.707,0.823,0.775,0.225,0.0,0.005,0.995,0.0,0
oxford_comma,alt,2,200,0.725,0.659,0.782,0.745,0.24,0.015,0.02,0.98,0.0,0
oxford_comma,alt,3,200,0.79,0.728,0.841,0.795,0.205,0.0,0.005,0.995,0.0,0
oxford_comma,alt,4,200,0.775,0.712,0.827,0.78,0.2,0.02,0.005,0.99,0.0,0
curly_quotes,nat,0,200,0.605,0.536,0.67,0.685,0.1,0.215,0.08,0.915,0.005,0
curly_quotes,nat,1,200,0.91,0.862,0.942,0.965,0.0,0.035,0.055,0.945,0.0,0
curly_quotes,nat,2,200,0.895,0.845,0.93,0.945,0.0,0.055,0.05,0.945,0.01,0
curly_quotes,nat,3,200,0.875,0.822,0.914,0.965,0.0,0.035,0.09,0.91,0.01,0
curly_quotes,nat,4,200,0.935,0.892,0.962,0.975,0.0,0.025,0.04,0.96,0.0,0
curly_quotes,alt,0,200,0.07,0.042,0.114,0.075,0.735,0.19,0.005,0.945,0.005,0
curly_quotes,alt,1,200,0.785,0.723,0.836,0.835,0.11,0.055,0.05,0.95,0.0,0
curly_quotes,alt,2,200,0.855,0.8,0.897,0.9,0.05,0.05,0.045,0.95,0.005,0
curly_quotes,alt,3,200,0.855,0.8,0.897,0.905,0.055,0.04,0.05,0.95,0.005,0
curly_quotes,alt,4,200,0.895,0.845,0.93,0.93,0.055,0.015,0.035,0.965,0.005,0
quote_punct,nat,0,200,0.57,0.501,0.637,0.58,0.365,0.055,0.01,0.975,0.0,0
quote_punct,nat,1,200,0.945,0.904,0.969,0.945,0.035,0.02,0.0,0.99,0.005,0
quote_punct,nat,2,200,0.93,0.886,0.958,0.935,0.03,0.035,0.005,0.98,0.0,0
quote_punct,nat,3,200,0.96,0.923,0.98,0.97,0.015,0.015,0.01,0.99,0.0,0
quote_punct,nat,4,200,0.95,0.91,0.973,0.96,0.01,0.03,0.01,0.98,0.0,0
quote_punct,alt,0,200,0.32,0.259,0.388,0.32,0.61,0.07,0.0,0.985,0.005,0
quote_punct,alt,1,200,0.815,0.755,0.863,0.82,0.16,0.02,0.005,0.98,0.0,0
quote_punct,alt,2,200,0.905,0.856,0.938,0.91,0.075,0.015,0.005,0.995,0.0,0
quote_punct,alt,3,200,0.895,0.845,0.93,0.9,0.08,0.02,0.005,0.995,0.0,0
quote_punct,alt,4,200,0.93,0.886,0.958,0.93,0.06,0.01,0.0,1.0,0.0,0
em_dash,nat,0,200,0.36,0.297,0.429,0.405,0.365,0.23,0.045,0.91,0.005,0
em_dash,nat,1,200,0.95,0.91,0.973,0.985,0.0,0.015,0.035,0.96,0.0,0
em_dash,nat,2,200,0.88,0.828,0.918,0.915,0.0,0.085,0.035,0.955,0.01,0
em_dash,nat,3,200,0.965,0.93,0.983,0.985,0.0,0.015,0.02,0.975,0.0,0
em_dash,nat,4,200,0.915,0.868,0.946,0.95,0.0,0.05,0.035,0.965,0.005,0
em_dash,alt,0,200,0.355,0.292,0.423,0.365,0.415,0.22,0.01,0.945,0.005,0
em_dash,alt,1,200,0.93,0.886,0.958,0.975,0.0,0.025,0.045,0.95,0.0,0
em_dash,alt,2,200,0.89,0.839,0.926,0.91,0.02,0.07,0.02,0.95,0.005,0
em_dash,alt,3,200,0.915,0.868,0.946,0.925,0.0,0.075,0.01,0.95,0.015,0
em_dash,alt,4,200,0.88,0.828,0.918,0.925,0.0,0.075,0.045,0.935,0.005,0
ellipsis,nat,0,200,0.515,0.446,0.583,0.96,0.005,0.035,0.445,0.55,0.01,0
ellipsis,nat,1,200,0.675,0.607,0.736,0.935,0.0,0.065,0.26,0.73,0.0,0
ellipsis,nat,2,200,0.755,0.691,0.809,0.985,0.0,0.015,0.23,0.765,0.0,0
ellipsis,nat,3,200,0.79,0.728,0.841,0.975,0.005,0.02,0.185,0.815,0.0,0
ellipsis,nat,4,200,0.865,0.811,0.906,0.995,0.0,0.005,0.13,0.87,0.0,0
ellipsis,alt,0,200,0.015,0.005,0.043,0.015,0.94,0.045,0.0,0.05,0.005,0
ellipsis,alt,1,200,0.605,0.536,0.67,0.61,0.35,0.04,0.005,0.645,0.175,0
ellipsis,alt,2,200,0.695,0.628,0.755,0.705,0.255,0.04,0.01,0.72,0.215,0
ellipsis,alt,3,200,0.805,0.745,0.854,0.81,0.17,0.02,0.005,0.83,0.24,0
ellipsis,alt,4,200,0.855,0.8,0.897,0.865,0.115,0.02,0.01,0.87,0.17,0
num_words,nat,0,200,0.725,0.659,0.782,0.745,0.165,0.09,0.02,0.965,0.015,0
num_words,nat,1,200,0.865,0.811,0.906,0.895,0.03,0.075,0.03,0.965,0.0,0
num_words,nat,2,200,0.9,0.851,0.934,0.91,0.035,0.055,0.01,0.985,0.005,0
num_words,nat,3,200,0.925,0.88,0.954,0.95,0.01,0.04,0.025,0.975,0.0,0
num_words,nat,4,200,0.91,0.862,0.942,0.925,0.01,0.065,0.015,0.985,0.0,0
num_words,alt,0,200,0.13,0.09,0.184,0.145,0.72,0.135,0.015,0.96,0.015,0
num_words,alt,1,200,0.39,0.325,0.459,0.415,0.535,0.05,0.025,0.945,0.0,0
num_words,alt,2,200,0.49,0.422,0.559,0.505,0.42,0.075,0.015,0.955,0.005,0
num_words,alt,3,200,0.475,0.407,0.544,0.485,0.425,0.09,0.01,0.98,0.0,0
num_words,alt,4,200,0.48,0.412,0.549,0.49,0.43,0.08,0.01,0.98,0.0,0
percent_sign,nat,0,200,0.95,0.91,0.973,0.965,0.03,0.005,0.015,0.98,0.0,0
percent_sign,nat,1,200,0.975,0.943,0.989,1.0,0.0,0.0,0.025,0.975,0.005,0
percent_sign,nat,2,200,0.98,0.95,0.992,1.0,0.0,0.0,0.02,0.98,0.0,0
percent_sign,nat,3,200,0.99,0.964,0.997,1.0,0.0,0.0,0.01,0.99,0.005,0
percent_sign,nat,4,200,0.985,0.957,0.995,1.0,0.0,0.0,0.015,0.985,0.01,0
percent_sign,alt,0,200,0.015,0.005,0.043,0.015,0.985,0.0,0.0,0.995,0.0,0
percent_sign,alt,1,200,0.87,0.816,0.91,0.89,0.11,0.0,0.02,0.975,0.005,0
percent_sign,alt,2,200,0.94,0.898,0.965,0.96,0.04,0.0,0.02,0.975,0.005,0
percent_sign,alt,3,200,0.975,0.943,0.989,0.985,0.01,0.005,0.01,0.99,0.005,0
percent_sign,alt,4,200,0.975,0.943,0.989,0.98,0.01,0.01,0.005,0.995,0.005,0
ordinal_words,nat,0,200,0.215,0.164,0.277,0.225,0.715,0.06,0.01,0.94,0.005,0
ordinal_words,nat,1,200,0.915,0.868,0.946,0.93,0.045,0.025,0.015,0.965,0.005,0
ordinal_words,nat,2,200,0.94,0.898,0.965,0.965,0.015,0.02,0.025,0.975,0.005,0
ordinal_words,nat,3,200,0.975,0.943,0.989,0.985,0.01,0.005,0.01,0.99,0.015,0
ordinal_words,nat,4,200,0.965,0.93,0.983,0.975,0.025,0.0,0.01,0.99,0.03,0
ordinal_words,alt,0,200,0.71,0.644,0.768,0.735,0.22,0.045,0.025,0.935,0.01,0
ordinal_words,alt,1,200,0.83,0.772,0.876,0.855,0.11,0.035,0.025,0.965,0.005,0
ordinal_words,alt,2,200,0.875,0.822,0.914,0.91,0.06,0.03,0.035,0.955,0.0,0
ordinal_words,alt,3,200,0.92,0.874,0.95,0.945,0.035,0.02,0.025,0.97,0.015,0
ordinal_words,alt,4,200,0.89,0.839,0.926,0.935,0.045,0.02,0.045,0.945,0.015,0
uk_vocab,nat,0,200,0.76,0.696,0.814,0.79,0.105,0.105,0.03,0.965,0.0,0
uk_vocab,nat,1,200,0.76,0.696,0.814,0.775,0.07,0.155,0.015,0.96,0.0,0
uk_vocab,nat,2,200,0.695,0.628,0.755,0.72,0.13,0.15,0.025,0.96,0.0,0
uk_vocab,nat,3,200,0.68,0.612,0.741,0.69,0.105,0.205,0.01,0.975,0.0,0
uk_vocab,nat,4,200,0.665,0.597,0.727,0.69,0.165,0.145,0.025,0.955,0.0,0
uk_vocab,alt,0,200,0.09,0.058,0.138,0.095,0.79,0.115,0.005,0.98,0.0,0
uk_vocab,alt,1,200,0.245,0.191,0.309,0.25,0.615,0.135,0.005,0.99,0.0,0
uk_vocab,alt,2,200,0.28,0.222,0.346,0.295,0.55,0.155,0.015,0.96,0.0,0
uk_vocab,alt,3,200,0.335,0.273,0.403,0.345,0.435,0.22,0.01,0.98,0.0,0
uk_vocab,alt,4,200,0.31,0.25,0.377,0.31,0.465,0.225,0.0,0.985,0.0,0
register,nat,0,200,0.52,0.451,0.588,0.525,0.12,0.355,0.005,0.995,0.0,0
register,nat,1,200,0.66,0.592,0.722,0.66,0.19,0.15,0.0,0.995,0.0,0
register,nat,2,200,0.66,0.592,0.722,0.68,0.24,0.08,0.02,0.965,0.005,0
register,nat,3,200,0.705,0.638,0.764,0.725,0.21,0.065,0.02,0.975,0.005,0
register,nat,4,200,0.7,0.633,0.759,0.7,0.215,0.085,0.0,0.995,0.0,0
register,alt,0,200,0.155,0.111,0.212,0.165,0.49,0.345,0.01,0.96,0.0,0
register,alt,1,200,0.29,0.232,0.356,0.295,0.515,0.19,0.005,0.96,0.0,0
register,alt,2,200,0.28,0.222,0.346,0.285,0.58,0.135,0.005,0.985,0.0,0
register,alt,3,200,0.3,0.241,0.367,0.305,0.585,0.11,0.005,0.97,0.005,0
register,alt,4,200,0.325,0.264,0.393,0.345,0.57,0.085,0.02,0.96,0.0,0
unit_abbr,nat,0,200,0.91,0.862,0.942,0.935,0.05,0.015,0.025,0.97,0.045,0
unit_abbr,nat,1,200,0.94,0.898,0.965,0.97,0.025,0.005,0.03,0.97,0.04,0
unit_abbr,nat,2,200,0.97,0.936,0.986,0.985,0.015,0.0,0.015,0.985,0.04,0
unit_abbr,nat,3,200,0.96,0.923,0.98,0.99,0.01,0.0,0.03,0.97,0.025,0
unit_abbr,nat,4,200,0.955,0.917,0.976,0.98,0.005,0.015,0.025,0.975,0.03,0
unit_abbr,alt,0,200,0.04,0.02,0.077,0.04,0.95,0.01,0.0,0.985,0.045,0
unit_abbr,alt,1,200,0.415,0.349,0.484,0.44,0.535,0.025,0.025,0.965,0.045,0
unit_abbr,alt,2,200,0.435,0.368,0.504,0.44,0.55,0.01,0.005,0.99,0.02,0
unit_abbr,alt,3,200,0.48,0.412,0.549,0.49,0.485,0.025,0.01,0.98,0.02,0
unit_abbr,alt,4,200,0.565,0.496,0.632,0.57,0.405,0.025,0.005,0.985,0.025,0
diacritics,nat,0,200,0.595,0.526,0.661,0.605,0.29,0.105,0.01,0.975,0.0,0
diacritics,nat,1,200,0.415,0.349,0.484,0.425,0.41,0.165,0.01,0.98,0.0,0
diacritics,nat,2,200,0.42,0.354,0.489,0.45,0.305,0.245,0.03,0.955,0.01,0
diacritics,nat,3,200,0.44,0.373,0.509,0.45,0.3,0.25,0.01,0.975,0.005,0
diacritics,nat,4,200,0.4,0.335,0.469,0.415,0.31,0.275,0.015,0.96,0.0,0
diacritics,alt,0,200,0.325,0.264,0.393,0.325,0.535,0.14,0.0,0.98,0.0,0
diacritics,alt,1,200,0.435,0.368,0.504,0.445,0.425,0.13,0.01,0.975,0.0,0
diacritics,alt,2,200,0.38,0.316,0.449,0.395,0.42,0.185,0.015,0.97,0.005,0
diacritics,alt,3,200,0.39,0.325,0.459,0.405,0.4,0.195,0.015,0.98,0.005,0
diacritics,alt,4,200,0.445,0.378,0.514,0.45,0.305,0.245,0.005,0.96,0.005,0
latin_abbr,nat,0,200,0.395,0.33,0.464,0.405,0.15,0.445,0.01,0.965,0.0,0
latin_abbr,nat,1,200,0.34,0.278,0.408,0.35,0.115,0.535,0.01,0.975,0.0,0
latin_abbr,nat,2,200,0.28,0.222,0.346,0.285,0.125,0.59,0.005,0.99,0.0,0
latin_abbr,nat,3,200,0.395,0.33,0.464,0.395,0.175,0.43,0.0,0.975,0.0,0
latin_abbr,nat,4,200,0.35,0.287,0.418,0.365,0.14,0.495,0.015,0.97,0.0,0
latin_abbr,alt,0,200,0.12,0.082,0.172,0.12,0.375,0.505,0.0,0.955,0.005,0
latin_abbr,alt,1,200,0.175,0.129,0.234,0.18,0.32,0.5,0.005,0.945,0.0,0
latin_abbr,alt,2,200,0.215,0.164,0.277,0.215,0.235,0.55,0.0,1.0,0.0,0
latin_abbr,alt,3,200,0.26,0.204,0.325,0.265,0.315,0.42,0.005,0.97,0.0,0
latin_abbr,alt,4,200,0.245,0.191,0.309,0.245,0.28,0.475,0.0,0.965,0.015,0
hyphen_compound,nat,0,200,0.69,0.623,0.75,0.7,0.26,0.04,0.01,0.99,0.0,0
hyphen_compound,nat,1,200,0.76,0.696,0.814,0.775,0.16,0.065,0.015,0.985,0.0,0
hyphen_compound,nat,2,200,0.78,0.718,0.832,0.79,0.135,0.075,0.01,0.99,0.0,0
hyphen_compound,nat,3,200,0.77,0.707,0.823,0.77,0.12,0.11,0.0,1.0,0.0,0
hyphen_compound,nat,4,200,0.755,0.691,0.809,0.755,0.155,0.09,0.0,1.0,0.0,0
hyphen_compound,alt,0,200,0.255,0.2,0.32,0.265,0.665,0.07,0.01,0.985,0.005,0
hyphen_compound,alt,1,200,0.185,0.137,0.245,0.185,0.715,0.1,0.0,0.97,0.0,0
hyphen_compound,alt,2,200,0.165,0.12,0.223,0.165,0.73,0.105,0.0,0.98,0.0,0
hyphen_compound,alt,3,200,0.175,0.129,0.234,0.18,0.63,0.19,0.005,0.98,0.0,0
hyphen_compound,alt,4,200,0.215,0.164,0.277,0.225,0.645,0.13,0.01,0.96,0.0,0
flat_adverb,nat,0,200,0.755,0.691,0.809,0.785,0.055,0.16,0.03,0.97,0.0,0
flat_adverb,nat,1,200,0.76,0.696,0.814,0.79,0.04,0.17,0.03,0.965,0.0,0
flat_adverb,nat,2,200,0.78,0.718,0.832,0.785,0.02,0.195,0.005,0.99,0.0,0
flat_adverb,nat,3,200,0.75,0.686,0.805,0.755,0.065,0.18,0.005,0.99,0.0,0
flat_adverb,nat,4,200,0.745,0.68,0.8,0.775,0.035,0.19,0.03,0.97,0.0,0
flat_adverb,alt,0,200,0.04,0.02,0.077,0.04,0.83,0.13,0.0,0.965,0.0,0
flat_adverb,alt,1,200,0.055,0.031,0.096,0.06,0.78,0.16,0.005,0.965,0.0,0
flat_adverb,alt,2,200,0.04,0.02,0.077,0.04,0.775,0.185,0.0,0.98,0.0,0
flat_adverb,alt,3,200,0.12,0.082,0.172,0.125,0.685,0.19,0.005,0.965,0.0,0
flat_adverb,alt,4,200,0.09,0.058,0.138,0.1,0.68,0.22,0.01,0.97,0.0,0
irreg_past,nat,0,200,0.48,0.412,0.549,0.485,0.195,0.32,0.005,0.975,0.0,0
irreg_past,nat,1,200,0.385,0.32,0.454,0.395,0.175,0.43,0.01,0.965,0.0,0
irreg_past,nat,2,200,0.47,0.402,0.539,0.495,0.095,0.41,0.025,0.955,0.0,0
irreg_past,nat,3,200,0.365,0.301,0.434,0.38,0.115,0.505,0.015,0.965,0.005,0
irreg_past,nat,4,200,0.465,0.397,0.534,0.47,0.07,0.46,0.005,0.985,0.005,0
irreg_past,alt,0,200,0.235,0.182,0.298,0.24,0.43,0.33,0.005,0.945,0.0,0
irreg_past,alt,1,200,0.17,0.124,0.228,0.175,0.36,0.465,0.005,0.94,0.0,0
irreg_past,alt,2,200,0.115,0.078,0.167,0.125,0.43,0.445,0.01,0.935,0.01,0
irreg_past,alt,3,200,0.14,0.099,0.195,0.145,0.34,0.515,0.005,0.97,0.005,0
irreg_past,alt,4,200,0.115,0.078,0.167,0.12,0.45,0.43,0.005,0.955,0.005,0
latin_plural,nat,0,200,0.605,0.536,0.67,0.61,0.305,0.085,0.005,0.945,0.0,0
latin_plural,nat,1,200,0.6,0.531,0.665,0.6,0.33,0.07,0.0,0.935,0.0,0
latin_plural,nat,2,200,0.6,0.531,0.665,0.605,0.3,0.095,0.005,0.96,0.0,0
latin_plural,nat,3,200,0.56,0.491,0.627,0.57,0.33,0.1,0.01,0.97,0.0,0
latin_plural,nat,4,200,0.575,0.506,0.641,0.585,0.31,0.105,0.01,0.96,0.0,0
latin_plural,alt,0,200,0.245,0.191,0.309,0.245,0.64,0.115,0.0,0.96,0.0,0
latin_plural,alt,1,200,0.35,0.287,0.418,0.355,0.58,0.065,0.005,0.955,0.0,0
latin_plural,alt,2,200,0.35,0.287,0.418,0.355,0.555,0.09,0.005,0.985,0.0,0
latin_plural,alt,3,200,0.4,0.335,0.469,0.405,0.49,0.105,0.005,0.97,0.0,0
latin_plural,alt,4,200,0.355,0.292,0.423,0.375,0.545,0.08,0.02,0.945,0.0,0
title_abbr,nat,0,200,0.41,0.344,0.479,0.41,0.4,0.19,0.0,0.94,0.005,0
title_abbr,nat,1,200,0.565,0.496,0.632,0.57,0.27,0.16,0.005,0.955,0.0,0
title_abbr,nat,2,200,0.51,0.441,0.578,0.53,0.345,0.125,0.02,0.96,0.01,0
title_abbr,nat,3,200,0.595,0.526,0.661,0.615,0.23,0.155,0.02,0.94,0.005,0
title_abbr,nat,4,200,0.67,0.602,0.731,0.695,0.18,0.125,0.025,0.96,0.005,0
title_abbr,alt,0,200,0.36,0.297,0.429,0.39,0.395,0.215,0.03,0.94,0.015,0
title_abbr,alt,1,200,0.43,0.363,0.499,0.44,0.44,0.12,0.01,0.97,0.0,0
title_abbr,alt,2,200,0.48,0.412,0.549,0.48,0.365,0.155,0.0,0.975,0.02,0
title_abbr,alt,3,200,0.435,0.368,0.504,0.455,0.375,0.17,0.02,0.955,0.0,0
title_abbr,alt,4,200,0.575,0.506,0.641,0.585,0.255,0.16,0.01,0.98,0.02,0
