task,group,d_cos_task_a0.0,d_cos_task_a0.5,d_cos_task_a1.0,d_cos_task_a2.0,d_cos_task_a4.0,d_cos_gen_a0.0,d_cos_gen_a0.5,d_cos_gen_a1.0,d_cos_gen_a2.0,d_cos_gen_a4.0,d_proj_task_a0.0,d_proj_task_a0.5,d_proj_task_a1.0,d_proj_task_a2.0,d_proj_task_a4.0,d_proj_gen_a0.0,d_proj_gen_a0.5,d_proj_gen_a1.0,d_proj_gen_a2.0,d_proj_gen_a4.0
count_words,train,0.0,0.04548,0.07026,0.04451,0.07206,0.0,-0.00219,-0.00109,-0.03809,-0.02096,0.0,9.01794,13.28423,6.06438,10.66847,0.0,-2.05306,-3.17245,-12.87016,-10.51034
country-capital,train,0.0,-0.04786,-0.00211,0.01979,0.02037,0.0,-0.14863,-0.09779,-0.07019,-0.07818,0.0,-4.24248,7.55949,12.77532,17.50578,0.0,-28.4649,-15.25987,-8.52367,-6.02295
day_after_textual_date,train,0.0,0.04612,0.07918,0.08326,0.09205,0.0,0.03658,0.0642,0.03122,0.03739,0.0,9.57899,15.63149,13.46171,13.88279,0.0,7.04873,11.52444,0.58238,0.27441
double_no_carry,heldout,0.0,0.05255,0.05187,0.04848,0.07687,0.0,0.04104,0.0354,0.03438,0.06284,0.0,13.8664,10.76163,7.99241,11.07182,0.0,11.4436,6.72845,4.18346,6.78822
double_number,train,0.0,0.03622,0.03705,0.0376,0.04536,0.0,0.02194,0.02499,0.02806,0.01782,0.0,9.94572,6.74196,3.87441,2.21168,0.0,6.93085,3.58349,0.68708,-5.45318
ends_with_ing,train,0.0,0.06123,0.09704,0.09616,0.09791,0.0,0.00659,0.00201,-0.00817,-0.01902,0.0,13.58288,23.36918,21.90645,23.65415,0.0,0.71885,1.06092,-2.5451,-3.84227
english-french,train,0.0,-0.02453,0.03779,0.0743,0.12022,0.0,-0.03763,-0.01883,0.011,0.07339,0.0,-0.98193,8.87088,15.33031,33.62046,0.0,-3.06966,-4.22572,0.57146,23.15821
english-german,train,0.0,-0.0346,0.0201,0.02485,0.07599,0.0,-0.03786,-0.01363,-0.04027,-0.00305,0.0,-4.67921,3.70042,3.86026,21.08844,0.0,-4.63173,-4.23658,-11.35496,2.6997
english-italian,train,0.0,-0.0225,0.0643,0.08922,0.12307,0.0,-0.03766,0.00931,0.0062,0.04373,0.0,-0.69334,14.606,16.73535,33.30075,0.0,-2.63676,1.70605,-3.0667,15.21191
english-portuguese,train,0.0,-0.02037,0.06022,0.10816,0.13545,0.0,-0.03347,0.00172,0.03965,0.08439,0.0,-0.82581,14.10025,25.2465,41.30283,0.0,-2.92784,0.53818,9.32198,30.29747
english-spanish,train,0.0,-0.0237,0.04109,0.09137,0.12388,0.0,-0.0435,-0.02237,0.02328,0.07193,0.0,-1.90483,7.61064,21.81602,37.88114,0.0,-5.95941,-7.23199,5.93626,26.17677
first_digit,train,0.0,0.06804,0.08014,0.0543,0.05738,0.0,0.04785,0.04216,0.01459,0.01264,0.0,18.81726,19.30266,10.79568,11.21584,0.0,14.49465,10.558,1.46178,0.71696
first_letter_second_word,heldout,0.0,0.03608,0.0481,0.02584,0.09853,0.0,-0.03724,-0.03041,-0.05965,-0.00136,0.0,3.99202,7.18546,0.35547,15.92746,0.0,-13.40394,-11.35822,-19.8409,-7.43277
first_three_letters,train,0.0,0.04088,0.11638,0.13982,0.14981,0.0,-0.03616,0.01905,0.03764,0.03574,0.0,11.07603,21.32784,28.22832,33.19167,0.0,-6.46779,-1.2914,4.58124,6.90653
first_two_letters,train,0.0,0.04192,0.12836,0.13188,0.12814,0.0,-0.05344,0.01972,0.01991,0.0094,0.0,10.10178,27.08588,26.96922,27.64412,0.0,-11.63548,2.08398,1.15039,0.39217
first_vowel,train,0.0,0.03569,0.07604,0.05626,0.0364,0.0,-0.06174,-0.02313,-0.05346,-0.08108,0.0,8.92553,16.69502,10.64024,9.07845,0.0,-13.93715,-6.60134,-15.11799,-18.50488
french-english,heldout,0.0,0.04545,0.08771,0.13022,0.16334,0.0,0.02904,0.05966,0.08903,0.11498,0.0,6.53625,17.31269,33.04236,57.66298,0.0,2.30155,10.44248,23.16177,45.95956
french_noun_gender,heldout,0.0,0.14073,0.15627,0.17903,0.15328,0.0,0.01437,0.03017,0.04542,0.07777,0.0,42.32766,45.59274,53.01984,33.60165,0.0,11.58202,14.93836,20.39373,14.92621
german-english,train,0.0,0.05425,0.10784,0.15038,0.17753,0.0,0.03563,0.08471,0.11397,0.1321,0.0,9.08728,22.60522,38.00478,61.80564,0.0,4.43524,16.97061,29.29594,50.71244
german_noun_gender,train,0.0,0.04298,0.0328,0.0783,0.10952,0.0,-0.01814,0.01527,0.02663,-0.01108,0.0,11.09489,-0.19992,10.18428,26.34911,0.0,-3.74931,-5.76805,-2.93642,-2.98071
gerund_to_base,train,0.0,0.00131,0.10151,0.15686,0.15355,0.0,-0.01728,0.0489,0.09326,0.08928,0.0,-0.33549,25.70554,46.79205,48.96714,0.0,-4.73141,13.49086,31.92153,33.90458
gerund_to_past,train,0.0,0.01267,0.12734,0.12213,0.11659,0.0,-0.04178,0.05502,0.04579,0.04198,0.0,2.23909,32.59838,33.25883,33.75864,0.0,-10.43788,15.67284,15.30136,16.14129
halve_even_number,train,0.0,0.0399,0.04396,0.04705,0.04876,0.0,0.02957,0.03435,0.03973,0.03757,0.0,10.68068,5.41936,4.73627,1.12961,0.0,8.55532,2.33679,1.90428,-3.23311
hypernym_category,train,0.0,0.07342,0.10224,0.11214,0.11078,0.0,0.02765,0.04717,0.05037,0.03998,0.0,25.00049,31.79405,38.35011,47.6095,0.0,13.83039,18.29834,22.90518,29.04152
initials_two_words,train,0.0,0.06851,0.14139,0.14513,0.09099,0.0,-0.00172,0.04707,0.04677,0.02913,0.0,12.79495,28.35302,26.89196,14.49576,0.0,-4.13267,5.90958,3.36771,-1.07431
iso_date_to_month,train,0.0,0.11188,0.14832,0.15766,0.14513,0.0,0.02083,0.05526,0.0654,0.05988,0.0,20.86845,32.23772,35.97759,35.84633,0.0,-0.43791,10.33684,14.20189,15.6199
iso_date_year_plus_one,train,0.0,0.0324,0.08104,0.08369,0.07945,0.0,0.00892,0.05185,0.03553,0.03016,0.0,3.43735,12.17917,10.58098,8.29231,0.0,-3.0348,4.07162,-1.97643,-4.66818
landmark-country,train,0.0,0.04051,0.04366,0.06105,0.06164,0.0,-0.00774,-0.01522,0.0139,0.0114,0.0,10.98498,12.05491,13.40437,23.80774,0.0,-0.6184,-2.13428,2.24022,11.13341
language_identification,train,0.0,0.12365,0.13414,0.15977,0.04079,0.0,0.02795,0.03225,0.04663,0.01334,0.0,29.76674,31.96185,43.16988,1.33291,0.0,7.15841,7.88522,15.88522,-5.59859
larger_of_pair,train,0.0,-0.00328,0.04241,0.05846,0.07757,0.0,0.00566,0.04754,0.06448,0.0733,0.0,1.07977,7.49974,8.71673,11.50213,0.0,3.48887,8.35352,9.43197,9.74012
larger_than_1000,train,0.0,0.1104,0.1211,0.10964,0.09637,0.0,0.02133,0.00857,0.00182,-0.01615,0.0,28.11971,36.86857,31.31119,26.75425,0.0,7.53265,10.76789,6.33831,0.61676
largest_digit,heldout,0.0,0.06405,0.07093,0.05541,0.05256,0.0,0.00401,0.01149,-0.00231,-0.01733,0.0,15.08629,17.67459,11.46984,9.09528,0.0,1.14841,3.90329,-1.96989,-7.13275
last_digit,heldout,0.0,0.06953,0.07959,0.07159,0.05757,0.0,0.03271,0.03922,0.03107,0.0038,0.0,14.78696,14.83362,10.20277,5.25397,0.0,6.15611,5.23324,0.358,-7.56048
last_two_letters,heldout,0.0,0.00356,0.05808,0.01469,-0.01994,0.0,-0.07454,-0.04593,-0.12384,-0.17613,0.0,2.60904,11.67873,1.77222,-4.81554,0.0,-15.25059,-12.37259,-30.1106,-40.86485
last_vowel,train,0.0,-0.00733,0.02647,0.00993,0.01369,0.0,-0.10619,-0.09113,-0.12168,-0.12398,0.0,-1.52557,5.72262,0.17244,3.18319,0.0,-24.19002,-21.20195,-29.82974,-28.3484
lowercase_first_letter,train,0.0,0.05889,0.12162,0.11231,0.13034,0.0,-0.01087,0.04608,0.04286,0.0604,0.0,12.71114,28.60672,25.20918,30.94581,0.0,-4.00639,10.64472,8.55488,14.32898
lowercase_last_letter,train,0.0,0.03295,0.08543,0.07575,0.07109,0.0,-0.04781,-0.00097,-0.02891,-0.04844,0.0,8.34573,16.89147,11.58775,9.4819,0.0,-10.822,-3.93162,-13.55266,-18.97743
lowercase_word,train,0.0,-0.02199,0.01113,0.06742,0.11173,0.0,-0.03879,-0.02736,0.03476,0.09342,0.0,-6.58403,-0.437,13.94752,30.15333,0.0,-10.73124,-9.67051,6.16286,26.25462
national_parks,train,0.0,0.0545,0.039,0.06845,0.04424,0.0,0.016,-0.00421,0.02314,0.04232,0.0,15.04881,4.09001,15.31834,4.53146,0.0,5.68089,-5.82731,4.49429,4.09571
nato_first_letter,train,0.0,0.04182,0.0383,-0.00643,-0.03346,0.0,-0.03408,-0.19678,-0.26586,-0.30792,0.0,8.21065,34.6785,39.89165,38.61113,0.0,-9.76094,-23.62466,-30.14581,-40.07167
natural_manmade,heldout,0.0,0.04026,0.10627,0.09244,0.11632,0.0,-0.00578,0.00688,-0.01161,0.01537,0.0,11.60907,32.2637,27.9508,36.33268,0.0,0.84599,8.40576,2.95918,12.01328
next_in_group,heldout,0.0,-0.01461,0.02965,0.03241,0.01346,0.0,-0.05837,-0.03635,-0.05868,-0.08512,0.0,3.70163,13.6421,14.41969,6.83037,0.0,-5.44362,-1.56165,-7.26412,-17.06998
next_in_period,train,0.0,-0.02392,0.03183,0.04633,0.00268,0.0,-0.06403,-0.0253,-0.01397,-0.08194,0.0,1.98515,14.9039,17.57489,1.72414,0.0,-6.25985,1.94085,3.62995,-18.71239
next_item,train,0.0,-0.02204,0.03106,0.04792,0.03129,0.0,-0.049,0.0075,0.00547,-0.01535,0.0,-0.32001,6.39622,10.46712,9.46834,0.0,-5.46596,0.82981,0.61644,-0.96622
next_month_of_date,train,0.0,0.07234,0.09862,0.1319,0.12982,0.0,-0.01608,0.00209,0.02305,0.03995,0.0,18.89677,19.48943,27.98575,26.22593,0.0,-1.52965,-2.9758,2.73744,5.23552
next_number_digits,train,0.0,0.01849,0.07083,0.06601,0.05732,0.0,0.00856,0.06681,0.03722,-0.01495,0.0,5.95345,8.8353,6.66675,5.47432,0.0,4.0925,5.83773,-1.90067,-12.27625
number_word_to_digits,heldout,0.0,0.02731,0.03495,0.03808,0.00982,0.0,0.01426,0.02465,0.0289,-0.02299,0.0,5.30164,3.77959,2.12984,-7.45089,0.0,2.04501,0.48195,-1.39249,-16.65136
park-country,heldout,0.0,0.01523,0.00063,0.00478,0.02073,0.0,-0.00306,-0.02024,-0.01012,-0.00133,0.0,8.96438,2.20213,-1.52548,15.16461,0.0,4.40511,-2.86092,-4.97001,9.41852
past_to_base,heldout,0.0,0.00367,0.12545,0.17144,0.16215,0.0,-0.02694,0.06263,0.09743,0.08827,0.0,0.80203,32.97243,50.60336,49.06342,0.0,-6.23489,18.61082,33.54541,32.03433
person-instrument,train,0.0,0.10143,0.10937,-0.00598,-0.00374,0.0,0.00441,0.01681,-0.00538,-0.00708,0.0,35.63673,25.63118,-5.4684,-5.76767,0.0,12.08712,4.06103,-5.96159,-7.25134
person-sport,heldout,0.0,0.11034,0.11418,0.11417,0.09752,0.0,0.01905,0.00459,-0.00116,-0.02297,0.0,35.56226,42.17923,34.71051,39.87517,0.0,13.5287,14.92913,6.77752,9.46999
person_place_thing,train,0.0,0.0875,0.11705,0.09746,0.11988,0.0,0.04962,0.03204,0.0055,0.02792,0.0,25.47383,37.96835,26.05134,38.73981,0.0,16.75017,17.41348,4.15669,16.40848
plural_to_singular,train,0.0,0.02198,0.11882,0.12329,0.11155,0.0,-0.00269,0.07468,0.07314,0.06215,0.0,7.62514,32.11826,40.49957,41.0304,0.0,2.12502,22.02695,29.2263,30.07969
pos_label,train,0.0,0.07313,0.09321,0.09363,0.11927,0.0,-0.00907,-0.00018,-0.00286,0.02436,0.0,27.8377,33.01839,29.80658,37.0959,0.0,8.8851,11.2067,7.18754,14.92007
present-past,train,0.0,0.01625,0.14814,0.14174,0.13279,0.0,-0.04694,0.07811,0.07014,0.06359,0.0,1.45457,38.69962,39.9667,39.18186,0.0,-13.49568,21.85764,22.60412,22.35809
prev_item,train,0.0,-0.01994,0.05249,0.0738,0.06768,0.0,-0.05195,0.02645,0.03901,0.03377,0.0,0.64083,10.71578,12.85909,12.88937,0.0,-5.72233,4.50878,4.27585,4.71043
prev_number_digits,train,0.0,0.02218,0.07995,0.07358,0.06418,0.0,0.01018,0.07799,0.06125,0.01481,0.0,5.03065,7.98109,6.20836,5.21116,0.0,2.17706,5.57764,1.5555,-7.14552
product-company,heldout,0.0,0.01574,0.01734,0.0214,0.04719,0.0,-0.057,-0.08039,-0.08264,0.03425,0.0,9.62309,12.51376,16.57626,7.67383,0.0,-8.00938,-11.69304,-9.59196,4.26021
remove_first_letter,train,0.0,0.01905,0.06586,0.06535,0.02518,0.0,-0.04783,-0.03217,-0.02873,-0.08494,0.0,8.4604,15.88934,16.31455,11.1613,0.0,-6.58063,-6.66506,-5.32341,-14.30188
remove_last_letter,train,0.0,0.01828,0.13448,0.14542,0.15398,0.0,-0.04455,0.03653,0.01166,0.00509,0.0,6.58064,23.50421,26.42516,29.47765,0.0,-7.6241,1.04595,-3.80063,-4.16341
round_up_to_ten,train,0.0,0.01506,0.011,0.0031,0.04061,0.0,-0.00118,-0.01328,-0.02689,0.02991,0.0,5.33088,0.68965,-4.96943,4.02934,0.0,2.00514,-5.36696,-13.14496,0.27155
second_digit,train,0.0,0.0783,0.08417,0.07464,0.06113,0.0,0.04314,0.04318,0.03308,0.01,0.0,17.76174,16.10889,10.66788,5.87971,0.0,9.62505,6.53486,0.85267,-6.03839
sentiment,train,0.0,0.15516,0.17622,0.14958,0.1586,0.0,0.06955,0.07605,0.05016,0.07818,0.0,36.56561,47.07677,39.58559,38.49916,0.0,17.19577,24.1683,16.89357,20.29409
singular-plural,heldout,0.0,0.02382,0.13554,0.14404,0.13043,0.0,-0.03534,0.06145,0.06723,0.04659,0.0,9.19817,40.40907,47.13222,45.85417,0.0,-4.52003,23.08003,29.14259,26.00096
singular_or_plural,train,0.0,0.06318,0.13249,0.10433,0.1558,0.0,-0.01162,0.03565,-0.0042,0.04661,0.0,17.93153,30.91522,22.23858,41.8831,0.0,0.53481,8.3927,-2.84926,16.22913
smaller_of_pair,train,0.0,0.00525,0.04744,0.05704,0.07485,0.0,0.01452,0.04861,0.05758,0.07133,0.0,2.63795,8.12894,8.54098,10.905,0.0,5.05309,8.0004,8.03613,9.3007
spanish-english,train,0.0,0.05451,0.10886,0.15221,0.18344,0.0,0.03723,0.08119,0.11161,0.13443,0.0,8.63512,22.40754,39.61684,64.05682,0.0,4.25701,15.68453,29.90662,52.08592
spanish_noun_gender,train,0.0,0.14338,0.1612,0.17745,0.09946,0.0,0.02525,0.03953,0.04481,0.05122,0.0,43.63542,47.10662,53.46188,17.75121,0.0,14.97054,17.58056,21.02245,5.14954
starts_with_vowel,heldout,0.0,0.00938,0.0564,0.05334,0.08451,0.0,-0.06799,-0.05953,-0.08042,-0.03602,0.0,5.23833,11.04993,9.88121,17.41655,0.0,-11.95345,-15.76959,-20.93803,-10.38829
strip_prefix,train,0.0,-0.00071,0.06089,0.07964,0.07955,0.0,-0.02692,0.0226,0.0364,0.03093,0.0,-1.09705,13.87363,18.22782,20.45452,0.0,-7.3749,4.72951,7.91659,8.79089
synonym,train,0.0,-0.04011,0.02714,0.07682,0.10633,0.0,-0.04424,0.00444,0.03467,0.04661,0.0,-9.87769,-0.15426,10.2961,27.67181,0.0,-10.86831,-5.67549,0.44798,13.39429
third_person_to_base,train,0.0,0.00687,0.096,0.14002,0.1374,0.0,-0.0146,0.0426,0.08213,0.08274,0.0,1.71828,22.51575,37.23859,39.00122,0.0,-3.22467,10.18387,23.87557,26.43183
times_five,train,0.0,0.00873,-0.00509,-0.01334,0.01801,0.0,0.00573,-0.02173,-0.0343,0.00423,0.0,4.39207,-1.30885,-6.17462,-2.33521,0.0,4.32879,-5.18668,-11.74867,-7.04458
titlecase_phrase,train,0.0,0.00539,0.03667,0.08196,0.10945,0.0,-0.00245,0.00964,0.04323,0.06138,0.0,1.44003,4.83241,14.65802,24.51054,0.0,-0.37005,-1.38615,5.82522,13.41017
uppercase_word,train,0.0,-0.00551,0.05928,0.0791,0.11968,0.0,-0.03712,-0.04323,-0.04351,0.00237,0.0,1.49765,12.58999,15.94568,28.35981,0.0,-5.21688,-10.99409,-12.1408,1.35776
us-city-state,train,0.0,0.0448,0.06767,0.06508,0.0793,0.0,0.00199,0.02179,0.02054,0.04454,0.0,18.52784,23.14856,16.26404,28.4971,0.0,7.96416,11.85442,5.60669,19.91904
verb_to_third_person,heldout,0.0,0.00674,0.13172,0.14441,0.12472,0.0,-0.06543,0.04004,0.05079,0.02255,0.0,0.09346,30.10049,35.0151,31.87505,0.0,-16.86591,8.5805,12.97909,7.7231
word_polarity,train,0.0,0.13397,0.15857,0.14936,0.1411,0.0,0.05578,0.0536,0.04305,0.03854,0.0,27.34139,39.08297,36.35732,33.07404,0.0,8.7496,13.95669,10.93337,8.62677
