task,group,d_cos_task_a0.0,d_cos_task_a0.5,d_cos_task_a1.0,d_cos_task_a2.0,d_cos_task_a4.0,d_cos_gen_a0.0,d_cos_gen_a0.5,d_cos_gen_a1.0,d_cos_gen_a2.0,d_cos_gen_a4.0,d_proj_task_a0.0,d_proj_task_a0.5,d_proj_task_a1.0,d_proj_task_a2.0,d_proj_task_a4.0,d_proj_gen_a0.0,d_proj_gen_a0.5,d_proj_gen_a1.0,d_proj_gen_a2.0,d_proj_gen_a4.0
english-spanish,train,0.0,0.10532,0.22035,0.23057,0.22027,0.0,0.07432,0.05592,0.03763,0.03268,0.0,9.68956,19.96231,21.03889,19.68601,0.0,7.07157,5.37337,3.85798,3.06034
first_digit,heldout,0.0,0.13268,0.22332,0.22117,0.19638,0.0,0.05028,0.0829,0.08546,0.07964,0.0,11.69724,19.5081,19.17862,16.02301,0.0,4.16722,6.80293,6.91682,5.57701
first_three_letters,train,0.0,0.13071,0.22463,0.25213,0.22264,0.0,0.08269,0.0946,0.11025,0.09474,0.0,11.97256,20.9081,23.38319,19.9066,0.0,7.83834,9.38874,10.77823,8.58564
french-english,heldout,0.0,0.09259,0.19662,0.23717,0.23321,0.0,0.08579,0.11762,0.11968,0.11148,0.0,8.82902,19.92593,24.49989,24.29287,0.0,8.29307,12.7218,13.53946,12.89602
french_noun_gender,train,0.0,0.15103,0.2178,0.1989,0.16803,0.0,0.10509,0.14042,0.13299,0.12366,0.0,13.71875,21.47608,18.79356,14.66851,0.0,9.59117,14.49338,12.87307,10.6322
german-english,train,0.0,0.10702,0.20618,0.23193,0.22938,0.0,0.0965,0.11524,0.11231,0.10489,0.0,10.13325,19.64258,23.67516,23.85829,0.0,9.24578,11.3756,12.46983,12.10978
german_noun_gender,train,0.0,0.11656,0.20847,0.20134,0.16597,0.0,0.0898,0.11879,0.11678,0.10888,0.0,9.43886,16.68647,15.91854,12.18549,0.0,6.80031,8.58165,8.25437,6.82011
gerund_to_base,heldout,0.0,0.11885,0.2546,0.30445,0.29578,0.0,0.08665,0.11528,0.14828,0.14019,0.0,10.73206,24.17717,30.00854,28.77286,0.0,7.80869,11.50673,15.66605,14.51762
gerund_to_past,train,0.0,0.14295,0.28591,0.31527,0.30746,0.0,0.07561,0.11307,0.1202,0.11569,0.0,12.30784,26.32997,29.54207,28.48327,0.0,6.0806,10.61965,11.71094,11.00224
hypernym_category,train,0.0,0.06957,0.20416,0.2373,0.22941,0.0,0.07807,0.11343,0.11745,0.10756,0.0,5.20472,17.85211,21.75088,21.14818,0.0,5.68329,9.87573,11.12274,10.32812
initials_two_words,heldout,0.0,0.1368,0.25022,0.26791,0.23931,0.0,0.07696,0.09027,0.09234,0.08055,0.0,12.94723,21.76046,22.98614,19.61247,0.0,7.74346,7.75739,7.68788,5.95365
iso_date_to_month,train,0.0,0.15372,0.31376,0.31388,0.29178,0.0,0.08458,0.10901,0.10101,0.094,0.0,14.51336,28.45226,28.37388,25.90399,0.0,8.0698,9.34064,8.52727,7.46641
iso_date_year_plus_one,train,0.0,0.17978,0.322,0.32624,0.31006,0.0,0.08077,0.12104,0.10859,0.09717,0.0,17.60754,32.19849,32.46105,29.44993,0.0,8.47004,13.14775,11.7876,9.42533
landmark-country,train,0.0,0.11539,0.23908,0.24942,0.23483,0.0,0.07819,0.0945,0.08455,0.07592,0.0,9.16639,19.46224,20.59575,19.08858,0.0,5.78462,7.00561,6.36705,5.42474
language_identification,train,0.0,0.12758,0.23242,0.2402,0.22191,0.0,0.08376,0.11987,0.11615,0.11364,0.0,11.21153,22.08596,22.84638,19.9019,0.0,7.30859,11.88368,11.57234,10.23659
larger_of_pair,train,0.0,0.12883,0.23723,0.22678,0.21642,0.0,0.08066,0.10737,0.09198,0.08507,0.0,11.02511,20.22075,18.72826,17.3853,0.0,6.5552,8.54845,6.67298,5.65958
larger_than_1000,train,0.0,0.08721,0.14371,0.13725,0.11338,0.0,0.04486,0.07292,0.06877,0.06121,0.0,6.138,10.94819,9.91803,6.77872,0.0,2.50096,4.85497,4.11126,2.53904
lowercase_first_letter,train,0.0,0.16674,0.22467,0.21776,0.18278,0.0,0.0785,0.09125,0.10331,0.09978,0.0,14.65672,19.71973,19.09394,15.27715,0.0,6.69332,7.733,8.78776,7.72415
lowercase_word,train,0.0,0.08226,0.23279,0.27948,0.2714,0.0,0.09271,0.15041,0.16813,0.15604,0.0,7.53998,21.58348,25.6255,24.3705,0.0,8.51797,14.13465,15.47514,13.79782
national_parks,train,0.0,0.08437,0.23888,0.25122,0.23609,0.0,0.05616,0.07538,0.06594,0.05739,0.0,6.91231,20.23667,21.3868,19.59676,0.0,4.01714,5.44243,4.67547,3.53479
natural_manmade,train,0.0,0.06586,0.14018,0.13147,0.11027,0.0,0.05494,0.09122,0.0894,0.08503,0.0,4.95969,12.90429,12.09651,9.71134,0.0,3.87415,8.59223,8.4001,7.48269
next_item,train,0.0,0.09746,0.22111,0.21954,0.20494,0.0,0.06277,0.0942,0.09098,0.07738,0.0,9.72929,22.35641,22.63775,20.84193,0.0,6.59608,10.38216,10.43308,8.7926
next_month_of_date,train,0.0,0.14632,0.33835,0.3465,0.32209,0.0,0.08347,0.12403,0.11238,0.10675,0.0,13.899,31.91103,32.76155,29.96526,0.0,8.08743,11.84179,10.8117,9.87539
next_number_digits,train,0.0,0.19047,0.30607,0.30032,0.28481,0.0,0.06005,0.08047,0.065,0.05225,0.0,18.15698,30.31071,29.93753,27.752,0.0,6.08173,9.09117,7.72881,5.89574
number_word_to_digits,train,0.0,0.21807,0.33863,0.33839,0.3187,0.0,0.07745,0.10466,0.09514,0.08318,0.0,22.95693,34.21223,33.0189,30.01624,0.0,10.55718,12.53284,10.60454,8.498
park-country,train,0.0,0.09165,0.23609,0.24115,0.22901,0.0,0.07224,0.07486,0.06001,0.05138,0.0,6.87241,18.84978,19.38549,18.05566,0.0,4.58611,4.5208,3.35341,2.37666
past_to_base,heldout,0.0,0.12172,0.26478,0.30537,0.2929,0.0,0.08693,0.1188,0.14495,0.13673,0.0,11.38511,25.9678,30.48413,28.84044,0.0,8.54515,13.00006,16.10854,14.8929
person-instrument,train,0.0,0.13558,0.17663,0.17658,0.1661,0.0,0.07201,0.07199,0.07004,0.06726,0.0,12.23401,17.32712,17.31087,15.76723,0.0,6.52625,7.64053,7.44863,6.73311
person-sport,train,0.0,0.10415,0.22979,0.22513,0.18787,0.0,0.07761,0.10432,0.0953,0.07998,0.0,8.94984,22.52615,21.64257,16.73809,0.0,6.52246,11.09155,9.85152,7.10202
person_place_thing,heldout,0.0,0.09677,0.20704,0.20592,0.18177,0.0,0.0742,0.11608,0.11733,0.10858,0.0,7.31939,18.9894,19.15182,16.57673,0.0,5.23455,10.85058,11.20042,10.04712
plural_to_singular,train,0.0,0.09448,0.20095,0.27726,0.27825,0.0,0.07876,0.0913,0.13921,0.13781,0.0,7.85957,17.69516,25.78589,25.71952,0.0,6.2154,7.72068,13.14884,12.87316
pos_label,heldout,0.0,0.16406,0.23164,0.22164,0.19249,0.0,0.11334,0.13547,0.12959,0.11813,0.0,14.95805,24.51502,23.49182,19.63845,0.0,10.57606,15.92234,15.29658,13.15257
present-past,train,0.0,0.16697,0.33217,0.36327,0.35467,0.0,0.08805,0.13225,0.13681,0.13283,0.0,14.90357,32.1342,35.9369,34.51732,0.0,7.7232,13.67572,14.77994,13.91832
prev_number_digits,train,0.0,0.26726,0.35626,0.34354,0.31546,0.0,0.08676,0.07149,0.05719,0.04708,0.0,26.65676,39.22448,37.01988,32.59433,0.0,9.89307,11.43312,9.22148,6.93162
product-company,train,0.0,0.08666,0.21308,0.23021,0.22234,0.0,0.06045,0.07418,0.06865,0.06808,0.0,7.10279,18.86511,20.56798,19.6818,0.0,4.67002,6.29437,5.90784,5.72445
sentiment,train,0.0,0.08989,0.18727,0.1977,0.18047,0.0,0.058,0.10639,0.10397,0.09321,0.0,8.24093,18.7244,19.85011,17.18197,0.0,5.35314,11.18124,11.07206,9.16647
singular-plural,train,0.0,0.1146,0.25798,0.3026,0.29808,0.0,0.08532,0.12783,0.12261,0.11032,0.0,10.17807,24.11098,29.12504,28.50725,0.0,7.49072,12.52675,12.92026,11.57222
singular_or_plural,train,0.0,0.18313,0.2262,0.20991,0.17774,0.0,0.12204,0.13454,0.12671,0.11774,0.0,17.54692,23.45677,21.61249,17.47698,0.0,12.08491,15.06849,14.05054,12.12251
smaller_of_pair,heldout,0.0,0.12399,0.24289,0.2368,0.22666,0.0,0.08074,0.11114,0.0967,0.08942,0.0,10.66024,20.55726,19.55587,18.3092,0.0,6.65453,8.75968,7.08348,6.12116
spanish-english,heldout,0.0,0.09617,0.21019,0.24865,0.24353,0.0,0.08357,0.12129,0.12621,0.11713,0.0,9.04957,20.74406,25.2457,24.85312,0.0,7.99452,12.69181,13.92177,13.13482
spanish_noun_gender,train,0.0,0.1436,0.20572,0.18468,0.14952,0.0,0.10076,0.13424,0.12737,0.11712,0.0,12.8927,20.36311,17.47864,12.88751,0.0,8.99031,13.86987,12.29341,9.86053
starts_with_vowel,train,0.0,0.1014,0.18089,0.16744,0.14505,0.0,0.09192,0.12477,0.11564,0.107,0.0,8.37106,16.65411,15.18118,12.54155,0.0,7.50378,11.66216,10.58998,9.19259
third_person_to_base,train,0.0,0.11143,0.23931,0.29143,0.28352,0.0,0.08482,0.10936,0.14555,0.14151,0.0,9.82093,22.38037,28.36914,27.10398,0.0,7.29021,10.52835,14.97223,14.09821
titlecase_phrase,train,0.0,0.05867,0.17819,0.20429,0.19347,0.0,0.07233,0.08467,0.09938,0.09114,0.0,4.33902,13.36954,15.37515,14.02561,0.0,4.89045,4.84329,5.9204,4.72489
uppercase_word,heldout,0.0,0.08868,0.23108,0.25641,0.23857,0.0,0.07767,0.11313,0.11161,0.10027,0.0,8.21615,21.25445,22.04296,19.86707,0.0,7.50594,10.91874,9.21552,7.56998
us-city-state,train,0.0,0.09973,0.26617,0.28283,0.26743,0.0,0.07392,0.08473,0.0706,0.06373,0.0,7.54976,21.40961,22.6872,21.02345,0.0,4.79396,5.61187,4.34047,3.47313
verb_tense_label,train,0.0,0.12104,0.21245,0.20907,0.17661,0.0,0.0949,0.12918,0.12205,0.10767,0.0,10.59241,21.26496,20.87495,16.59501,0.0,8.25027,13.69039,12.94895,10.41901
verb_to_third_person,train,0.0,0.16318,0.27408,0.3204,0.31192,0.0,0.08406,0.1092,0.12538,0.12078,0.0,14.62899,24.94848,30.5837,29.36825,0.0,7.64778,10.30572,13.12099,12.2866
word_polarity,heldout,0.0,0.07871,0.17974,0.18249,0.1585,0.0,0.06041,0.11625,0.11706,0.11062,0.0,5.78703,16.05078,17.05999,14.27969,0.0,4.11025,10.50568,11.30058,10.10394
