family,direction,context,target,k_ctx,arm,layer,alpha,cf_family,n,accuracy,ci_lo,ci_hi,style_only,context_style,unscorable,judge_ok,capped,n_positions,step3_genuine_k,step3_context_k
py_builtin_generics,alt2nat,alt,nat,3,alt2nat_top1,0,2.0,,113,0.823,0.742,0.882,0.903,0.009,0.088,0.903,0.442,10.0,0.805,0.894
py_builtin_generics,alt2nat,alt,nat,3,alt2nat_top2,2,2.0,,113,0.805,0.723,0.868,0.867,0.0,0.133,0.938,0.398,10.0,0.805,0.894
py_comprehension,nat2alt,nat,alt,3,base,0,0.0,,194,0.021,0.008,0.052,0.031,0.66,0.309,0.897,0.201,8.0,0.598,0.629
py_comprehension,nat2alt,nat,alt,3,nat2alt_top1,1,4.0,,194,0.082,0.051,0.13,0.309,0.242,0.448,0.479,0.242,8.0,0.598,0.629
py_comprehension,nat2alt,nat,alt,3,nat2alt_top2,0,4.0,,194,0.031,0.014,0.066,0.139,0.407,0.454,0.598,0.232,8.0,0.598,0.629
py_comprehension,alt2nat,alt,nat,3,base,0,0.0,,194,0.098,0.064,0.148,0.108,0.711,0.18,0.881,0.227,14.0,0.629,0.598
py_comprehension,alt2nat,alt,nat,3,alt2nat_top1,18,4.0,,194,0.196,0.146,0.257,0.232,0.588,0.18,0.768,0.263,14.0,0.629,0.598
py_comprehension,alt2nat,alt,nat,3,alt2nat_top2,0,4.0,,194,0.088,0.055,0.136,0.33,0.067,0.603,0.284,0.356,14.0,0.629,0.598
py_not_in,nat2alt,nat,alt,3,base,0,0.0,,164,0.055,0.029,0.101,0.061,0.555,0.384,0.86,0.341,3.0,0.415,0.488
py_not_in,nat2alt,nat,alt,3,nat2alt_top1,2,4.0,,164,0.104,0.066,0.16,0.177,0.354,0.47,0.671,0.323,3.0,0.415,0.488
py_not_in,nat2alt,nat,alt,3,nat2alt_top2,18,4.0,,164,0.134,0.09,0.195,0.177,0.299,0.524,0.805,0.329,3.0,0.415,0.488
py_not_in,alt2nat,alt,nat,3,base,0,0.0,,164,0.104,0.066,0.16,0.104,0.451,0.445,0.896,0.323,3.2,0.488,0.415
py_not_in,alt2nat,alt,nat,3,alt2nat_top1,14,4.0,,164,0.262,0.201,0.334,0.311,0.28,0.409,0.866,0.305,3.2,0.488,0.415
py_not_in,alt2nat,alt,nat,3,alt2nat_top2,8,4.0,,164,0.201,0.147,0.269,0.268,0.268,0.463,0.805,0.287,3.2,0.488,0.415
py_is_none,nat2alt,nat,alt,3,base,0,0.0,,114,0.0,0.0,0.033,0.0,0.711,0.289,0.921,0.211,5.9,0.632,0.649
py_is_none,nat2alt,nat,alt,3,nat2alt_top1,0,2.0,,114,0.509,0.418,0.599,0.693,0.053,0.254,0.746,0.246,5.9,0.632,0.649
py_is_none,nat2alt,nat,alt,3,nat2alt_top2,0,1.0,,114,0.456,0.368,0.548,0.553,0.088,0.36,0.851,0.263,5.9,0.632,0.649
py_is_none,alt2nat,alt,nat,3,base,0,0.0,,114,0.088,0.048,0.154,0.096,0.667,0.237,0.921,0.246,3.0,0.649,0.632
py_is_none,alt2nat,alt,nat,3,alt2nat_top1,1,2.0,,114,0.623,0.531,0.706,0.728,0.018,0.254,0.868,0.307,3.0,0.649,0.632
py_is_none,alt2nat,alt,nat,3,alt2nat_top2,2,2.0,,114,0.667,0.576,0.747,0.728,0.026,0.246,0.877,0.263,3.0,0.649,0.632
py_ternary,nat2alt,nat,alt,3,base,0,0.0,,187,0.118,0.079,0.172,0.123,0.706,0.171,0.877,0.198,8.0,0.759,0.631
py_ternary,nat2alt,nat,alt,3,nat2alt_top1,1,4.0,,187,0.166,0.119,0.226,0.38,0.15,0.471,0.439,0.203,8.0,0.759,0.631
py_ternary,nat2alt,nat,alt,3,nat2alt_top2,4,4.0,,187,0.144,0.101,0.202,0.262,0.401,0.337,0.636,0.187,8.0,0.759,0.631
py_ternary,alt2nat,alt,nat,3,base,0,0.0,,187,0.021,0.008,0.054,0.027,0.797,0.176,0.898,0.23,17.3,0.631,0.759
py_ternary,alt2nat,alt,nat,3,alt2nat_top1,2,4.0,,187,0.053,0.029,0.096,0.225,0.342,0.433,0.396,0.299,17.3,0.631,0.759
py_ternary,alt2nat,alt,nat,3,alt2nat_top2,1,4.0,,187,0.037,0.018,0.075,0.246,0.332,0.422,0.39,0.353,17.3,0.631,0.759
early_return,nat2alt,nat,alt,3,base,0,0.0,,200,0.225,0.173,0.288,0.24,0.425,0.335,0.9,0.41,4.8,0.78,0.375
early_return,nat2alt,nat,alt,3,nat2alt_top1,1,4.0,,200,0.33,0.269,0.398,0.505,0.17,0.325,0.665,0.52,4.8,0.78,0.375
early_return,nat2alt,nat,alt,3,nat2alt_top2,19,4.0,,200,0.255,0.2,0.32,0.37,0.29,0.34,0.765,0.485,4.8,0.78,0.375
early_return,alt2nat,alt,nat,3,base,0,0.0,,200,0.08,0.05,0.126,0.1,0.83,0.07,0.89,0.585,6.0,0.375,0.78
early_return,alt2nat,alt,nat,3,alt2nat_top1,5,4.0,,200,0.21,0.159,0.272,0.345,0.35,0.305,0.635,0.625,6.0,0.375,0.78
early_return,alt2nat,alt,nat,3,alt2nat_top2,10,2.0,,200,0.225,0.173,0.288,0.25,0.475,0.275,0.825,0.5,6.0,0.375,0.78
py_join_concat,nat2alt,nat,alt,3,base,0,0.0,,176,0.034,0.016,0.072,0.04,0.693,0.267,0.903,0.205,7.0,0.585,0.625
py_join_concat,nat2alt,nat,alt,3,nat2alt_top1,3,4.0,,176,0.25,0.192,0.319,0.398,0.267,0.335,0.705,0.136,7.0,0.585,0.625
py_join_concat,nat2alt,nat,alt,3,nat2alt_top2,4,4.0,,176,0.227,0.172,0.295,0.375,0.29,0.335,0.693,0.176,7.0,0.585,0.625
py_join_concat,alt2nat,alt,nat,3,base,0,0.0,,176,0.091,0.057,0.143,0.091,0.676,0.233,0.909,0.244,25.1,0.625,0.585
py_join_concat,alt2nat,alt,nat,3,alt2nat_top1,8,4.0,,176,0.233,0.177,0.301,0.54,0.068,0.392,0.455,0.261,25.1,0.625,0.585
py_join_concat,alt2nat,alt,nat,3,alt2nat_top2,13,4.0,,176,0.307,0.243,0.378,0.523,0.062,0.415,0.591,0.199,25.1,0.625,0.585
py_with_open,nat2alt,nat,alt,3,base,0,0.0,,200,0.025,0.011,0.057,0.03,0.765,0.205,0.955,0.335,6.2,0.755,0.715
py_with_open,nat2alt,nat,alt,3,nat2alt_top1,5,4.0,,200,0.29,0.232,0.356,0.49,0.225,0.285,0.64,0.37,6.2,0.755,0.715
py_with_open,nat2alt,nat,alt,3,nat2alt_top2,3,4.0,,200,0.265,0.209,0.33,0.47,0.215,0.315,0.675,0.315,6.2,0.755,0.715
py_with_open,alt2nat,alt,nat,3,base,0,0.0,,200,0.035,0.017,0.07,0.04,0.8,0.16,0.955,0.26,10.6,0.715,0.755
py_with_open,alt2nat,alt,nat,3,alt2nat_top1,5,4.0,,200,0.535,0.466,0.603,0.67,0.04,0.29,0.775,0.44,10.6,0.715,0.755
py_with_open,alt2nat,alt,nat,3,alt2nat_top2,7,4.0,,200,0.51,0.441,0.578,0.635,0.06,0.305,0.765,0.42,10.6,0.715,0.755
py_enumerate,nat2alt,nat,alt,3,base,0,0.0,,198,0.091,0.058,0.139,0.101,0.712,0.187,0.833,0.278,5.3,0.616,0.646
py_enumerate,nat2alt,nat,alt,3,nat2alt_top1,1,4.0,,198,0.323,0.262,0.391,0.449,0.268,0.283,0.702,0.232,5.3,0.616,0.646
py_enumerate,nat2alt,nat,alt,3,nat2alt_top2,7,4.0,,198,0.212,0.161,0.274,0.273,0.313,0.414,0.753,0.258,5.3,0.616,0.646
py_enumerate,alt2nat,alt,nat,3,base,0,0.0,,198,0.162,0.117,0.219,0.182,0.732,0.086,0.874,0.308,12.3,0.646,0.616
py_enumerate,alt2nat,alt,nat,3,alt2nat_top1,8,4.0,,198,0.394,0.329,0.463,0.652,0.202,0.146,0.606,0.308,12.3,0.646,0.616
py_enumerate,alt2nat,alt,nat,3,alt2nat_top2,17,4.0,,198,0.424,0.357,0.494,0.641,0.258,0.101,0.722,0.298,12.3,0.646,0.616
py_self_name,nat2alt,nat,alt,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.95,0.05,0.93,0.115,3.0,0.9,0.885
py_self_name,nat2alt,nat,alt,3,nat2alt_top1,0,2.0,,200,0.865,0.811,0.906,0.965,0.0,0.035,0.895,0.105,3.0,0.9,0.885
py_self_name,nat2alt,nat,alt,3,nat2alt_top2,3,4.0,,200,0.8,0.739,0.85,0.935,0.03,0.035,0.835,0.14,3.0,0.9,0.885
py_self_name,alt2nat,alt,nat,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.96,0.04,0.96,0.11,3.0,0.885,0.9
py_self_name,alt2nat,alt,nat,3,alt2nat_top1,4,1.0,,200,0.86,0.805,0.901,0.945,0.005,0.05,0.895,0.14,3.0,0.885,0.9
py_self_name,alt2nat,alt,nat,3,alt2nat_top2,8,2.0,,200,0.85,0.794,0.893,0.94,0.0,0.06,0.895,0.175,3.0,0.885,0.9
py_indent,nat2alt,nat,alt,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,1.0,0.0,0.985,0.35,3.2,0.53,0.955
py_indent,nat2alt,nat,alt,3,nat2alt_top1,2,2.0,,200,0.63,0.561,0.694,0.71,0.285,0.005,0.89,0.285,3.2,0.53,0.955
py_indent,nat2alt,nat,alt,3,nat2alt_top2,1,4.0,,200,0.685,0.618,0.745,0.825,0.15,0.025,0.84,0.29,3.2,0.53,0.955
py_indent,alt2nat,alt,nat,3,base,0,0.0,,200,0.41,0.344,0.479,0.425,0.575,0.0,0.96,0.275,3.2,0.955,0.53
py_indent,alt2nat,alt,nat,3,alt2nat_top1,0,1.0,,200,0.9,0.851,0.934,0.995,0.0,0.005,0.9,0.255,3.2,0.955,0.53
py_indent,alt2nat,alt,nat,3,alt2nat_top2,1,1.0,,200,0.925,0.88,0.954,0.995,0.005,0.0,0.93,0.245,3.2,0.955,0.53
py_tabs,nat2alt,nat,alt,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.985,0.015,0.93,0.245,6.1,0.925,0.945
py_tabs,nat2alt,nat,alt,3,nat2alt_top1,9,4.0,,200,0.75,0.686,0.805,0.885,0.09,0.025,0.845,0.315,6.1,0.925,0.945
py_tabs,nat2alt,nat,alt,3,nat2alt_top2,14,4.0,,200,0.685,0.618,0.745,0.885,0.11,0.005,0.795,0.38,6.1,0.925,0.945
py_tabs,alt2nat,alt,nat,3,base,0,0.0,,200,0.01,0.003,0.036,0.01,0.985,0.005,0.91,0.255,3.9,0.945,0.925
py_tabs,alt2nat,alt,nat,3,alt2nat_top1,2,2.0,,200,0.685,0.618,0.745,0.75,0.09,0.16,0.93,0.25,3.9,0.945,0.925
py_tabs,alt2nat,alt,nat,3,alt2nat_top2,3,4.0,,200,0.625,0.556,0.689,0.72,0.1,0.18,0.855,0.315,3.9,0.945,0.925
operator_spaces,nat2alt,nat,alt,3,base,0,0.0,,187,0.011,0.003,0.038,0.016,0.861,0.123,0.936,0.289,4.3,0.604,0.807
operator_spaces,nat2alt,nat,alt,3,nat2alt_top1,5,4.0,,187,0.497,0.426,0.568,0.706,0.059,0.235,0.684,0.31,4.3,0.604,0.807
operator_spaces,nat2alt,nat,alt,3,nat2alt_top2,9,4.0,,187,0.604,0.533,0.672,0.722,0.091,0.187,0.861,0.433,4.3,0.604,0.807
operator_spaces,alt2nat,alt,nat,3,base,0,0.0,,187,0.257,0.199,0.324,0.262,0.61,0.128,0.914,0.299,3.8,0.807,0.604
operator_spaces,alt2nat,alt,nat,3,alt2nat_top1,2,1.0,,187,0.701,0.631,0.762,0.749,0.059,0.193,0.93,0.31,3.8,0.807,0.604
operator_spaces,alt2nat,alt,nat,3,alt2nat_top2,2,2.0,,187,0.738,0.671,0.796,0.791,0.053,0.155,0.941,0.294,3.8,0.807,0.604
comma_space,nat2alt,nat,alt,3,base,0,0.0,,192,0.005,0.001,0.029,0.016,0.885,0.099,0.911,0.526,7.0,0.594,0.844
comma_space,nat2alt,nat,alt,3,nat2alt_top1,9,4.0,,192,0.573,0.502,0.641,0.656,0.208,0.135,0.865,0.562,7.0,0.594,0.844
comma_space,nat2alt,nat,alt,3,nat2alt_top2,5,4.0,,192,0.562,0.492,0.631,0.688,0.203,0.109,0.833,0.521,7.0,0.594,0.844
comma_space,alt2nat,alt,nat,3,base,0,0.0,,192,0.214,0.161,0.277,0.224,0.625,0.151,0.953,0.516,7.8,0.844,0.594
comma_space,alt2nat,alt,nat,3,alt2nat_top1,9,2.0,,192,0.724,0.657,0.782,0.76,0.12,0.12,0.932,0.479,7.8,0.844,0.594
comma_space,alt2nat,alt,nat,3,alt2nat_top2,8,4.0,,192,0.693,0.624,0.754,0.76,0.089,0.151,0.901,0.458,7.8,0.844,0.594
line_wrap,nat2alt,nat,alt,3,base,0,0.0,,200,0.11,0.074,0.161,0.115,0.68,0.205,0.925,0.445,13.4,0.37,0.61
line_wrap,nat2alt,nat,alt,3,nat2alt_top1,7,2.0,,200,0.205,0.155,0.266,0.24,0.14,0.62,0.765,0.39,13.4,0.37,0.61
line_wrap,nat2alt,nat,alt,3,nat2alt_top2,8,4.0,,200,0.185,0.137,0.245,0.23,0.13,0.64,0.695,0.34,13.4,0.37,0.61
line_wrap,alt2nat,alt,nat,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.435,0.565,0.9,0.395,6.3,0.61,0.37
line_wrap,alt2nat,alt,nat,3,alt2nat_top1,7,4.0,,200,0.345,0.283,0.413,0.525,0.165,0.31,0.725,0.44,6.3,0.61,0.37
line_wrap,alt2nat,alt,nat,3,alt2nat_top2,8,4.0,,200,0.35,0.287,0.418,0.48,0.16,0.36,0.735,0.345,6.3,0.61,0.37
blank_lines,nat2alt,nat,alt,3,base,0,0.0,,142,0.021,0.007,0.06,0.035,0.775,0.19,0.782,1.0,3.2,0.69,0.648
blank_lines,nat2alt,nat,alt,3,nat2alt_top1,0,1.0,,142,0.683,0.603,0.754,0.817,0.021,0.162,0.775,0.986,3.2,0.69,0.648
blank_lines,nat2alt,nat,alt,3,nat2alt_top2,1,1.0,,142,0.69,0.61,0.76,0.789,0.014,0.197,0.817,1.0,3.2,0.69,0.648
blank_lines,alt2nat,alt,nat,3,base,0,0.0,,142,0.0,0.0,0.026,0.0,0.817,0.183,0.718,0.993,3.0,0.648,0.69
blank_lines,alt2nat,alt,nat,3,alt2nat_top1,0,1.0,,142,0.676,0.595,0.748,0.796,0.021,0.183,0.817,0.993,3.0,0.648,0.69
blank_lines,alt2nat,alt,nat,3,alt2nat_top2,0,2.0,,142,0.669,0.588,0.741,0.796,0.063,0.141,0.81,1.0,3.0,0.648,0.69
docstring_style,nat2alt,nat,alt,3,base,0,0.0,,199,0.0,0.0,0.019,0.0,1.0,0.0,0.995,0.181,9.8,0.935,0.975
docstring_style,nat2alt,nat,alt,3,nat2alt_top1,5,4.0,,199,0.558,0.488,0.625,0.734,0.035,0.231,0.729,0.171,9.8,0.935,0.975
docstring_style,nat2alt,nat,alt,3,nat2alt_top2,4,4.0,,199,0.558,0.488,0.625,0.724,0.02,0.256,0.779,0.241,9.8,0.935,0.975
docstring_style,alt2nat,alt,nat,3,base,0,0.0,,199,0.015,0.005,0.043,0.015,0.97,0.015,0.98,0.226,17.1,0.975,0.935
docstring_style,alt2nat,alt,nat,3,alt2nat_top1,7,4.0,,199,0.854,0.799,0.897,0.889,0.055,0.055,0.95,0.201,17.1,0.975,0.935
docstring_style,alt2nat,alt,nat,3,alt2nat_top2,13,4.0,,199,0.869,0.815,0.909,0.905,0.035,0.06,0.935,0.206,17.1,0.975,0.935
docstring_quotes,nat2alt,nat,alt,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.99,0.01,0.965,0.2,3.0,0.96,0.985
docstring_quotes,nat2alt,nat,alt,3,nat2alt_top1,0,1.0,,200,0.965,0.93,0.983,1.0,0.0,0.0,0.965,0.25,3.0,0.96,0.985
docstring_quotes,nat2alt,nat,alt,3,nat2alt_top2,1,1.0,,200,0.965,0.93,0.983,1.0,0.0,0.0,0.965,0.215,3.0,0.96,0.985
docstring_quotes,alt2nat,alt,nat,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,1.0,0.0,0.955,0.175,3.0,0.985,0.96
docstring_quotes,alt2nat,alt,nat,3,alt2nat_top1,1,1.0,,200,0.955,0.917,0.976,0.995,0.0,0.005,0.955,0.225,3.0,0.985,0.96
docstring_quotes,alt2nat,alt,nat,3,alt2nat_top2,2,1.0,,200,0.945,0.904,0.969,1.0,0.0,0.0,0.945,0.215,3.0,0.985,0.96
comment_case,nat2alt,nat,alt,3,base,0,0.0,,200,0.015,0.005,0.043,0.02,0.68,0.3,0.94,0.47,3.1,0.62,0.715
comment_case,nat2alt,nat,alt,3,nat2alt_top1,4,2.0,,200,0.59,0.521,0.656,0.62,0.095,0.285,0.96,0.49,3.1,0.62,0.715
comment_case,nat2alt,nat,alt,3,nat2alt_top2,0,1.0,,200,0.535,0.466,0.603,0.56,0.15,0.29,0.93,0.405,3.1,0.62,0.715
comment_case,alt2nat,alt,nat,3,base,0,0.0,,200,0.035,0.017,0.07,0.035,0.69,0.275,0.945,0.47,3.1,0.715,0.62
comment_case,alt2nat,alt,nat,3,alt2nat_top1,7,2.0,,200,0.53,0.461,0.598,0.615,0.09,0.295,0.87,0.475,3.1,0.715,0.62
comment_case,alt2nat,alt,nat,3,alt2nat_top2,4,1.0,,200,0.645,0.577,0.708,0.715,0.02,0.265,0.895,0.49,3.1,0.715,0.62
comment_language,nat2alt,nat,alt,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.745,0.255,0.95,0.4,19.6,0.6,0.67
comment_language,nat2alt,nat,alt,3,nat2alt_top1,2,2.0,,200,0.23,0.177,0.293,0.53,0.1,0.37,0.455,0.485,19.6,0.6,0.67
comment_language,nat2alt,nat,alt,3,nat2alt_top2,12,2.0,,200,0.155,0.111,0.212,0.31,0.305,0.385,0.595,0.47,19.6,0.6,0.67
comment_language,alt2nat,alt,nat,3,base,0,0.0,,200,0.045,0.024,0.083,0.045,0.61,0.345,0.945,0.485,30.9,0.67,0.6
comment_language,alt2nat,alt,nat,3,alt2nat_top1,17,2.0,,200,0.555,0.486,0.622,0.595,0.04,0.365,0.91,0.445,30.9,0.67,0.6
comment_language,alt2nat,alt,nat,3,alt2nat_top2,6,4.0,,200,0.51,0.441,0.578,0.575,0.025,0.4,0.865,0.525,30.9,0.67,0.6
c_comment_style,nat2alt,nat,alt,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.775,0.225,0.875,0.29,3.2,0.74,0.73
c_comment_style,nat2alt,nat,alt,3,nat2alt_top1,5,2.0,,200,0.67,0.602,0.731,0.79,0.005,0.205,0.795,0.41,3.2,0.74,0.73
c_comment_style,nat2alt,nat,alt,3,nat2alt_top2,17,2.0,,200,0.685,0.618,0.745,0.8,0.02,0.18,0.79,0.45,3.2,0.74,0.73
c_comment_style,alt2nat,alt,nat,3,base,0,0.0,,200,0.015,0.005,0.043,0.02,0.825,0.155,0.97,0.365,3.6,0.73,0.74
c_comment_style,alt2nat,alt,nat,3,alt2nat_top1,0,2.0,,200,0.785,0.723,0.836,0.81,0.0,0.19,0.88,0.33,3.6,0.73,0.74
c_comment_style,alt2nat,alt,nat,3,alt2nat_top2,4,2.0,,200,0.595,0.526,0.661,0.72,0.0,0.28,0.715,0.435,3.6,0.73,0.74
sql_keyword_case,nat2alt,nat,alt,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.985,0.015,0.92,0.3,6.0,0.76,0.945
sql_keyword_case,nat2alt,nat,alt,3,nat2alt_top1,19,2.0,,200,0.76,0.696,0.814,0.855,0.06,0.085,0.89,0.265,6.0,0.76,0.945
sql_keyword_case,nat2alt,nat,alt,3,nat2alt_top2,8,2.0,,200,0.795,0.734,0.845,0.905,0.025,0.07,0.865,0.29,6.0,0.76,0.945
sql_keyword_case,alt2nat,alt,nat,3,base,0,0.0,,200,0.01,0.003,0.036,0.02,0.91,0.07,0.86,0.27,6.0,0.945,0.76
sql_keyword_case,alt2nat,alt,nat,3,alt2nat_top1,9,1.0,,200,0.835,0.777,0.88,0.965,0.015,0.02,0.865,0.285,6.0,0.945,0.76
sql_keyword_case,alt2nat,alt,nat,3,alt2nat_top2,10,1.0,,200,0.9,0.851,0.934,0.97,0.01,0.02,0.93,0.265,6.0,0.945,0.76
sql_join_style,nat2alt,nat,alt,3,base,0,0.0,,183,0.0,0.0,0.021,0.0,0.923,0.077,0.973,0.093,6.5,0.596,0.858
sql_join_style,nat2alt,nat,alt,3,nat2alt_top1,9,4.0,,183,0.372,0.305,0.444,0.448,0.23,0.322,0.77,0.131,6.5,0.596,0.858
sql_join_style,nat2alt,nat,alt,3,nat2alt_top2,10,4.0,,183,0.322,0.259,0.393,0.383,0.306,0.311,0.825,0.137,6.5,0.596,0.858
sql_join_style,alt2nat,alt,nat,3,base,0,0.0,,183,0.12,0.081,0.175,0.126,0.672,0.202,0.94,0.082,5.5,0.858,0.596
sql_join_style,alt2nat,alt,nat,3,alt2nat_top1,1,4.0,,183,0.53,0.458,0.601,0.842,0.022,0.137,0.617,0.186,5.5,0.858,0.596
sql_join_style,alt2nat,alt,nat,3,alt2nat_top2,3,4.0,,183,0.601,0.529,0.669,0.907,0.033,0.06,0.656,0.131,5.5,0.858,0.596
r_assignment,nat2alt,nat,alt,3,base,0,0.0,,200,0.0,0.0,0.019,0.0,1.0,0.0,0.925,0.19,3.0,0.785,0.89
r_assignment,nat2alt,nat,alt,3,nat2alt_top1,0,0.5,,200,0.685,0.618,0.745,0.745,0.13,0.125,0.905,0.18,3.0,0.785,0.89
r_assignment,nat2alt,nat,alt,3,nat2alt_top2,8,2.0,,200,0.8,0.739,0.85,0.885,0.005,0.11,0.88,0.24,3.0,0.785,0.89
r_assignment,alt2nat,alt,nat,3,base,0,0.0,,200,0.025,0.011,0.057,0.025,0.87,0.105,0.895,0.215,3.0,0.89,0.785
r_assignment,alt2nat,alt,nat,3,alt2nat_top1,0,1.0,,200,0.925,0.88,0.954,0.995,0.005,0.0,0.93,0.23,3.0,0.89,0.785
r_assignment,alt2nat,alt,nat,3,alt2nat_top2,1,1.0,,200,0.91,0.862,0.942,0.995,0.005,0.0,0.915,0.185,3.0,0.89,0.785
rust_question,nat2alt,nat,alt,3,base,0,0.0,,165,0.012,0.003,0.043,0.012,0.788,0.2,0.964,0.145,3.5,0.824,0.794
rust_question,nat2alt,nat,alt,3,nat2alt_top1,13,4.0,,165,0.03,0.013,0.069,0.03,0.473,0.497,0.848,0.145,3.5,0.824,0.794
rust_question,nat2alt,nat,alt,3,nat2alt_top2,1,2.0,,165,0.006,0.001,0.034,0.012,0.606,0.382,0.897,0.17,3.5,0.824,0.794
rust_question,alt2nat,alt,nat,3,base,0,0.0,,165,0.048,0.025,0.093,0.073,0.885,0.042,0.927,0.406,25.5,0.794,0.824
rust_question,alt2nat,alt,nat,3,alt2nat_top1,0,4.0,,165,0.4,0.328,0.476,0.721,0.042,0.236,0.497,0.285,25.5,0.794,0.824
rust_question,alt2nat,alt,nat,3,alt2nat_top2,7,4.0,,165,0.473,0.398,0.549,0.752,0.036,0.212,0.624,0.242,25.5,0.794,0.824
bash_test,nat2alt,nat,alt,3,base,0,0.0,,200,0.01,0.003,0.036,0.01,0.91,0.08,0.98,0.095,3.0,0.92,0.88
bash_test,nat2alt,nat,alt,3,nat2alt_top1,2,2.0,,200,0.9,0.851,0.934,0.94,0.015,0.045,0.96,0.065,3.0,0.92,0.88
bash_test,nat2alt,nat,alt,3,nat2alt_top2,5,2.0,,200,0.87,0.816,0.91,0.91,0.035,0.055,0.945,0.095,3.0,0.92,0.88
bash_test,alt2nat,alt,nat,3,base,0,0.0,,200,0.01,0.003,0.036,0.01,0.945,0.045,0.97,0.09,3.1,0.88,0.92
bash_test,alt2nat,alt,nat,3,alt2nat_top1,13,1.0,,200,0.83,0.772,0.876,0.875,0.07,0.055,0.935,0.1,3.1,0.88,0.92
bash_test,alt2nat,alt,nat,3,alt2nat_top2,16,2.0,,200,0.83,0.772,0.876,0.845,0.04,0.115,0.97,0.12,3.1,0.88,0.92
php_array,nat2alt,nat,alt,3,base,0,0.0,,193,0.031,0.014,0.066,0.041,0.399,0.56,0.86,0.15,3.2,0.409,0.404
php_array,nat2alt,nat,alt,3,nat2alt_top1,3,4.0,,193,0.306,0.245,0.374,0.487,0.041,0.472,0.642,0.259,3.2,0.409,0.404
php_array,nat2alt,nat,alt,3,nat2alt_top2,20,4.0,,193,0.275,0.217,0.342,0.394,0.083,0.523,0.705,0.233,3.2,0.409,0.404
php_array,alt2nat,alt,nat,3,base,0,0.0,,193,0.036,0.018,0.073,0.041,0.487,0.472,0.855,0.254,5.5,0.404,0.409
php_array,alt2nat,alt,nat,3,alt2nat_top1,1,2.0,,193,0.301,0.24,0.369,0.358,0.047,0.596,0.819,0.197,5.5,0.404,0.409
php_array,alt2nat,alt,nat,3,alt2nat_top2,2,2.0,,193,0.363,0.298,0.433,0.425,0.036,0.539,0.813,0.218,5.5,0.404,0.409
