task,group,d_cos_task_a0.0,d_cos_task_a0.5,d_cos_task_a1.0,d_cos_task_a2.0,d_cos_task_a4.0,d_cos_gen_a0.0,d_cos_gen_a0.5,d_cos_gen_a1.0,d_cos_gen_a2.0,d_cos_gen_a4.0,d_proj_task_a0.0,d_proj_task_a0.5,d_proj_task_a1.0,d_proj_task_a2.0,d_proj_task_a4.0,d_proj_gen_a0.0,d_proj_gen_a0.5,d_proj_gen_a1.0,d_proj_gen_a2.0,d_proj_gen_a4.0
city-country,train,0.0,0.0649,0.14872,0.14086,0.11366,0.0,0.02492,0.03991,0.02524,0.01124,0.0,5.50665,11.97663,10.57464,7.9986,0.0,1.67469,1.9292,-0.02809,-1.47166
compound_first,train,0.0,0.07024,0.1224,0.11301,0.08837,0.0,0.04067,0.06915,0.06868,0.0555,0.0,7.29552,12.61423,11.25252,8.61949,0.0,4.4998,7.50414,6.9952,5.45759
concrete_abstract,train,0.0,0.04545,0.10851,0.08885,0.05676,0.0,0.02564,0.05682,0.05294,0.04105,0.0,4.63335,10.34256,7.86185,4.50676,0.0,2.77305,5.32286,4.26826,2.73943
contains_letter_e,train,0.0,0.04288,0.07648,0.05949,0.03969,0.0,0.01797,0.03058,0.02575,0.01852,0.0,3.6002,6.44111,4.63037,2.7331,0.0,1.19709,2.07015,1.40466,0.67581
country-capital,train,0.0,0.07031,0.15229,0.14594,0.11023,0.0,0.02351,0.02629,0.01953,0.01194,0.0,6.84385,14.0598,12.24952,8.24478,0.0,2.45929,2.22668,0.53241,-0.89077
day_after_textual_date,train,0.0,0.05909,0.1178,0.07674,0.04759,0.0,0.04433,0.05957,0.0325,0.01488,0.0,5.46121,10.67554,6.61689,3.97238,0.0,3.96598,4.86683,1.5688,-0.23138
ends_with_ing,heldout,0.0,0.04774,0.08351,0.06076,0.0372,0.0,0.01468,0.02633,0.01914,0.01013,0.0,3.89633,6.87675,4.40533,2.11935,0.0,0.62804,1.31951,0.3273,-0.59716
english-french,heldout,0.0,0.06908,0.16179,0.18123,0.14458,0.0,0.0334,0.04895,0.04794,0.03676,0.0,7.23131,16.62078,17.47853,13.51595,0.0,3.87723,5.63116,4.52557,3.03134
english-italian,train,0.0,0.06272,0.15906,0.17411,0.14504,0.0,0.02886,0.04232,0.04519,0.0348,0.0,6.68907,16.21825,16.64263,13.26379,0.0,3.61158,4.87461,4.07738,2.467
english-portuguese,train,0.0,0.06425,0.1549,0.16959,0.14238,0.0,0.03205,0.04763,0.05141,0.03922,0.0,6.96742,15.78187,16.19862,12.88675,0.0,3.98566,5.2469,4.58773,2.72292
english-spanish,train,0.0,0.07834,0.16795,0.18117,0.14721,0.0,0.03372,0.04365,0.04685,0.03227,0.0,8.26843,17.33658,17.83348,13.79631,0.0,3.9918,5.13765,4.72307,2.64305
first_digit,heldout,0.0,0.05594,0.08666,0.07268,0.04063,0.0,0.02985,0.04336,0.03782,0.02247,0.0,5.06079,7.33129,5.66245,2.58396,0.0,2.65376,3.30886,2.35141,0.69837
first_three_letters,train,0.0,0.07724,0.13634,0.12537,0.09757,0.0,0.03836,0.06544,0.06733,0.05063,0.0,7.88646,13.97169,12.06185,8.99121,0.0,4.19819,7.14869,6.41001,4.35599
french-english,heldout,0.0,0.0707,0.10929,0.11392,0.10063,0.0,0.02908,0.04431,0.04249,0.02894,0.0,8.29008,12.37228,11.9906,10.2879,0.0,4.15063,5.88023,4.98449,3.32364
french_noun_gender,train,0.0,0.06973,0.10086,0.07532,0.04511,0.0,0.0422,0.05966,0.04819,0.03398,0.0,6.97712,9.79162,6.94033,3.86619,0.0,4.42235,5.82435,4.18465,2.53783
german-english,train,0.0,0.07625,0.11458,0.1217,0.11179,0.0,0.03122,0.0451,0.04557,0.03452,0.0,8.60557,12.76192,12.97607,11.64405,0.0,4.15733,5.85342,5.49302,4.11894
german_noun_gender,train,0.0,0.03497,0.06231,0.03751,0.00823,0.0,0.02224,0.03077,0.02473,0.01461,0.0,3.35585,5.43966,2.53456,-0.30484,0.0,2.14938,2.31977,1.00907,-0.13837
gerund_to_base,heldout,0.0,0.08544,0.15753,0.14173,0.09059,0.0,0.04474,0.07754,0.07369,0.04507,0.0,9.17446,16.58986,14.19741,8.40976,0.0,5.16975,8.57721,7.37483,3.78004
gerund_to_past,train,0.0,0.12053,0.17703,0.14272,0.09429,0.0,0.04609,0.0632,0.05403,0.03267,0.0,13.06603,18.19027,13.77808,8.49959,0.0,5.66602,6.78379,4.91249,2.26927
hypernym_category,train,0.0,0.04244,0.11964,0.11925,0.10777,0.0,0.0247,0.04513,0.04588,0.03798,0.0,4.44855,11.50249,10.97966,9.6174,0.0,2.8397,4.40545,3.99218,2.96288
initials_two_words,heldout,0.0,0.05295,0.11054,0.09684,0.0487,0.0,0.02647,0.04903,0.04822,0.03486,0.0,5.12656,10.41305,8.47703,3.71982,0.0,2.63659,4.5415,3.72704,2.10726
iso_date_to_month,train,0.0,0.07352,0.14807,0.12461,0.08098,0.0,0.028,0.04653,0.03589,0.02009,0.0,6.82141,13.18819,10.40684,6.2586,0.0,2.51965,3.54051,1.76937,-0.03604
iso_date_year_plus_one,train,0.0,0.07239,0.16614,0.15306,0.09561,0.0,0.03732,0.06707,0.05361,0.02934,0.0,6.67246,15.40275,13.42115,7.54557,0.0,3.28774,6.02972,3.86887,0.73716
landmark-country,train,0.0,0.06088,0.12107,0.11121,0.08448,0.0,0.02058,0.03032,0.02094,0.01036,0.0,4.99048,9.44626,8.14448,5.7268,0.0,1.2593,1.27708,0.03432,-1.02564
language_identification,train,0.0,0.05393,0.09739,0.08861,0.05076,0.0,0.02445,0.04128,0.03868,0.02788,0.0,5.22262,9.12074,7.88321,4.10862,0.0,2.43808,3.74037,3.00626,1.67882
larger_of_pair,train,0.0,0.11394,0.16203,0.13514,0.09755,0.0,0.04931,0.06096,0.046,0.02884,0.0,10.62055,14.05526,10.93742,7.28644,0.0,4.94529,5.08839,2.99452,1.03867
larger_than_1000,train,0.0,0.05811,0.09851,0.07142,0.03879,0.0,0.02356,0.03918,0.0288,0.01553,0.0,5.02648,8.3163,5.18998,1.98348,0.0,1.87136,2.95551,1.38335,-0.12047
lowercase_first_letter,train,0.0,0.05861,0.09143,0.06,0.01732,0.0,0.0328,0.05531,0.05291,0.03868,0.0,5.35487,8.27144,4.69348,0.49681,0.0,2.7485,4.61412,3.58032,1.88721
lowercase_word,train,0.0,0.07284,0.1645,0.16622,0.11847,0.0,0.05095,0.09958,0.09862,0.0726,0.0,7.15419,16.01632,15.28734,9.98145,0.0,5.05442,9.69079,8.46269,4.90214
national_parks,train,0.0,0.047,0.13176,0.12131,0.09554,0.0,0.02314,0.03836,0.02825,0.01668,0.0,3.94954,10.86072,9.35737,6.91642,0.0,1.66422,2.34263,0.84221,-0.41926
natural_manmade,train,0.0,0.04059,0.1074,0.08544,0.05558,0.0,0.02305,0.04887,0.0441,0.03492,0.0,4.12264,9.94419,7.18973,4.19759,0.0,2.49842,4.23095,2.97461,1.83766
next_item,train,0.0,0.04495,0.09073,0.08154,0.05727,0.0,0.02165,0.04236,0.03693,0.02288,0.0,4.93366,9.89627,8.27457,5.4129,0.0,2.63131,5.06046,3.90706,2.10082
next_month_of_date,train,0.0,0.0733,0.19042,0.16932,0.12468,0.0,0.04446,0.06998,0.05969,0.04416,0.0,6.89784,18.02621,15.4107,10.72884,0.0,4.19592,6.70119,5.08638,3.01737
next_number_digits,train,0.0,0.10661,0.1976,0.18267,0.12844,0.0,0.04591,0.06399,0.04969,0.03061,0.0,10.40986,19.58453,17.36373,11.27304,0.0,4.96008,7.22104,4.96323,1.90153
number_word_to_digits,train,0.0,0.13653,0.25473,0.23524,0.14645,0.0,0.05724,0.09771,0.09438,0.0616,0.0,14.07549,25.4806,21.56488,11.86765,0.0,7.53469,11.43441,8.93798,3.86717
park-country,train,0.0,0.05744,0.15059,0.14269,0.11713,0.0,0.02779,0.04382,0.02941,0.01725,0.0,4.81164,12.12734,10.71143,8.25108,0.0,2.02322,2.54074,0.59431,-0.75927
past_to_base,heldout,0.0,0.08547,0.16009,0.14737,0.09872,0.0,0.04406,0.07863,0.08024,0.05575,0.0,9.52475,17.32568,15.35728,10.0733,0.0,5.702,9.45194,8.89044,5.9673
person-instrument,train,0.0,0.0933,0.15318,0.12582,0.07708,0.0,0.03886,0.05089,0.03816,0.0178,0.0,8.0194,13.04518,9.80437,5.02176,0.0,3.11273,3.92218,2.07914,-0.23162
person-sport,train,0.0,0.05614,0.15878,0.1488,0.08692,0.0,0.02991,0.06289,0.05429,0.0299,0.0,5.09819,14.75101,12.91646,6.44771,0.0,2.68183,5.95198,4.27028,1.06703
person_place_thing,heldout,0.0,0.0554,0.12297,0.10418,0.07512,0.0,0.03219,0.05693,0.05433,0.04345,0.0,5.73904,12.37202,9.90892,6.69381,0.0,3.50014,5.90455,5.03018,3.55708
plural_to_singular,train,0.0,0.07538,0.15345,0.15297,0.10621,0.0,0.0484,0.08059,0.08098,0.05984,0.0,8.05764,15.72424,14.77649,9.57103,0.0,5.50114,8.55689,7.68822,4.93242
pos_label,heldout,0.0,0.07789,0.10452,0.07736,0.05648,0.0,0.04352,0.06188,0.04862,0.03654,0.0,7.70872,10.33973,7.44448,5.29335,0.0,4.48615,6.32122,4.70409,3.34722
present-past,train,0.0,0.12208,0.19838,0.16236,0.10851,0.0,0.04957,0.07155,0.06344,0.04573,0.0,12.67928,19.91756,15.07415,9.24709,0.0,5.45901,7.20199,5.16982,2.8066
prev_number_digits,train,0.0,0.15381,0.24403,0.2181,0.14376,0.0,0.05792,0.07045,0.05615,0.03472,0.0,15.07952,24.84434,21.07103,12.61574,0.0,6.30824,8.60584,5.90631,2.11813
product-company,train,0.0,0.0377,0.08976,0.08389,0.07012,0.0,0.01721,0.02572,0.02136,0.01688,0.0,3.36107,7.17997,6.14529,4.75334,0.0,1.44903,1.32096,0.45854,-0.11445
sentiment,train,0.0,0.05617,0.15387,0.14032,0.09125,0.0,0.02461,0.07555,0.06823,0.04493,0.0,5.47071,15.58706,13.59579,7.93211,0.0,2.5752,8.24054,6.86529,3.59906
singular-plural,train,0.0,0.09055,0.17274,0.16151,0.11479,0.0,0.05539,0.08278,0.07057,0.05122,0.0,9.83456,18.07687,15.49194,10.29019,0.0,6.69362,9.30172,6.39579,3.7035
singular_or_plural,train,0.0,0.08969,0.12272,0.09247,0.05735,0.0,0.0554,0.07558,0.06527,0.04865,0.0,9.2278,12.6727,9.03452,5.19811,0.0,5.91399,8.09017,6.30797,4.15724
smaller_of_pair,heldout,0.0,0.11657,0.17323,0.15334,0.1157,0.0,0.05219,0.06819,0.05637,0.03934,0.0,10.83858,15.249,12.76729,8.99411,0.0,5.17465,5.9407,4.18718,2.16703
spanish-english,heldout,0.0,0.07952,0.12032,0.12474,0.11121,0.0,0.03511,0.05095,0.04821,0.03463,0.0,8.81432,12.99092,12.85984,11.18864,0.0,4.49294,6.19983,5.43306,3.807
spanish_noun_gender,train,0.0,0.07269,0.10388,0.0734,0.04198,0.0,0.04463,0.06362,0.05002,0.03521,0.0,7.08212,10.06238,6.77721,3.60355,0.0,4.44752,6.24061,4.43872,2.73753
starts_with_vowel,train,0.0,0.05008,0.10037,0.08287,0.05462,0.0,0.04087,0.06477,0.05298,0.03821,0.0,5.15502,9.42586,7.21134,4.35026,0.0,4.33431,5.90102,4.1441,2.51429
third_person_to_base,train,0.0,0.07785,0.16235,0.15998,0.10638,0.0,0.04913,0.08897,0.08966,0.06526,0.0,8.22787,16.95929,15.95616,9.78474,0.0,5.45539,9.6612,8.92269,5.53743
titlecase_phrase,train,0.0,0.05896,0.09923,0.05439,0.03234,0.0,0.04439,0.06251,0.03469,0.02132,0.0,5.98327,9.58724,4.51171,2.39925,0.0,4.83593,6.17936,2.26334,0.87703
uppercase_word,heldout,0.0,0.07039,0.12335,0.09473,0.04672,0.0,0.03896,0.06186,0.05234,0.034,0.0,7.10915,12.16865,8.39773,3.75358,0.0,4.1776,6.23179,3.90568,1.96667
us-city-state,train,0.0,0.06278,0.16259,0.14224,0.1091,0.0,0.0265,0.03745,0.02123,0.00948,0.0,5.48265,13.09817,10.64205,7.62195,0.0,2.02903,1.61467,-0.4605,-1.68126
verb_tense_label,train,0.0,0.05057,0.10282,0.08252,0.05765,0.0,0.02926,0.05356,0.0449,0.03266,0.0,4.81635,9.54317,7.37618,4.97789,0.0,2.70181,4.66737,3.58369,2.38202
verb_to_third_person,train,0.0,0.10818,0.18162,0.17335,0.11259,0.0,0.05091,0.0769,0.07606,0.05543,0.0,11.45718,18.76464,16.97551,10.31904,0.0,6.02361,8.49356,7.32208,4.41452
word_polarity,heldout,0.0,0.0534,0.13054,0.10839,0.06994,0.0,0.03034,0.06386,0.05575,0.04058,0.0,5.37433,12.58142,9.91186,6.02986,0.0,3.21712,6.1443,4.74564,3.01035
