family,lang,style,k,n,accuracy,style_only,judge_ok,unscorable,ci_lo,ci_hi,label
ja_long_vowel,Japanese,nat,0,13,0.5384615384615384,0.7692307692307693,0.6153846153846154,0.15384615384615385,0.2914343243183205,0.7679424569851186,with trailing ー (コンピューター)
ja_long_vowel,Japanese,nat,4,13,0.6153846153846154,0.6923076923076923,0.8461538461538461,0.15384615384615385,0.35522480972268555,0.8229055341876319,with trailing ー (コンピューター)
ja_long_vowel,Japanese,alt,0,13,0.07692307692307693,0.15384615384615385,0.7692307692307693,0.15384615384615385,0.013710066379696323,0.3331453392824736,without trailing ー (コンピュータ)
ja_long_vowel,Japanese,alt,4,13,0.23076923076923078,0.23076923076923078,0.9230769230769231,0.15384615384615385,0.08179379092465713,0.5025687399512693,without trailing ー (コンピュータ)
ru_yo,Russian,nat,0,50,0.04,0.04,0.8,0.38,0.011038652660826577,0.13460337877954667,"ё written (ещё, всё, идёт)"
ru_yo,Russian,nat,4,50,0.42,0.52,0.82,0.32,0.2937479723456693,0.5576680331222217,"ё written (ещё, всё, идёт)"
ru_yo,Russian,alt,0,50,0.44,0.52,0.88,0.42,0.3116198721023534,0.5769421319985648,"ё replaced by е (еще, все, идет)"
ru_yo,Russian,alt,4,50,0.5,0.64,0.74,0.34,0.36644286412332855,0.6335571358766714,"ё replaced by е (еще, все, идет)"
de_swiss,German,nat,0,45,0.4888888888888889,0.6888888888888889,0.7111111111111111,0.3111111111111111,0.3495678935302451,0.6299577567351026,"ß (Straße, groß, heißt)"
de_swiss,German,nat,4,45,0.5111111111111111,0.6,0.7777777777777778,0.4,0.3700422432648975,0.6504321064697549,"ß (Straße, groß, heißt)"
de_swiss,German,alt,0,45,0.0,0.0,0.7333333333333333,0.24444444444444444,0.0,0.07865426194064076,"Swiss ss (Strasse, gross, heisst)"
de_swiss,German,alt,4,45,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.37777777777777777,0.04840400437825558,0.23499375490890945,"Swiss ss (Strasse, gross, heisst)"
uk_2019,Ukrainian,nat,0,44,0.045454545454545456,0.045454545454545456,0.5454545454545454,0.29545454545454547,0.012554846366981079,0.15135271525303162,"2019 orthography (проєкт, етер, пів години)"
uk_2019,Ukrainian,nat,4,44,0.045454545454545456,0.06818181818181818,0.5227272727272727,0.36363636363636365,0.012554846366981079,0.15135271525303162,"2019 orthography (проєкт, етер, пів години)"
uk_2019,Ukrainian,alt,0,44,0.4318181818181818,0.7272727272727273,0.5454545454545454,0.2727272727272727,0.29682504164854573,0.5777610925944561,"pre-2019 orthography (проект, ефір, півгодини)"
uk_2019,Ukrainian,alt,4,44,0.29545454545454547,0.5454545454545454,0.5454545454545454,0.38636363636363635,0.18155360887243294,0.4422047938565727,"pre-2019 orthography (проект, ефір, півгодини)"
