task,group,icl_index,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10
country-capital,train,8,-12.4679,1.34486,-16.9432,-5.8191,-11.0953,-1.78924,-8.74155,7.0599,14.9175,-20.8005
country-capital,train,9,-12.7668,1.3854,-16.535,-5.85204,-11.4008,-1.44284,-8.55069,6.96452,15.2685,-20.7996
country-capital,train,10,-12.7092,1.36313,-16.4153,-6.04579,-12.0961,-1.17554,-8.43249,6.80599,15.7547,-21.2634
english-french,train,1,-14.367,-12.7138,-5.16107,-1.65115,17.771,-3.99984,-7.93566,2.22352,-6.39614,-0.524302
english-french,train,2,-19.6877,-16.4133,-1.60949,-2.54328,13.1284,-2.16517,-7.15758,-3.10569,-8.6202,-0.960623
english-french,train,3,-22.5615,-17.983,1.35395,-1.89847,9.24323,-1.95742,-6.26697,-6.75622,-8.317,-1.90365
english-french,train,4,-22.9903,-18.5592,2.32994,-1.99803,8.28005,-1.63006,-5.81948,-8.34075,-8.09328,-2.03207
english-french,train,5,-23.2681,-18.2215,2.40703,-2.02228,7.31036,-1.07423,-5.47546,-9.32195,-7.58823,-2.16536
english-french,train,6,-23.2171,-18.4789,2.63542,-2.48269,6.99273,-0.935502,-5.30363,-9.70758,-7.21235,-2.46271
english-french,train,7,-21.8438,-18.2736,2.59058,-2.58191,6.64003,-1.04689,-5.01918,-9.29946,-6.2961,-2.23191
english-french,train,8,-22.7188,-18.7477,2.98753,-2.65443,6.33479,-0.641308,-5.16747,-10.4673,-6.53076,-2.80096
english-french,train,9,-22.2255,-18.675,3.62759,-2.83499,5.77684,-0.436194,-4.69348,-10.4519,-6.4074,-2.75459
english-french,train,10,-22.6204,-19.1388,3.95307,-3.0229,5.89539,-0.411155,-4.53552,-11.0721,-6.6327,-2.7527
english-german,train,1,-10.6615,-11.0483,-7.9091,-2.12799,20.2692,-4.81117,-8.20666,1.56405,-6.00912,-1.30737
english-german,train,2,-15.1273,-13.8656,-4.7845,-2.77487,15.5435,-2.96548,-7.42518,-1.98495,-7.63667,-1.21024
english-german,train,3,-16.8675,-15.1494,-2.22301,-2.22346,12.944,-2.6843,-6.68112,-5.12262,-7.45377,-2.07649
english-german,train,4,-18.2652,-14.4329,-1.90791,-1.93289,10.966,-2.35211,-6.54323,-6.5272,-6.79833,-2.32326
english-german,train,5,-17.8467,-15.9746,-1.01119,-2.33423,10.9061,-2.15576,-5.9821,-7.52198,-7.05267,-2.68858
english-german,train,6,-17.8369,-15.9239,-0.847236,-2.7759,10.3877,-2.05814,-5.98216,-7.91932,-6.93858,-2.87402
english-german,train,7,-17.9058,-16.2957,-0.193111,-2.86964,9.74901,-1.73421,-5.65182,-8.49941,-6.76052,-2.95207
english-german,train,8,-17.8236,-16.3608,-0.136916,-2.82258,9.39571,-1.49459,-5.46525,-8.64067,-6.40298,-3.05629
english-german,train,9,-18.1027,-16.5606,0.11274,-3.28603,9.46536,-1.52983,-5.63763,-9.28288,-6.70131,-3.12962
english-german,train,10,-18.2045,-16.6256,0.103307,-3.11443,9.05677,-1.1717,-5.63711,-9.04322,-6.38356,-3.02751
english-spanish,train,1,-15.9092,-12.838,-5.29718,-2.13532,18.7781,-4.47268,-8.78134,0.376058,-8.04424,-1.52074
english-spanish,train,2,-20.7387,-16.0828,-1.13613,-2.84125,12.9327,-1.66378,-7.79797,-4.27196,-9.17113,-1.81919
english-spanish,train,3,-22.7991,-17.0326,1.20568,-2.31325,9.14979,-1.09744,-6.58939,-7.05491,-8.65849,-2.51222
english-spanish,train,4,-23.2243,-18.1955,2.93546,-2.74477,7.65661,-0.744618,-5.82872,-9.29271,-8.12256,-2.87329
english-spanish,train,5,-23.3992,-18.2397,3.32479,-2.5871,7.30076,-0.49413,-5.50088,-10.2132,-7.98627,-2.74287
english-spanish,train,6,-23.0844,-18.507,3.67847,-3.07002,6.95815,-0.598946,-5.62268,-10.9665,-7.996,-2.98809
english-spanish,train,7,-23.3288,-18.087,3.57681,-2.75954,6.37705,0.00106568,-5.34261,-11.2255,-7.13031,-3.04411
english-spanish,train,8,-22.6375,-18.3617,3.78812,-3.09451,5.94442,-0.00760152,-5.03146,-11.0635,-6.94687,-3.20831
english-spanish,train,9,-22.6479,-18.3704,3.94672,-3.37138,5.36839,0.0772698,-5.14241,-11.1207,-6.83682,-3.43171
english-spanish,train,10,-22.8589,-18.9299,4.81593,-3.48765,5.14213,0.49262,-4.82204,-11.9713,-6.65744,-3.22597
lowercase_last_letter,train,1,8.68356,-7.75626,-12.5253,2.07285,20.189,-3.24358,-6.41673,7.26991,1.92088,2.50468
lowercase_last_letter,train,2,19.5752,-14.0582,-8.29834,7.81392,9.98307,-2.78525,-0.0816057,-0.884671,1.34831,1.03943
lowercase_last_letter,train,3,21.7476,-13.8907,-5.43663,9.12731,4.52224,-2.84229,2.33604,-7.07202,1.82865,-1.03589
lowercase_last_letter,train,4,22.6709,-13.7962,-4.41553,9.20464,2.19874,-2.13763,3.4165,-9.67189,2.39341,-2.02544
lowercase_last_letter,train,5,23.3535,-13.7998,-3.06359,9.20184,0.511259,-1.85818,4.13027,-11.0894,2.7627,-2.62073
lowercase_last_letter,train,6,23.9652,-13.6431,-2.68933,9.06756,0.067067,-1.4681,4.28319,-12.0038,3.1884,-2.87244
lowercase_last_letter,train,7,24.1819,-13.2731,-2.09865,8.65014,-0.20226,-1.38772,4.34232,-12.2949,3.32242,-2.99832
lowercase_last_letter,train,8,24.6485,-13.4739,-1.73935,8.77504,-0.540796,-0.994071,4.48552,-13.0345,3.49283,-3.2824
lowercase_last_letter,train,9,24.5114,-13.2058,-1.36834,8.29145,-0.765943,-0.811979,4.4653,-12.9983,3.66651,-3.38808
lowercase_last_letter,train,10,24.3548,-13.4062,-1.20041,8.09492,-1.17085,-0.565009,4.62501,-13.3043,3.77584,-3.45356
national_parks,train,1,-6.49505,12.2284,-25.6423,-9.28829,6.9055,-6.73289,-2.83925,4.43249,-2.60776,8.58183
national_parks,train,2,-6.36256,18.6902,-25.0229,-10.7567,-5.48665,-6.26886,1.11478,-0.927087,-5.53556,8.577
national_parks,train,3,-5.6637,21.1528,-23.5536,-11.0004,-11.2037,-6.09501,2.63564,-5.4574,-6.54152,8.25191
national_parks,train,4,-4.68169,21.1814,-21.8827,-11.1236,-12.6446,-5.39005,3.46251,-7.21745,-6.14309,7.58028
national_parks,train,5,-4.51554,21.0588,-21.6667,-11.5945,-13.7872,-4.93424,3.69448,-8.04166,-6.08002,7.07362
national_parks,train,6,-4.04022,21.0471,-20.4947,-11.5098,-13.9958,-4.61078,3.8612,-8.56442,-6.07973,7.17544
national_parks,train,7,-3.57506,21.3116,-19.9372,-11.6477,-14.3128,-4.18478,3.97025,-9.22996,-5.87613,6.73203
national_parks,train,8,-3.53728,20.8037,-20.0467,-11.871,-14.3723,-4.13423,4.09986,-9.26647,-5.65507,6.65519
national_parks,train,9,-3.10543,21.0717,-19.4652,-11.9598,-14.5574,-4.01504,4.30956,-9.73533,-5.97544,6.68021
national_parks,train,10,-3.22796,20.5413,-19.4833,-11.9486,-14.7854,-3.58429,4.2004,-9.69374,-5.61989,6.41611
next_capital_letter,train,1,10.0378,-7.83053,-13.0767,2.85426,18.2055,-4.50304,-4.8734,9.00068,2.09172,2.62212
next_capital_letter,train,2,18.6952,-10.8503,-8.9667,6.87666,7.79835,-4.61083,-0.223585,4.35472,0.242166,1.81445
next_capital_letter,train,3,22.4583,-10.0276,-5.44641,8.49293,0.474961,-5.10281,1.79217,-1.86702,-0.649707,0.251483
next_capital_letter,train,4,24.4252,-9.86093,-4.01778,9.29465,-3.59208,-4.63479,3.13821,-4.89932,-0.637437,-0.766228
next_capital_letter,train,5,25.1839,-10.1207,-4.0227,9.55544,-4.55551,-4.18588,3.91012,-7.01945,0.00902695,-1.37425
next_capital_letter,train,6,25.3332,-10.072,-3.43183,8.89243,-4.82092,-3.64115,3.96657,-7.07875,0.197035,-1.5688
next_capital_letter,train,7,25.9412,-9.60792,-2.71403,8.87032,-5.31446,-3.59124,3.94392,-8.24625,0.447665,-1.86491
next_capital_letter,train,8,26.134,-9.81545,-2.63073,8.90135,-5.61397,-3.39131,4.10501,-8.9119,0.728984,-2.17813
next_capital_letter,train,9,26.3716,-9.82896,-2.67759,8.88076,-5.77474,-2.94873,4.23877,-9.12991,0.874181,-2.24084
next_capital_letter,train,10,26.7127,-9.49255,-1.75411,8.60083,-6.06392,-2.74426,4.16857,-9.79412,1.05778,-2.5092
next_item,train,1,7.68587,-10.8313,-8.67697,4.76872,6.77209,-2.68351,0.86397,21.8361,-4.36128,4.72372
next_item,train,2,6.23061,-10.9378,-5.38526,5.45286,-1.96798,-0.875608,2.6689,24.2649,-6.43322,6.0745
next_item,train,3,5.3412,-11.9494,-4.29106,7.25949,-6.89631,-0.485258,4.23301,23.199,-7.12053,5.74849
next_item,train,4,5.24731,-12.5996,-3.52045,7.94856,-8.95886,-0.110471,5.36648,21.9099,-6.50936,4.88234
next_item,train,5,4.73643,-12.6981,-2.77567,7.70437,-9.97134,0.521034,5.59206,21.4669,-6.16796,4.76063
next_item,train,6,4.47389,-12.3152,-2.75939,7.53416,-10.2262,0.751202,5.64669,20.9882,-6.16516,4.6002
next_item,train,7,4.50298,-12.9734,-2.53424,7.27477,-10.4832,1.09048,6.50005,21.1362,-6.0767,4.2028
next_item,train,8,4.7117,-13.1917,-2.14781,7.31304,-11.0275,1.26495,6.8693,20.5203,-5.67831,3.95936
next_item,train,9,3.2624,-12.6026,-1.82298,6.53067,-11.0519,1.45014,6.68128,21.2789,-5.85836,4.54054
next_item,train,10,3.47984,-12.6302,-1.31606,6.10771,-11.3313,1.69582,6.69738,20.7334,-5.60139,4.09895
park-country,train,1,-8.83883,12.7868,-27.0107,-9.55083,5.3735,-7.42789,-4.7775,3.794,-0.129,4.68947
park-country,train,2,-9.42058,19.8125,-26.2133,-10.8923,-7.44101,-6.79672,-0.528059,-1.58414,-3.90676,5.9062
park-country,train,3,-9.06136,21.5448,-24.2665,-10.8414,-14.1527,-6.66413,1.30221,-6.43727,-3.86465,4.57574
park-country,train,4,-8.4266,21.5338,-23.5035,-10.6931,-15.7375,-6.1123,2.09228,-8.18911,-3.88644,4.41839
park-country,train,5,-7.95651,21.4911,-22.4827,-10.8471,-16.3532,-5.47437,2.1988,-9.09683,-3.66378,3.83697
park-country,train,6,-7.94966,21.3384,-22.3634,-11.4106,-17.1782,-5.30121,2.29451,-9.623,-3.15024,3.30999
park-country,train,7,-7.39447,21.2681,-21.6661,-11.3363,-16.7654,-4.97488,2.81197,-9.98546,-3.36476,3.29437
park-country,train,8,-6.8481,21.0525,-21.1488,-11.4177,-17.168,-4.63243,2.82765,-10.1039,-3.13523,3.3489
park-country,train,9,-6.91981,20.2232,-21.0259,-11.6801,-16.7191,-4.27717,2.75236,-9.99713,-2.71845,2.84163
park-country,train,10,-6.64542,20.398,-20.737,-11.7402,-16.9109,-4.2334,2.90842,-10.325,-2.56725,2.75958
person-instrument,train,1,-8.32539,22.4924,0.550239,24.6866,17.7352,-5.28173,-24.0697,10.6722,6.23908,-2.79249
person-instrument,train,2,-8.01401,28.3006,8.29662,27.2593,5.59497,-3.70429,-20.9441,7.64574,4.24709,-3.93058
person-instrument,train,3,-6.79271,32.1724,12.3134,28.1496,0.861952,-4.10448,-20.7786,2.52022,4.14882,-5.34235
person-instrument,train,4,-6.07532,33.2614,14.0463,28.1613,-1.3658,-3.85928,-20.5555,0.257422,4.50697,-6.26422
person-instrument,train,5,-5.44518,34.1173,15.5598,27.836,-2.83042,-3.58148,-19.7929,-1.22458,4.60701,-6.54757
person-instrument,train,6,-4.52871,33.8995,16.9992,26.7981,-3.32344,-3.45301,-19.4787,-2.13063,4.82797,-6.92144
person-instrument,train,7,-4.78742,34.1388,16.9115,26.73,-3.7277,-3.1403,-19.1627,-2.4866,5.10524,-6.80052
person-instrument,train,8,-4.07919,34.0635,18.0778,25.9239,-4.15153,-3.00801,-18.7419,-3.05512,5.09726,-7.07856
person-instrument,train,9,-4.02437,34.2279,18.3369,25.6364,-4.54767,-2.764,-18.4522,-3.41926,5.2707,-7.06446
person-instrument,train,10,-3.80033,34.1232,18.5507,25.1819,-4.65337,-2.59484,-18.037,-3.63569,5.37685,-7.2081
person-occupation,train,1,-8.87039,10.6127,-6.02167,6.00212,22.0913,-5.98858,-5.65074,7.42629,6.82956,21.2633
person-occupation,train,2,-10.858,18.1768,-1.15504,8.50894,13.8983,-4.80267,-2.86222,4.47029,7.19023,26.0158
person-occupation,train,3,-10.5094,21.5732,2.18609,9.42079,8.99613,-5.25726,-1.63704,-0.194732,7.34123,25.5133
person-occupation,train,4,-9.8038,22.7245,3.97387,8.92913,6.99358,-4.72619,-0.589819,-2.37779,7.46941,24.4577
person-occupation,train,5,-9.46596,23.1812,5.09625,8.65646,5.84254,-4.5925,-0.238024,-3.64585,7.92935,24.4978
person-occupation,train,6,-9.35659,23.4527,5.25899,8.99077,5.40975,-4.39184,-0.595519,-4.37716,8.34989,24.9241
person-occupation,train,7,-8.54137,24.1532,7.03882,8.46931,4.99999,-4.27869,-0.248409,-5.17997,8.71194,24.2154
person-occupation,train,8,-8.53537,24.1404,7.40914,7.9682,4.50131,-4.03653,-0.168963,-5.49988,8.6495,23.4
person-occupation,train,9,-8.4619,23.8601,7.48057,7.42808,4.32244,-3.79879,0.401315,-5.67053,8.51456,23.1966
person-occupation,train,10,-8.21193,23.9742,7.75034,7.17952,4.32166,-3.51636,0.643391,-6.04352,8.66476,23.2753
person-sport,train,1,-9.39353,21.1158,-6.21724,10.1046,27.2837,11.6198,10.7085,11.3385,-13.8939,-7.52153
person-sport,train,2,-8.77995,27.6998,0.46338,11.8577,13.0845,14.6616,16.1467,9.01772,-17.8684,-8.73447
person-sport,train,3,-6.97209,31.8797,3.31756,11.8196,7.21147,14.9558,17.3721,3.57882,-19.1347,-10.801
person-sport,train,4,-5.43934,33.2543,5.16537,11.3794,4.58015,15.5253,17.5038,0.929756,-19.2587,-11.7453
person-sport,train,5,-4.26478,34.2162,7.64771,10.4998,3.09962,15.785,17.1738,-0.407441,-18.577,-12.1562
person-sport,train,6,-3.65729,34.0498,8.48325,9.86764,2.72787,15.768,17.2978,-1.24612,-18.4047,-12.4803
person-sport,train,7,-3.35561,34.3865,9.52229,9.44705,2.21996,15.8139,17.416,-2.07053,-17.9398,-12.6432
person-sport,train,8,-3.425,34.2354,9.77509,9.19997,1.61376,15.8997,17.3384,-2.31325,-17.6395,-12.5427
person-sport,train,9,-3.39881,34.1438,9.72936,9.01766,1.29103,16.2435,17.6893,-2.43325,-17.5165,-12.792
person-sport,train,10,-3.02224,34.3005,10.4761,8.49251,0.929499,16.467,17.7852,-3.02092,-17.3544,-12.7502
present-past,train,1,-10.5863,-11.6356,-0.124697,-1.01064,13.02,-3.90789,-1.06155,10.1531,-0.268974,6.60522
present-past,train,2,-19.3392,-17.9414,9.57272,-1.15644,0.98563,-0.364977,3.75411,4.59571,-0.991631,7.03836
present-past,train,3,-21.8851,-19.7548,13.3887,-0.616605,-5.52763,0.401283,6.18563,-0.298531,0.143035,6.21766
present-past,train,4,-22.518,-20.4118,14.9636,-0.467708,-9.01323,1.32171,7.49966,-2.32899,1.20173,5.57815
present-past,train,5,-22.3517,-20.9604,15.8271,-0.7651,-10.5202,1.85824,8.03398,-3.47658,2.06564,5.05794
present-past,train,6,-22.0514,-21.3394,16.1875,-0.960095,-11.6125,2.22904,8.67616,-4.2126,2.65076,4.7543
present-past,train,7,-22.2982,-21.594,16.2371,-1.01258,-11.7208,2.63678,8.55928,-4.73428,3.04961,4.55259
present-past,train,8,-21.7131,-21.7121,16.8728,-1.49806,-12.7895,2.94459,9.23073,-4.87451,3.47942,4.20886
present-past,train,9,-21.1116,-21.6117,16.3566,-1.55055,-12.4103,3.40843,9.21992,-5.0199,3.69648,3.89107
present-past,train,10,-22.0696,-22.1332,17.2731,-1.72746,-13.2474,3.61623,9.61895,-5.338,4.1377,3.91241
prev_item,train,1,7.30307,-11.3658,-8.39737,4.79727,8.12865,-2.32008,0.0291162,20.3614,-3.9001,4.08611
prev_item,train,2,7.51055,-11.8949,-5.63331,5.93866,0.304075,-0.471521,1.74107,21.6468,-5.82368,5.24989
prev_item,train,3,6.74273,-12.7488,-3.973,7.52594,-5.27069,-0.292612,3.08611,20.4031,-6.48815,4.58028
prev_item,train,4,4.62092,-12.824,-3.33388,7.52741,-8.10371,0.577358,4.17167,21.5409,-7.13664,4.61496
prev_item,train,5,4.42783,-13.2192,-3.06894,7.81628,-8.94351,0.820121,5.00987,20.6756,-6.75108,3.50643
prev_item,train,6,4.99846,-13.5069,-2.94702,7.87412,-9.31362,0.859959,5.22373,19.2639,-6.61442,3.42306
prev_item,train,7,5.64539,-14.1821,-2.71073,7.79654,-9.0884,1.25928,5.51425,18.6373,-6.19221,3.00888
prev_item,train,8,5.22228,-13.9458,-2.46791,7.42126,-9.87108,1.42168,6.12502,18.9862,-6.00892,2.88848
prev_item,train,9,5.45848,-14.1471,-2.13079,7.18094,-9.56233,1.60948,5.93868,18.3013,-5.73186,2.45239
prev_item,train,10,5.48838,-14.204,-1.79407,6.75395,-10.3638,2.02651,6.37688,18.0104,-5.56693,2.30736
sentiment,train,1,3.59279,0.367854,6.61398,-14.3391,18.69,-22.4066,-2.42225,15.5308,-0.643923,-0.95933
sentiment,train,2,10.7579,5.06654,22.7367,-21.1652,7.256,-26.1853,1.25587,13.3239,-3.32328,-3.19177
sentiment,train,3,12.972,10.4458,29.3356,-23.7992,1.69872,-27.4135,1.63456,9.31368,-3.66202,-4.56436
sentiment,train,4,13.7599,12.381,32.7242,-24.9007,-1.63541,-27.1748,2.0222,7.62054,-3.46901,-5.23351
sentiment,train,5,14.0633,13.0963,33.6651,-25.7392,-2.36769,-26.9657,2.26618,6.89382,-3.35755,-5.47284
sentiment,train,6,14.3975,13.7118,34.2696,-26.2444,-3.31576,-26.3266,2.3438,6.23803,-3.27121,-5.60309
sentiment,train,7,14.4124,13.6714,34.7733,-26.3705,-3.82729,-25.7567,2.49773,5.77029,-2.90006,-5.69313
sentiment,train,8,14.5318,13.5638,35.0884,-26.7191,-4.02001,-25.4309,2.68439,5.83987,-2.67759,-5.76316
sentiment,train,9,14.4468,13.934,34.9452,-26.8463,-4.33094,-25.2295,2.68126,5.32122,-2.7222,-5.74905
sentiment,train,10,14.5353,13.8742,34.8565,-26.9285,-4.197,-24.8769,2.70243,5.28671,-2.50402,-5.74396
singular-plural,train,1,-14.1602,-6.42177,0.235886,4.61218,8.80916,3.65994,-1.35579,12.405,8.319,4.40427
singular-plural,train,2,-21.4853,-9.70602,8.54164,3.90826,-5.42188,9.25665,3.552,7.79699,11.0749,4.83539
singular-plural,train,3,-23.3177,-10.8439,12.7906,4.20007,-12.8398,10.7537,6.45967,3.25353,13.4498,3.54802
singular-plural,train,4,-23.0502,-11.3663,14.2951,4.17552,-15.4468,11.4572,7.41282,1.0029,14.6998,3.02366
singular-plural,train,5,-22.8652,-11.9985,14.6908,3.69679,-16.6358,11.9295,8.45802,-0.241899,15.6536,2.80035
singular-plural,train,6,-22.6832,-12.1696,15.0666,3.32831,-17.3917,12.3445,8.89541,-0.953093,16.2803,2.43509
singular-plural,train,7,-22.3895,-12.678,15.3059,2.92572,-17.5505,12.1985,9.09585,-1.62247,16.4593,2.3266
singular-plural,train,8,-22.0097,-12.4339,15.3362,2.71548,-17.5871,12.7945,9.48225,-1.91236,16.5684,1.95308
singular-plural,train,9,-22.1515,-12.6578,15.4242,2.33632,-17.6921,12.7753,9.37593,-2.0451,17.0594,1.83571
singular-plural,train,10,-21.5417,-12.8437,15.7637,2.39178,-18.0546,12.9558,9.54554,-2.12547,17.0509,1.5014
antonym,test,1,-6.84772,-3.86889,-2.74843,0.875067,11.1134,-6.02394,-2.02558,15.1527,-3.71587,5.54834
antonym,test,2,-9.07152,-6.02393,0.674116,0.999633,4.0655,-4.45818,0.499272,13.9804,-5.0362,5.73456
antonym,test,3,-11.1853,-7.05669,2.98123,1.82533,-0.918621,-4.24732,2.40532,11.7596,-5.54327,5.1157
antonym,test,4,-11.4355,-7.74671,3.84664,1.95619,-2.80783,-3.92566,2.91712,10.1635,-5.36022,5.18311
antonym,test,5,-11.8571,-8.39284,4.31583,1.876,-4.61153,-3.40328,3.36316,9.79435,-5.06987,4.70463
antonym,test,6,-11.8004,-8.42185,4.1225,1.79381,-4.58287,-3.18669,3.38516,8.74966,-4.56776,4.40622
antonym,test,7,-11.3486,-8.71075,4.61987,1.49923,-4.91185,-3.14063,3.70221,8.5512,-4.45795,4.37898
antonym,test,8,-11.4587,-9.01522,4.63894,1.15196,-5.1627,-2.87336,3.77677,8.27474,-4.23458,3.93495
antonym,test,9,-11.7687,-8.94691,5.03122,1.1247,-5.64342,-2.58264,3.93823,8.24787,-4.16965,3.93709
antonym,test,10,-11.7821,-9.16659,4.83033,0.988798,-5.57993,-2.52868,3.94245,7.83256,-4.06565,3.96232
capitalize,test,1,-7.10254,-7.60632,-3.5048,-0.0322383,12.8251,-2.38208,-3.12462,11.2179,1.97636,2.60699
capitalize,test,2,-12.9037,-11.5432,3.8475,-0.31912,3.27559,1.59126,-0.395058,7.29729,2.15119,2.88685
capitalize,test,3,-14.2893,-12.7131,7.95802,0.765531,-3.18959,3.23702,1.7353,3.29108,3.72379,1.73361
